time (s),/Q5/C b 8 M 0.25  (A),/Q5/C b 8 M 0.5  (A),/Q5/C b 8 M 1  (A),/Q5/C b 8 M 2  (A),/Q5/C b 8 M 4  (A),/Q5/C b 12 M 0.25  (A),/Q5/C b 12 M 0.5  (A),/Q5/C b 12 M 1  (A),/Q5/C b 12 M 2  (A),/Q5/C b 12 M 4  (A),/Q5/C b 16 M 0.25  (A),/Q5/C b 16 M 0.5  (A),/Q5/C b 16 M 1  (A),/Q5/C b 16 M 2  (A),/Q5/C b 16 M 4  (A),/Q5/C b 20 M 0.25  (A),/Q5/C b 20 M 0.5  (A),/Q5/C b 20 M 1  (A),/Q5/C b 20 M 2  (A),/Q5/C b 20 M 4  (A),/Q5/C b 24 M 0.25  (A),/Q5/C b 24 M 0.5  (A),/Q5/C b 24 M 1  (A),/Q5/C b 24 M 2  (A),/Q5/C b 24 M 4  (A),/Q5/C b 28 M 0.25  (A),/Q5/C b 28 M 0.5  (A),/Q5/C b 28 M 1  (A),/Q5/C b 28 M 2  (A),/Q5/C b 28 M 4  (A),/Q5/C b 32 M 0.25  (A),/Q5/C b 32 M 0.5  (A),/Q5/C b 32 M 1  (A),/Q5/C b 32 M 2  (A),/Q5/C b 32 M 4  (A),/Q5/C b 36 M 0.25  (A),/Q5/C b 36 M 0.5  (A),/Q5/C b 36 M 1  (A),/Q5/C b 36 M 2  (A),/Q5/C b 36 M 4  (A),/Q5/C b 40 M 0.25  (A),/Q5/C b 40 M 0.5  (A),/Q5/C b 40 M 1  (A),/Q5/C b 40 M 2  (A),/Q5/C b 40 M 4  (A),/Q6/C b 8 M 0.25  (A),/Q6/C b 8 M 0.5  (A),/Q6/C b 8 M 1  (A),/Q6/C b 8 M 2  (A),/Q6/C b 8 M 4  (A),/Q6/C b 12 M 0.25  (A),/Q6/C b 12 M 0.5  (A),/Q6/C b 12 M 1  (A),/Q6/C b 12 M 2  (A),/Q6/C b 12 M 4  (A),/Q6/C b 16 M 0.25  (A),/Q6/C b 16 M 0.5  (A),/Q6/C b 16 M 1  (A),/Q6/C b 16 M 2  (A),/Q6/C b 16 M 4  (A),/Q6/C b 20 M 0.25  (A),/Q6/C b 20 M 0.5  (A),/Q6/C b 20 M 1  (A),/Q6/C b 20 M 2  (A),/Q6/C b 20 M 4  (A),/Q6/C b 24 M 0.25  (A),/Q6/C b 24 M 0.5  (A),/Q6/C b 24 M 1  (A),/Q6/C b 24 M 2  (A),/Q6/C b 24 M 4  (A),/Q6/C b 28 M 0.25  (A),/Q6/C b 28 M 0.5  (A),/Q6/C b 28 M 1  (A),/Q6/C b 28 M 2  (A),/Q6/C b 28 M 4  (A),/Q6/C b 32 M 0.25  (A),/Q6/C b 32 M 0.5  (A),/Q6/C b 32 M 1  (A),/Q6/C b 32 M 2  (A),/Q6/C b 32 M 4  (A),/Q6/C b 36 M 0.25  (A),/Q6/C b 36 M 0.5  (A),/Q6/C b 36 M 1  (A),/Q6/C b 36 M 2  (A),/Q6/C b 36 M 4  (A),/Q6/C b 40 M 0.25  (A),/Q6/C b 40 M 0.5  (A),/Q6/C b 40 M 1  (A),/Q6/C b 40 M 2  (A),/Q6/C b 40 M 4  (A),/Q3/C b 8 M 0.25  (A),/Q3/C b 8 M 0.5  (A),/Q3/C b 8 M 1  (A),/Q3/C b 8 M 2  (A),/Q3/C b 8 M 4  (A),/Q3/C b 12 M 0.25  (A),/Q3/C b 12 M 0.5  (A),/Q3/C b 12 M 1  (A),/Q3/C b 12 M 2  (A),/Q3/C b 12 M 4  (A),/Q3/C b 16 M 0.25  (A),/Q3/C b 16 M 0.5  (A),/Q3/C b 16 M 1  (A),/Q3/C b 16 M 2  (A),/Q3/C b 16 M 4  (A),/Q3/C b 20 M 0.25  (A),/Q3/C b 20 M 0.5  (A),/Q3/C b 20 M 1  (A),/Q3/C b 20 M 2  (A),/Q3/C b 20 M 4  (A),/Q3/C b 24 M 0.25  (A),/Q3/C b 24 M 0.5  (A),/Q3/C b 24 M 1  (A),/Q3/C b 24 M 2  (A),/Q3/C b 24 M 4  (A),/Q3/C b 28 M 0.25  (A),/Q3/C b 28 M 0.5  (A),/Q3/C b 28 M 1  (A),/Q3/C b 28 M 2  (A),/Q3/C b 28 M 4  (A),/Q3/C b 32 M 0.25  (A),/Q3/C b 32 M 0.5  (A),/Q3/C b 32 M 1  (A),/Q3/C b 32 M 2  (A),/Q3/C b 32 M 4  (A),/Q3/C b 36 M 0.25  (A),/Q3/C b 36 M 0.5  (A),/Q3/C b 36 M 1  (A),/Q3/C b 36 M 2  (A),/Q3/C b 36 M 4  (A),/Q3/C b 40 M 0.25  (A),/Q3/C b 40 M 0.5  (A),/Q3/C b 40 M 1  (A),/Q3/C b 40 M 2  (A),/Q3/C b 40 M 4  (A)
371.000E-12,-3.47575E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.739E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.476E-6,-243.753E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.770E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.781E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.788E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.793E-6,-3.47589E-3,-1.84106E-3,-950.512E-6,-483.314E-6,-243.798E-6,-3.47590E-3,-1.84106E-3,-950.520E-6,-483.314E-6,-243.801E-6,-3.47591E-3,-1.84106E-3,-950.529E-6,-483.315E-6,-243.804E-6,-3.68264E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.604E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.069E-6,-262.755E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.867E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.951E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.016E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.069E-6,-3.69939E-3,-1.96950E-3,-1.02084E-3,-520.532E-6,-263.115E-6,-3.70011E-3,-1.96982E-3,-1.02100E-3,-520.606E-6,-263.155E-6,-3.70072E-3,-1.97010E-3,-1.02114E-3,-520.672E-6,-263.190E-6,881.332E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04163E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03557E-3,1.04250E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04310E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04355E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04390E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04419E-3,934.625E-6,983.999E-6,1.01836E-3,1.03650E-3,1.04443E-3,929.855E-6,983.942E-6,1.01848E-3,1.03665E-3,1.04465E-3,927.712E-6,983.948E-6,1.01860E-3,1.03679E-3,1.04484E-3
391.000E-12,-3.47574E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.739E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.471E-6,-243.752E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.769E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.780E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.787E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.792E-6,-3.47589E-3,-1.84106E-3,-950.511E-6,-483.314E-6,-243.796E-6,-3.47590E-3,-1.84106E-3,-950.519E-6,-483.314E-6,-243.799E-6,-3.47591E-3,-1.84106E-3,-950.528E-6,-483.314E-6,-243.802E-6,-3.68264E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.604E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.064E-6,-262.754E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.866E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.949E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.014E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.068E-6,-3.69939E-3,-1.96950E-3,-1.02083E-3,-520.531E-6,-263.113E-6,-3.70011E-3,-1.96982E-3,-1.02100E-3,-520.606E-6,-263.153E-6,-3.70072E-3,-1.97010E-3,-1.02114E-3,-520.672E-6,-263.188E-6,881.331E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04163E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03556E-3,1.04250E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04310E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04354E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04389E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04418E-3,934.625E-6,984.000E-6,1.01836E-3,1.03650E-3,1.04443E-3,929.855E-6,983.942E-6,1.01848E-3,1.03665E-3,1.04464E-3,927.712E-6,983.947E-6,1.01860E-3,1.03679E-3,1.04483E-3
411.000E-12,-3.47574E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.738E-6,-3.47570E-3,-1.84103E-3,-950.487E-6,-483.466E-6,-243.752E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.768E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.778E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.785E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.790E-6,-3.47589E-3,-1.84106E-3,-950.511E-6,-483.313E-6,-243.794E-6,-3.47590E-3,-1.84106E-3,-950.518E-6,-483.314E-6,-243.797E-6,-3.47591E-3,-1.84106E-3,-950.527E-6,-483.314E-6,-243.800E-6,-3.68263E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.603E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.059E-6,-262.754E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.865E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.948E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.012E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.066E-6,-3.69939E-3,-1.96950E-3,-1.02083E-3,-520.531E-6,-263.111E-6,-3.70011E-3,-1.96982E-3,-1.02099E-3,-520.605E-6,-263.151E-6,-3.70072E-3,-1.97010E-3,-1.02114E-3,-520.671E-6,-263.186E-6,881.330E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04163E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03555E-3,1.04250E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04310E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04354E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04389E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04418E-3,934.625E-6,983.999E-6,1.01836E-3,1.03649E-3,1.04442E-3,929.855E-6,983.942E-6,1.01848E-3,1.03665E-3,1.04464E-3,927.712E-6,983.947E-6,1.01859E-3,1.03679E-3,1.04483E-3
431.000E-12,-3.47573E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.738E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.462E-6,-243.751E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.767E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.777E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.784E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.788E-6,-3.47589E-3,-1.84106E-3,-950.510E-6,-483.313E-6,-243.792E-6,-3.47590E-3,-1.84106E-3,-950.517E-6,-483.314E-6,-243.795E-6,-3.47591E-3,-1.84106E-3,-950.526E-6,-483.314E-6,-243.798E-6,-3.68263E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.603E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.054E-6,-262.753E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.864E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.946E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.011E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.064E-6,-3.69939E-3,-1.96950E-3,-1.02083E-3,-520.531E-6,-263.110E-6,-3.70011E-3,-1.96982E-3,-1.02099E-3,-520.605E-6,-263.149E-6,-3.70072E-3,-1.97010E-3,-1.02114E-3,-520.671E-6,-263.184E-6,881.330E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04163E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03554E-3,1.04249E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04309E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04353E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04388E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04417E-3,934.625E-6,984.000E-6,1.01836E-3,1.03649E-3,1.04442E-3,929.855E-6,983.941E-6,1.01848E-3,1.03665E-3,1.04463E-3,927.712E-6,983.947E-6,1.01859E-3,1.03679E-3,1.04482E-3
451.000E-12,-3.47572E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.738E-6,-3.47570E-3,-1.84103E-3,-950.487E-6,-483.457E-6,-243.751E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.766E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.776E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.782E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.787E-6,-3.47589E-3,-1.84106E-3,-950.509E-6,-483.313E-6,-243.791E-6,-3.47590E-3,-1.84106E-3,-950.516E-6,-483.313E-6,-243.794E-6,-3.47591E-3,-1.84106E-3,-950.524E-6,-483.314E-6,-243.796E-6,-3.68262E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.603E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.049E-6,-262.752E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.863E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.945E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.009E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.062E-6,-3.69939E-3,-1.96950E-3,-1.02083E-3,-520.531E-6,-263.108E-6,-3.70011E-3,-1.96982E-3,-1.02099E-3,-520.605E-6,-263.147E-6,-3.70072E-3,-1.97010E-3,-1.02114E-3,-520.671E-6,-263.182E-6,881.328E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04163E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03553E-3,1.04249E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04309E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04353E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04388E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04416E-3,934.625E-6,983.999E-6,1.01836E-3,1.03649E-3,1.04441E-3,929.855E-6,983.941E-6,1.01848E-3,1.03665E-3,1.04462E-3,927.712E-6,983.947E-6,1.01859E-3,1.03679E-3,1.04482E-3
471.000E-12,-3.47572E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.738E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.452E-6,-243.750E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.765E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.774E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.781E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.785E-6,-3.47589E-3,-1.84106E-3,-950.509E-6,-483.313E-6,-243.789E-6,-3.47590E-3,-1.84106E-3,-950.516E-6,-483.313E-6,-243.792E-6,-3.47591E-3,-1.84106E-3,-950.523E-6,-483.313E-6,-243.794E-6,-3.68262E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.603E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.044E-6,-262.752E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.862E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.944E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.008E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.061E-6,-3.69939E-3,-1.96950E-3,-1.02083E-3,-520.530E-6,-263.106E-6,-3.70011E-3,-1.96982E-3,-1.02099E-3,-520.605E-6,-263.145E-6,-3.70072E-3,-1.97010E-3,-1.02113E-3,-520.670E-6,-263.180E-6,881.327E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04163E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03552E-3,1.04249E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04308E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04352E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04387E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04416E-3,934.625E-6,984.000E-6,1.01836E-3,1.03649E-3,1.04440E-3,929.855E-6,983.941E-6,1.01848E-3,1.03665E-3,1.04462E-3,927.712E-6,983.947E-6,1.01859E-3,1.03679E-3,1.04481E-3
491.000E-12,-3.47571E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.737E-6,-3.47570E-3,-1.84103E-3,-950.487E-6,-483.448E-6,-243.749E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.764E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.773E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.779E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.784E-6,-3.47589E-3,-1.84106E-3,-950.508E-6,-483.313E-6,-243.787E-6,-3.47590E-3,-1.84106E-3,-950.515E-6,-483.313E-6,-243.790E-6,-3.47591E-3,-1.84106E-3,-950.522E-6,-483.313E-6,-243.792E-6,-3.68261E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.602E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.039E-6,-262.751E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.861E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.942E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.006E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.059E-6,-3.69939E-3,-1.96950E-3,-1.02083E-3,-520.530E-6,-263.104E-6,-3.70011E-3,-1.96982E-3,-1.02099E-3,-520.604E-6,-263.143E-6,-3.70072E-3,-1.97010E-3,-1.02113E-3,-520.670E-6,-263.178E-6,881.326E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04163E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03551E-3,1.04249E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04308E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04352E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04386E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04415E-3,934.625E-6,983.999E-6,1.01836E-3,1.03649E-3,1.04440E-3,929.855E-6,983.941E-6,1.01848E-3,1.03665E-3,1.04461E-3,927.712E-6,983.947E-6,1.01859E-3,1.03679E-3,1.04480E-3
511.000E-12,-3.47571E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.737E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.443E-6,-243.749E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.763E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.772E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.778E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.782E-6,-3.47589E-3,-1.84106E-3,-950.507E-6,-483.312E-6,-243.786E-6,-3.47590E-3,-1.84106E-3,-950.514E-6,-483.313E-6,-243.788E-6,-3.47591E-3,-1.84106E-3,-950.521E-6,-483.313E-6,-243.791E-6,-3.68260E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.602E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.034E-6,-262.750E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.860E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.941E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.005E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.057E-6,-3.69939E-3,-1.96950E-3,-1.02083E-3,-520.530E-6,-263.102E-6,-3.70011E-3,-1.96982E-3,-1.02099E-3,-520.604E-6,-263.142E-6,-3.70072E-3,-1.97010E-3,-1.02113E-3,-520.670E-6,-263.176E-6,881.325E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04162E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03550E-3,1.04248E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04307E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04351E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04386E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04414E-3,934.625E-6,984.000E-6,1.01835E-3,1.03649E-3,1.04439E-3,929.855E-6,983.941E-6,1.01848E-3,1.03665E-3,1.04460E-3,927.712E-6,983.947E-6,1.01859E-3,1.03679E-3,1.04479E-3
531.000E-12,-3.47570E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.737E-6,-3.47570E-3,-1.84103E-3,-950.487E-6,-483.439E-6,-243.748E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.762E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.771E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.776E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.781E-6,-3.47589E-3,-1.84106E-3,-950.507E-6,-483.312E-6,-243.784E-6,-3.47590E-3,-1.84106E-3,-950.513E-6,-483.312E-6,-243.787E-6,-3.47591E-3,-1.84106E-3,-950.520E-6,-483.313E-6,-243.789E-6,-3.68260E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.602E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.029E-6,-262.750E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.858E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.939E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.003E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.056E-6,-3.69939E-3,-1.96950E-3,-1.02083E-3,-520.530E-6,-263.101E-6,-3.70011E-3,-1.96982E-3,-1.02099E-3,-520.604E-6,-263.140E-6,-3.70072E-3,-1.97010E-3,-1.02113E-3,-520.670E-6,-263.174E-6,881.324E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04162E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03549E-3,1.04248E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04307E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04351E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04385E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04414E-3,934.625E-6,983.999E-6,1.01835E-3,1.03649E-3,1.04438E-3,929.855E-6,983.941E-6,1.01848E-3,1.03665E-3,1.04460E-3,927.712E-6,983.947E-6,1.01859E-3,1.03679E-3,1.04479E-3
551.000E-12,-3.47570E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.737E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.435E-6,-243.748E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.761E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.770E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.775E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.779E-6,-3.47589E-3,-1.84106E-3,-950.506E-6,-483.312E-6,-243.782E-6,-3.47590E-3,-1.84106E-3,-950.512E-6,-483.312E-6,-243.785E-6,-3.47591E-3,-1.84106E-3,-950.519E-6,-483.313E-6,-243.787E-6,-3.68259E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.602E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-520.024E-6,-262.749E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.857E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.938E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-263.002E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.054E-6,-3.69939E-3,-1.96950E-3,-1.02083E-3,-520.529E-6,-263.099E-6,-3.70011E-3,-1.96982E-3,-1.02099E-3,-520.604E-6,-263.138E-6,-3.70072E-3,-1.97010E-3,-1.02113E-3,-520.669E-6,-263.173E-6,881.323E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04162E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03548E-3,1.04248E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04307E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04350E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04384E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04413E-3,934.625E-6,984.000E-6,1.01835E-3,1.03649E-3,1.04438E-3,929.855E-6,983.941E-6,1.01847E-3,1.03665E-3,1.04459E-3,927.712E-6,983.947E-6,1.01859E-3,1.03679E-3,1.04478E-3
