time (s),/Q5/C b 8 M 0.25  (A),/Q5/C b 8 M 0.5  (A),/Q5/C b 8 M 1  (A),/Q5/C b 8 M 2  (A),/Q5/C b 8 M 4  (A),/Q5/C b 12 M 0.25  (A),/Q5/C b 12 M 0.5  (A),/Q5/C b 12 M 1  (A),/Q5/C b 12 M 2  (A),/Q5/C b 12 M 4  (A),/Q5/C b 16 M 0.25  (A),/Q5/C b 16 M 0.5  (A),/Q5/C b 16 M 1  (A),/Q5/C b 16 M 2  (A),/Q5/C b 16 M 4  (A),/Q5/C b 20 M 0.25  (A),/Q5/C b 20 M 0.5  (A),/Q5/C b 20 M 1  (A),/Q5/C b 20 M 2  (A),/Q5/C b 20 M 4  (A),/Q5/C b 24 M 0.25  (A),/Q5/C b 24 M 0.5  (A),/Q5/C b 24 M 1  (A),/Q5/C b 24 M 2  (A),/Q5/C b 24 M 4  (A),/Q5/C b 28 M 0.25  (A),/Q5/C b 28 M 0.5  (A),/Q5/C b 28 M 1  (A),/Q5/C b 28 M 2  (A),/Q5/C b 28 M 4  (A),/Q5/C b 32 M 0.25  (A),/Q5/C b 32 M 0.5  (A),/Q5/C b 32 M 1  (A),/Q5/C b 32 M 2  (A),/Q5/C b 32 M 4  (A),/Q5/C b 36 M 0.25  (A),/Q5/C b 36 M 0.5  (A),/Q5/C b 36 M 1  (A),/Q5/C b 36 M 2  (A),/Q5/C b 36 M 4  (A),/Q5/C b 40 M 0.25  (A),/Q5/C b 40 M 0.5  (A),/Q5/C b 40 M 1  (A),/Q5/C b 40 M 2  (A),/Q5/C b 40 M 4  (A),/Q6/C b 8 M 0.25  (A),/Q6/C b 8 M 0.5  (A),/Q6/C b 8 M 1  (A),/Q6/C b 8 M 2  (A),/Q6/C b 8 M 4  (A),/Q6/C b 12 M 0.25  (A),/Q6/C b 12 M 0.5  (A),/Q6/C b 12 M 1  (A),/Q6/C b 12 M 2  (A),/Q6/C b 12 M 4  (A),/Q6/C b 16 M 0.25  (A),/Q6/C b 16 M 0.5  (A),/Q6/C b 16 M 1  (A),/Q6/C b 16 M 2  (A),/Q6/C b 16 M 4  (A),/Q6/C b 20 M 0.25  (A),/Q6/C b 20 M 0.5  (A),/Q6/C b 20 M 1  (A),/Q6/C b 20 M 2  (A),/Q6/C b 20 M 4  (A),/Q6/C b 24 M 0.25  (A),/Q6/C b 24 M 0.5  (A),/Q6/C b 24 M 1  (A),/Q6/C b 24 M 2  (A),/Q6/C b 24 M 4  (A),/Q6/C b 28 M 0.25  (A),/Q6/C b 28 M 0.5  (A),/Q6/C b 28 M 1  (A),/Q6/C b 28 M 2  (A),/Q6/C b 28 M 4  (A),/Q6/C b 32 M 0.25  (A),/Q6/C b 32 M 0.5  (A),/Q6/C b 32 M 1  (A),/Q6/C b 32 M 2  (A),/Q6/C b 32 M 4  (A),/Q6/C b 36 M 0.25  (A),/Q6/C b 36 M 0.5  (A),/Q6/C b 36 M 1  (A),/Q6/C b 36 M 2  (A),/Q6/C b 36 M 4  (A),/Q6/C b 40 M 0.25  (A),/Q6/C b 40 M 0.5  (A),/Q6/C b 40 M 1  (A),/Q6/C b 40 M 2  (A),/Q6/C b 40 M 4  (A),/Q3/C b 8 M 0.25  (A),/Q3/C b 8 M 0.5  (A),/Q3/C b 8 M 1  (A),/Q3/C b 8 M 2  (A),/Q3/C b 8 M 4  (A),/Q3/C b 12 M 0.25  (A),/Q3/C b 12 M 0.5  (A),/Q3/C b 12 M 1  (A),/Q3/C b 12 M 2  (A),/Q3/C b 12 M 4  (A),/Q3/C b 16 M 0.25  (A),/Q3/C b 16 M 0.5  (A),/Q3/C b 16 M 1  (A),/Q3/C b 16 M 2  (A),/Q3/C b 16 M 4  (A),/Q3/C b 20 M 0.25  (A),/Q3/C b 20 M 0.5  (A),/Q3/C b 20 M 1  (A),/Q3/C b 20 M 2  (A),/Q3/C b 20 M 4  (A),/Q3/C b 24 M 0.25  (A),/Q3/C b 24 M 0.5  (A),/Q3/C b 24 M 1  (A),/Q3/C b 24 M 2  (A),/Q3/C b 24 M 4  (A),/Q3/C b 28 M 0.25  (A),/Q3/C b 28 M 0.5  (A),/Q3/C b 28 M 1  (A),/Q3/C b 28 M 2  (A),/Q3/C b 28 M 4  (A),/Q3/C b 32 M 0.25  (A),/Q3/C b 32 M 0.5  (A),/Q3/C b 32 M 1  (A),/Q3/C b 32 M 2  (A),/Q3/C b 32 M 4  (A),/Q3/C b 36 M 0.25  (A),/Q3/C b 36 M 0.5  (A),/Q3/C b 36 M 1  (A),/Q3/C b 36 M 2  (A),/Q3/C b 36 M 4  (A),/Q3/C b 40 M 0.25  (A),/Q3/C b 40 M 0.5  (A),/Q3/C b 40 M 1  (A),/Q3/C b 40 M 2  (A),/Q3/C b 40 M 4  (A)
771.000E-12,-3.47566E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.735E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.395E-6,-243.743E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.752E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.759E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.763E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.766E-6,-3.47589E-3,-1.84106E-3,-950.500E-6,-483.310E-6,-243.768E-6,-3.47590E-3,-1.84106E-3,-950.505E-6,-483.310E-6,-243.770E-6,-3.47591E-3,-1.84106E-3,-950.509E-6,-483.311E-6,-243.771E-6,-3.68255E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.599E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-519.979E-6,-262.743E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.847E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.925E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.987E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.038E-6,-3.69939E-3,-1.96950E-3,-1.02082E-3,-520.527E-6,-263.082E-6,-3.70011E-3,-1.96982E-3,-1.02098E-3,-520.601E-6,-263.120E-6,-3.70072E-3,-1.97010E-3,-1.02112E-3,-520.667E-6,-263.154E-6,881.313E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04161E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03539E-3,1.04245E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04302E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04345E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04378E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04406E-3,934.625E-6,983.999E-6,1.01835E-3,1.03649E-3,1.04430E-3,929.855E-6,983.940E-6,1.01847E-3,1.03664E-3,1.04452E-3,927.712E-6,983.946E-6,1.01857E-3,1.03678E-3,1.04470E-3
791.000E-12,-3.47565E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.735E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.392E-6,-243.742E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.752E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.758E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.762E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.764E-6,-3.47589E-3,-1.84106E-3,-950.500E-6,-483.310E-6,-243.767E-6,-3.47590E-3,-1.84106E-3,-950.504E-6,-483.310E-6,-243.768E-6,-3.47591E-3,-1.84106E-3,-950.509E-6,-483.310E-6,-243.770E-6,-3.68255E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.599E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-519.976E-6,-262.743E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.847E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.924E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.986E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.037E-6,-3.69939E-3,-1.96950E-3,-1.02082E-3,-520.527E-6,-263.081E-6,-3.70011E-3,-1.96982E-3,-1.02098E-3,-520.601E-6,-263.119E-6,-3.70072E-3,-1.97010E-3,-1.02112E-3,-520.667E-6,-263.153E-6,881.313E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04161E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03538E-3,1.04245E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04302E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04344E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04378E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04406E-3,934.625E-6,984.000E-6,1.01835E-3,1.03649E-3,1.04430E-3,929.855E-6,983.940E-6,1.01847E-3,1.03664E-3,1.04451E-3,927.712E-6,983.946E-6,1.01857E-3,1.03678E-3,1.04470E-3
811.000E-12,-3.47565E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.735E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.389E-6,-243.742E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.751E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.757E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.761E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.763E-6,-3.47589E-3,-1.84106E-3,-950.500E-6,-483.310E-6,-243.766E-6,-3.47590E-3,-1.84106E-3,-950.504E-6,-483.310E-6,-243.767E-6,-3.47591E-3,-1.84106E-3,-950.508E-6,-483.310E-6,-243.769E-6,-3.68254E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.599E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-519.973E-6,-262.743E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.846E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.923E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.985E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.036E-6,-3.69939E-3,-1.96950E-3,-1.02082E-3,-520.527E-6,-263.079E-6,-3.70011E-3,-1.96982E-3,-1.02098E-3,-520.601E-6,-263.118E-6,-3.70072E-3,-1.97010E-3,-1.02112E-3,-520.667E-6,-263.151E-6,881.311E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04161E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03537E-3,1.04245E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04302E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04344E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04377E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04405E-3,934.625E-6,983.999E-6,1.01835E-3,1.03649E-3,1.04429E-3,929.855E-6,983.940E-6,1.01846E-3,1.03664E-3,1.04450E-3,927.712E-6,983.946E-6,1.01857E-3,1.03678E-3,1.04469E-3
831.000E-12,-3.47565E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.734E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.386E-6,-243.742E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.751E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.756E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.760E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.763E-6,-3.47589E-3,-1.84106E-3,-950.499E-6,-483.310E-6,-243.765E-6,-3.47590E-3,-1.84106E-3,-950.503E-6,-483.310E-6,-243.766E-6,-3.47591E-3,-1.84106E-3,-950.507E-6,-483.310E-6,-243.768E-6,-3.68254E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.599E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-519.970E-6,-262.742E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.845E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.922E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.984E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.035E-6,-3.69939E-3,-1.96950E-3,-1.02082E-3,-520.527E-6,-263.078E-6,-3.70011E-3,-1.96982E-3,-1.02098E-3,-520.601E-6,-263.116E-6,-3.70072E-3,-1.97010E-3,-1.02112E-3,-520.667E-6,-263.150E-6,881.311E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04161E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03537E-3,1.04245E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04301E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04344E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04377E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04405E-3,934.625E-6,984.000E-6,1.01835E-3,1.03649E-3,1.04429E-3,929.855E-6,983.940E-6,1.01846E-3,1.03664E-3,1.04450E-3,927.712E-6,983.946E-6,1.01857E-3,1.03678E-3,1.04468E-3
851.000E-12,-3.47564E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.734E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.384E-6,-243.741E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.750E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.755E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.759E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.762E-6,-3.47589E-3,-1.84106E-3,-950.499E-6,-483.310E-6,-243.764E-6,-3.47590E-3,-1.84106E-3,-950.503E-6,-483.310E-6,-243.765E-6,-3.47591E-3,-1.84106E-3,-950.507E-6,-483.310E-6,-243.767E-6,-3.68254E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.599E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-519.966E-6,-262.742E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.844E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.922E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.983E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.034E-6,-3.69939E-3,-1.96950E-3,-1.02082E-3,-520.527E-6,-263.077E-6,-3.70011E-3,-1.96982E-3,-1.02098E-3,-520.601E-6,-263.115E-6,-3.70072E-3,-1.97010E-3,-1.02112E-3,-520.667E-6,-263.149E-6,881.310E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04161E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03536E-3,1.04245E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04301E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04343E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04377E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04404E-3,934.625E-6,983.999E-6,1.01835E-3,1.03649E-3,1.04428E-3,929.855E-6,983.940E-6,1.01846E-3,1.03664E-3,1.04449E-3,927.712E-6,983.946E-6,1.01857E-3,1.03678E-3,1.04468E-3
871.000E-12,-3.47564E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.734E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.381E-6,-243.741E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.749E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.755E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.758E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.761E-6,-3.47589E-3,-1.84106E-3,-950.499E-6,-483.309E-6,-243.763E-6,-3.47590E-3,-1.84106E-3,-950.502E-6,-483.310E-6,-243.764E-6,-3.47591E-3,-1.84106E-3,-950.506E-6,-483.310E-6,-243.766E-6,-3.68254E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.599E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-519.963E-6,-262.741E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.844E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.921E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.982E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.032E-6,-3.69939E-3,-1.96950E-3,-1.02082E-3,-520.527E-6,-263.076E-6,-3.70011E-3,-1.96982E-3,-1.02098E-3,-520.601E-6,-263.114E-6,-3.70072E-3,-1.97010E-3,-1.02112E-3,-520.666E-6,-263.148E-6,881.310E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04161E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03535E-3,1.04245E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04301E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04343E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04376E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04404E-3,934.625E-6,984.000E-6,1.01834E-3,1.03649E-3,1.04428E-3,929.855E-6,983.940E-6,1.01846E-3,1.03664E-3,1.04449E-3,927.712E-6,983.946E-6,1.01857E-3,1.03678E-3,1.04467E-3
891.000E-12,-3.47564E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.734E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.378E-6,-243.741E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.749E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.754E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.757E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.760E-6,-3.47589E-3,-1.84106E-3,-950.498E-6,-483.309E-6,-243.762E-6,-3.47590E-3,-1.84106E-3,-950.502E-6,-483.310E-6,-243.763E-6,-3.47591E-3,-1.84106E-3,-950.505E-6,-483.310E-6,-243.764E-6,-3.68253E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.598E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-519.960E-6,-262.741E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.843E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.920E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.981E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.031E-6,-3.69939E-3,-1.96950E-3,-1.02082E-3,-520.526E-6,-263.075E-6,-3.70011E-3,-1.96982E-3,-1.02098E-3,-520.600E-6,-263.113E-6,-3.70072E-3,-1.97010E-3,-1.02111E-3,-520.666E-6,-263.146E-6,881.309E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04161E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03535E-3,1.04244E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04301E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04342E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04376E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04403E-3,934.625E-6,983.999E-6,1.01834E-3,1.03649E-3,1.04427E-3,929.855E-6,983.940E-6,1.01846E-3,1.03664E-3,1.04448E-3,927.712E-6,983.946E-6,1.01857E-3,1.03678E-3,1.04467E-3
911.000E-12,-3.47564E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.734E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.376E-6,-243.740E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.748E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.753E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.757E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.759E-6,-3.47589E-3,-1.84106E-3,-950.498E-6,-483.309E-6,-243.761E-6,-3.47590E-3,-1.84106E-3,-950.501E-6,-483.309E-6,-243.762E-6,-3.47591E-3,-1.84106E-3,-950.505E-6,-483.310E-6,-243.763E-6,-3.68253E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.598E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-519.958E-6,-262.741E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.842E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.919E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.980E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.030E-6,-3.69939E-3,-1.96950E-3,-1.02082E-3,-520.526E-6,-263.074E-6,-3.70011E-3,-1.96982E-3,-1.02098E-3,-520.600E-6,-263.112E-6,-3.70072E-3,-1.97010E-3,-1.02111E-3,-520.666E-6,-263.145E-6,881.309E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04161E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03534E-3,1.04244E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04300E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04342E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04375E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04403E-3,934.625E-6,984.000E-6,1.01834E-3,1.03648E-3,1.04427E-3,929.855E-6,983.940E-6,1.01846E-3,1.03664E-3,1.04448E-3,927.712E-6,983.946E-6,1.01857E-3,1.03678E-3,1.04466E-3
931.000E-12,-3.47564E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.734E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.374E-6,-243.740E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.748E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.753E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.756E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.758E-6,-3.47589E-3,-1.84106E-3,-950.498E-6,-483.309E-6,-243.760E-6,-3.47590E-3,-1.84106E-3,-950.501E-6,-483.309E-6,-243.761E-6,-3.47591E-3,-1.84106E-3,-950.504E-6,-483.309E-6,-243.763E-6,-3.68253E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.598E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-519.955E-6,-262.740E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.842E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.918E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.979E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.029E-6,-3.69939E-3,-1.96950E-3,-1.02082E-3,-520.526E-6,-263.073E-6,-3.70011E-3,-1.96982E-3,-1.02097E-3,-520.600E-6,-263.110E-6,-3.70072E-3,-1.97010E-3,-1.02111E-3,-520.666E-6,-263.144E-6,881.308E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04161E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03534E-3,1.04244E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04300E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04342E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04375E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04403E-3,934.625E-6,983.999E-6,1.01834E-3,1.03648E-3,1.04426E-3,929.855E-6,983.940E-6,1.01846E-3,1.03664E-3,1.04447E-3,927.712E-6,983.946E-6,1.01857E-3,1.03678E-3,1.04466E-3
951.000E-12,-3.47563E-3,-1.84102E-3,-950.485E-6,-483.305E-6,-243.734E-6,-3.47570E-3,-1.84103E-3,-950.486E-6,-483.371E-6,-243.740E-6,-3.47577E-3,-1.84104E-3,-950.487E-6,-483.305E-6,-243.747E-6,-3.47582E-3,-1.84105E-3,-950.488E-6,-483.306E-6,-243.752E-6,-3.47585E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.755E-6,-3.47587E-3,-1.84105E-3,-950.489E-6,-483.306E-6,-243.757E-6,-3.47589E-3,-1.84106E-3,-950.497E-6,-483.309E-6,-243.759E-6,-3.47590E-3,-1.84106E-3,-950.500E-6,-483.309E-6,-243.760E-6,-3.47591E-3,-1.84106E-3,-950.504E-6,-483.309E-6,-243.762E-6,-3.68253E-3,-1.96347E-3,-1.01872E-3,-519.583E-6,-262.598E-6,-3.68864E-3,-1.96609E-3,-1.01942E-3,-519.952E-6,-262.740E-6,-3.69268E-3,-1.96737E-3,-1.01986E-3,-520.073E-6,-262.841E-6,-3.69540E-3,-1.96813E-3,-1.02018E-3,-520.221E-6,-262.917E-6,-3.69723E-3,-1.96868E-3,-1.02043E-3,-520.339E-6,-262.978E-6,-3.69848E-3,-1.96913E-3,-1.02063E-3,-520.438E-6,-263.028E-6,-3.69939E-3,-1.96950E-3,-1.02082E-3,-520.526E-6,-263.072E-6,-3.70011E-3,-1.96982E-3,-1.02097E-3,-520.600E-6,-263.109E-6,-3.70072E-3,-1.97010E-3,-1.02111E-3,-520.666E-6,-263.143E-6,881.308E-6,1.01308E-3,1.03465E-3,1.03488E-3,1.04161E-3,934.279E-6,1.02404E-3,1.01905E-3,1.03533E-3,1.04244E-3,958.631E-6,997.699E-6,1.01798E-3,1.03556E-3,1.04300E-3,966.601E-6,987.317E-6,1.01796E-3,1.03586E-3,1.04341E-3,959.725E-6,984.923E-6,1.01807E-3,1.03610E-3,1.04375E-3,944.950E-6,984.225E-6,1.01821E-3,1.03630E-3,1.04402E-3,934.625E-6,984.000E-6,1.01834E-3,1.03648E-3,1.04426E-3,929.855E-6,983.940E-6,1.01846E-3,1.03664E-3,1.04447E-3,927.712E-6,983.946E-6,1.01857E-3,1.03678E-3,1.04465E-3
