V ,leafValue( IS("/Q6/C") "N" 1 ) (A),leafValue( IS("/Q6/C") "N" 2 ) (A),leafValue( IS("/Q6/C") "N" 3 ) (A),leafValue( IS("/Q6/C") "N" 4 ) (A),leafValue( IS("/Q6/C") "N" 5 ) (A),leafValue( IS("/Q6/C") "N" 6 ) (A),leafValue( IS("/Q6/C") "N" 7 ) (A),leafValue( IS("/Q6/C") "N" 8 ) (A),leafValue( IS("/Q6/C") "N" 9 ) (A),leafValue( IS("/Q6/C") "N" 10 ) (A),leafValue( IS("/Q6/C") "N" 11 ) (A),leafValue( IS("/Q6/C") "N" 12 ) (A),leafValue( IS("/Q6/C") "N" 13 ) (A),leafValue( IS("/Q6/C") "N" 14 ) (A),leafValue( IS("/Q6/C") "N" 15 ) (A),leafValue( IS("/Q6/C") "N" 16 ) (A),leafValue( IS("/Q6/C") "N" 17 ) (A),leafValue( IS("/Q6/C") "N" 18 ) (A),leafValue( IS("/Q6/C") "N" 19 ) (A),leafValue( IS("/Q6/C") "N" 20 ) (A),leafValue( IS("/Q6/B") "N" 1 ) (A),leafValue( IS("/Q6/B") "N" 2 ) (A),leafValue( IS("/Q6/B") "N" 3 ) (A),leafValue( IS("/Q6/B") "N" 4 ) (A),leafValue( IS("/Q6/B") "N" 5 ) (A),leafValue( IS("/Q6/B") "N" 6 ) (A),leafValue( IS("/Q6/B") "N" 7 ) (A),leafValue( IS("/Q6/B") "N" 8 ) (A),leafValue( IS("/Q6/B") "N" 9 ) (A),leafValue( IS("/Q6/B") "N" 10 ) (A),leafValue( IS("/Q6/B") "N" 11 ) (A),leafValue( IS("/Q6/B") "N" 12 ) (A),leafValue( IS("/Q6/B") "N" 13 ) (A),leafValue( IS("/Q6/B") "N" 14 ) (A),leafValue( IS("/Q6/B") "N" 15 ) (A),leafValue( IS("/Q6/B") "N" 16 ) (A),leafValue( IS("/Q6/B") "N" 17 ) (A),leafValue( IS("/Q6/B") "N" 18 ) (A),leafValue( IS("/Q6/B") "N" 19 ) (A),leafValue( IS("/Q6/B") "N" 20 ) (A)
765.000E-3,11.5276E-6,23.0551E-6,34.5827E-6,46.1102E-6,57.6378E-6,69.1653E-6,80.6929E-6,92.2204E-6,103.748E-6,115.276E-6,126.803E-6,138.331E-6,149.858E-6,161.386E-6,172.913E-6,184.441E-6,195.968E-6,207.496E-6,219.024E-6,230.551E-6,20.0890E-9,40.1772E-9,60.2655E-9,80.3537E-9,100.442E-9,120.530E-9,140.618E-9,160.707E-9,180.795E-9,200.883E-9,220.971E-9,241.060E-9,261.148E-9,281.236E-9,301.324E-9,321.413E-9,341.501E-9,361.589E-9,381.677E-9,401.766E-9
770.000E-3,13.6653E-6,27.3307E-6,40.9960E-6,54.6613E-6,68.3266E-6,81.9920E-6,95.6573E-6,109.323E-6,122.988E-6,136.653E-6,150.319E-6,163.984E-6,177.649E-6,191.315E-6,204.980E-6,218.645E-6,232.311E-6,245.976E-6,259.641E-6,273.307E-6,24.2549E-9,48.5090E-9,72.7631E-9,97.0173E-9,121.271E-9,145.525E-9,169.780E-9,194.034E-9,218.288E-9,242.542E-9,266.796E-9,291.050E-9,315.304E-9,339.558E-9,363.813E-9,388.067E-9,412.321E-9,436.575E-9,460.829E-9,485.083E-9
775.000E-3,16.1720E-6,32.3439E-6,48.5159E-6,64.6879E-6,80.8599E-6,97.0318E-6,113.204E-6,129.376E-6,145.548E-6,161.720E-6,177.892E-6,194.064E-6,210.236E-6,226.408E-6,242.580E-6,258.752E-6,274.924E-6,291.095E-6,307.267E-6,323.439E-6,29.2732E-9,58.5456E-9,87.8180E-9,117.090E-9,146.363E-9,175.635E-9,204.908E-9,234.180E-9,263.453E-9,292.725E-9,321.997E-9,351.270E-9,380.542E-9,409.815E-9,439.087E-9,468.359E-9,497.632E-9,526.904E-9,556.177E-9,585.449E-9
780.000E-3,19.1015E-6,38.2030E-6,57.3045E-6,76.4060E-6,95.5075E-6,114.609E-6,133.711E-6,152.812E-6,171.914E-6,191.015E-6,210.117E-6,229.218E-6,248.320E-6,267.421E-6,286.523E-6,305.624E-6,324.726E-6,343.827E-6,362.929E-6,382.030E-6,35.3137E-9,70.6265E-9,105.939E-9,141.252E-9,176.565E-9,211.878E-9,247.191E-9,282.504E-9,317.817E-9,353.130E-9,388.442E-9,423.755E-9,459.068E-9,494.381E-9,529.694E-9,565.007E-9,600.320E-9,635.633E-9,670.945E-9,706.258E-9
785.000E-3,22.5127E-6,45.0254E-6,67.5382E-6,90.0509E-6,112.564E-6,135.076E-6,157.589E-6,180.102E-6,202.615E-6,225.127E-6,247.640E-6,270.153E-6,292.665E-6,315.178E-6,337.691E-6,360.204E-6,382.716E-6,405.229E-6,427.742E-6,450.254E-6,42.5781E-9,85.1555E-9,127.733E-9,170.310E-9,212.888E-9,255.465E-9,298.042E-9,340.620E-9,383.197E-9,425.774E-9,468.352E-9,510.929E-9,553.506E-9,596.084E-9,638.661E-9,681.239E-9,723.816E-9,766.393E-9,808.971E-9,851.548E-9
790.000E-3,26.4687E-6,52.9374E-6,79.4061E-6,105.875E-6,132.344E-6,158.812E-6,185.281E-6,211.750E-6,238.218E-6,264.687E-6,291.156E-6,317.624E-6,344.093E-6,370.562E-6,397.031E-6,423.499E-6,449.968E-6,476.437E-6,502.905E-6,529.374E-6,51.3062E-9,102.612E-9,153.917E-9,205.222E-9,256.528E-9,307.833E-9,359.139E-9,410.444E-9,461.749E-9,513.055E-9,564.360E-9,615.666E-9,666.971E-9,718.276E-9,769.582E-9,820.887E-9,872.193E-9,923.498E-9,974.804E-9,1.02611E-6
795.000E-3,31.0359E-6,62.0719E-6,93.1078E-6,124.144E-6,155.180E-6,186.216E-6,217.252E-6,248.287E-6,279.323E-6,310.359E-6,341.395E-6,372.431E-6,403.467E-6,434.503E-6,465.539E-6,496.575E-6,527.611E-6,558.647E-6,589.683E-6,620.719E-6,61.7814E-9,123.562E-9,185.343E-9,247.123E-9,308.904E-9,370.685E-9,432.465E-9,494.246E-9,556.026E-9,617.807E-9,679.588E-9,741.368E-9,803.149E-9,864.930E-9,926.710E-9,988.491E-9,1.05027E-6,1.11205E-6,1.17383E-6,1.23561E-6
800.000E-3,36.2831E-6,72.5663E-6,108.849E-6,145.133E-6,181.416E-6,217.699E-6,253.982E-6,290.265E-6,326.548E-6,362.831E-6,399.115E-6,435.398E-6,471.681E-6,507.964E-6,544.247E-6,580.530E-6,616.813E-6,653.097E-6,689.380E-6,725.663E-6,74.3389E-9,148.677E-9,223.015E-9,297.353E-9,371.691E-9,446.029E-9,520.367E-9,594.705E-9,669.043E-9,743.381E-9,817.719E-9,892.057E-9,966.396E-9,1.04073E-6,1.11507E-6,1.18941E-6,1.26375E-6,1.33809E-6,1.41242E-6,1.48676E-6
805.000E-3,42.2796E-6,84.5592E-6,126.839E-6,169.118E-6,211.398E-6,253.678E-6,295.957E-6,338.237E-6,380.516E-6,422.796E-6,465.076E-6,507.355E-6,549.635E-6,591.914E-6,634.194E-6,676.474E-6,718.753E-6,761.033E-6,803.312E-6,845.592E-6,89.3734E-9,178.746E-9,268.118E-9,357.491E-9,446.864E-9,536.236E-9,625.609E-9,714.981E-9,804.354E-9,893.726E-9,983.099E-9,1.07247E-6,1.16184E-6,1.25122E-6,1.34059E-6,1.42996E-6,1.51933E-6,1.60871E-6,1.69808E-6,1.78745E-6
810.000E-3,49.0930E-6,98.1861E-6,147.279E-6,196.372E-6,245.465E-6,294.558E-6,343.651E-6,392.744E-6,441.837E-6,490.930E-6,540.024E-6,589.117E-6,638.210E-6,687.303E-6,736.396E-6,785.489E-6,834.582E-6,883.675E-6,932.768E-6,981.861E-6,107.349E-9,214.698E-9,322.047E-9,429.395E-9,536.744E-9,644.093E-9,751.441E-9,858.790E-9,966.139E-9,1.07349E-6,1.18084E-6,1.28818E-6,1.39553E-6,1.50288E-6,1.61023E-6,1.71758E-6,1.82493E-6,1.93228E-6,2.03962E-6,2.14697E-6
815.000E-3,56.7869E-6,113.574E-6,170.361E-6,227.148E-6,283.934E-6,340.721E-6,397.508E-6,454.295E-6,511.082E-6,567.869E-6,624.656E-6,681.443E-6,738.229E-6,795.016E-6,851.803E-6,908.590E-6,965.377E-6,1.02216E-3,1.07895E-3,1.13574E-3,128.813E-9,257.624E-9,386.436E-9,515.248E-9,644.059E-9,772.871E-9,901.683E-9,1.03049E-6,1.15931E-6,1.28812E-6,1.41693E-6,1.54574E-6,1.67455E-6,1.80336E-6,1.93218E-6,2.06099E-6,2.18980E-6,2.31861E-6,2.44742E-6,2.57624E-6
820.000E-3,65.4162E-6,130.832E-6,196.249E-6,261.665E-6,327.081E-6,392.497E-6,457.913E-6,523.330E-6,588.746E-6,654.162E-6,719.578E-6,784.994E-6,850.411E-6,915.827E-6,981.243E-6,1.04666E-3,1.11208E-3,1.17749E-3,1.24291E-3,1.30832E-3,154.402E-9,308.804E-9,463.205E-9,617.607E-9,772.009E-9,926.410E-9,1.08081E-6,1.23521E-6,1.38961E-6,1.54402E-6,1.69842E-6,1.85282E-6,2.00722E-6,2.16162E-6,2.31602E-6,2.47043E-6,2.62483E-6,2.77923E-6,2.93363E-6,3.08803E-6
825.000E-3,75.0211E-6,150.042E-6,225.063E-6,300.085E-6,375.106E-6,450.127E-6,525.148E-6,600.169E-6,675.190E-6,750.211E-6,825.232E-6,900.254E-6,975.275E-6,1.05030E-3,1.12532E-3,1.20034E-3,1.27536E-3,1.35038E-3,1.42540E-3,1.50042E-3,184.870E-9,369.738E-9,554.607E-9,739.476E-9,924.345E-9,1.10921E-6,1.29408E-6,1.47895E-6,1.66382E-6,1.84869E-6,2.03356E-6,2.21843E-6,2.40329E-6,2.58816E-6,2.77303E-6,2.95790E-6,3.14277E-6,3.32764E-6,3.51251E-6,3.69738E-6
830.000E-3,85.6130E-6,171.226E-6,256.839E-6,342.452E-6,428.065E-6,513.678E-6,599.291E-6,684.904E-6,770.517E-6,856.130E-6,941.743E-6,1.02736E-3,1.11297E-3,1.19858E-3,1.28420E-3,1.36981E-3,1.45542E-3,1.54103E-3,1.62665E-3,1.71226E-3,221.098E-9,442.195E-9,663.292E-9,884.389E-9,1.10549E-6,1.32658E-6,1.54768E-6,1.76878E-6,1.98987E-6,2.21097E-6,2.43207E-6,2.65316E-6,2.87426E-6,3.09536E-6,3.31645E-6,3.53755E-6,3.75865E-6,3.97975E-6,4.20084E-6,4.42194E-6
835.000E-3,97.1440E-6,194.288E-6,291.432E-6,388.576E-6,485.720E-6,582.864E-6,680.008E-6,777.152E-6,874.296E-6,971.440E-6,1.06858E-3,1.16573E-3,1.26287E-3,1.36002E-3,1.45716E-3,1.55430E-3,1.65145E-3,1.74859E-3,1.84574E-3,1.94288E-3,264.138E-9,528.275E-9,792.413E-9,1.05655E-6,1.32069E-6,1.58482E-6,1.84896E-6,2.11310E-6,2.37724E-6,2.64137E-6,2.90551E-6,3.16965E-6,3.43378E-6,3.69792E-6,3.96206E-6,4.22620E-6,4.49033E-6,4.75447E-6,5.01861E-6,5.28275E-6
840.000E-3,109.446E-6,218.892E-6,328.338E-6,437.784E-6,547.230E-6,656.676E-6,766.121E-6,875.567E-6,985.013E-6,1.09446E-3,1.20391E-3,1.31335E-3,1.42280E-3,1.53224E-3,1.64169E-3,1.75113E-3,1.86058E-3,1.97003E-3,2.07947E-3,2.18892E-3,315.271E-9,630.541E-9,945.811E-9,1.26108E-6,1.57635E-6,1.89162E-6,2.20689E-6,2.52216E-6,2.83743E-6,3.15270E-6,3.46797E-6,3.78324E-6,4.09851E-6,4.41378E-6,4.72905E-6,5.04432E-6,5.35959E-6,5.67486E-6,5.99013E-6,6.30540E-6
845.000E-3,122.170E-6,244.339E-6,366.509E-6,488.678E-6,610.848E-6,733.017E-6,855.187E-6,977.357E-6,1.09953E-3,1.22170E-3,1.34387E-3,1.46603E-3,1.58820E-3,1.71037E-3,1.83254E-3,1.95471E-3,2.07688E-3,2.19905E-3,2.32122E-3,2.44339E-3,376.104E-9,752.208E-9,1.12831E-6,1.50441E-6,1.88052E-6,2.25662E-6,2.63273E-6,3.00883E-6,3.38493E-6,3.76104E-6,4.13714E-6,4.51324E-6,4.88935E-6,5.26545E-6,5.64155E-6,6.01766E-6,6.39376E-6,6.76986E-6,7.14597E-6,7.52207E-6
850.000E-3,134.873E-6,269.747E-6,404.620E-6,539.493E-6,674.366E-6,809.240E-6,944.113E-6,1.07899E-3,1.21386E-3,1.34873E-3,1.48361E-3,1.61848E-3,1.75335E-3,1.88823E-3,2.02310E-3,2.15797E-3,2.29285E-3,2.42772E-3,2.56259E-3,2.69747E-3,448.657E-9,897.314E-9,1.34597E-6,1.79463E-6,2.24328E-6,2.69194E-6,3.14060E-6,3.58925E-6,4.03791E-6,4.48656E-6,4.93522E-6,5.38388E-6,5.83253E-6,6.28119E-6,6.72985E-6,7.17850E-6,7.62716E-6,8.07582E-6,8.52447E-6,8.97313E-6
855.000E-3,147.273E-6,294.545E-6,441.818E-6,589.090E-6,736.363E-6,883.635E-6,1.03091E-3,1.17818E-3,1.32545E-3,1.47273E-3,1.62000E-3,1.76727E-3,1.91454E-3,2.06182E-3,2.20909E-3,2.35636E-3,2.50363E-3,2.65091E-3,2.79818E-3,2.94545E-3,535.347E-9,1.07069E-6,1.60604E-6,2.14138E-6,2.67673E-6,3.21208E-6,3.74742E-6,4.28277E-6,4.81811E-6,5.35346E-6,5.88880E-6,6.42415E-6,6.95950E-6,7.49484E-6,8.03019E-6,8.56553E-6,9.10088E-6,9.63622E-6,10.1716E-6,10.7069E-6
860.000E-3,159.322E-6,318.644E-6,477.966E-6,637.287E-6,796.609E-6,955.931E-6,1.11525E-3,1.27457E-3,1.43390E-3,1.59322E-3,1.75254E-3,1.91186E-3,2.07118E-3,2.23051E-3,2.38983E-3,2.54915E-3,2.70847E-3,2.86779E-3,3.02712E-3,3.18644E-3,638.976E-9,1.27795E-6,1.91693E-6,2.55590E-6,3.19488E-6,3.83385E-6,4.47283E-6,5.11180E-6,5.75078E-6,6.38975E-6,7.02873E-6,7.66770E-6,8.30668E-6,8.94565E-6,9.58463E-6,10.2236E-6,10.8626E-6,11.5015E-6,12.1405E-6,12.7795E-6
865.000E-3,171.102E-6,342.204E-6,513.306E-6,684.408E-6,855.509E-6,1.02661E-3,1.19771E-3,1.36882E-3,1.53992E-3,1.71102E-3,1.88212E-3,2.05322E-3,2.22432E-3,2.39543E-3,2.56653E-3,2.73763E-3,2.90873E-3,3.07983E-3,3.25094E-3,3.42204E-3,762.807E-9,1.52561E-6,2.28842E-6,3.05123E-6,3.81403E-6,4.57684E-6,5.33965E-6,6.10245E-6,6.86526E-6,7.62807E-6,8.39087E-6,9.15368E-6,9.91649E-6,10.6793E-6,11.4421E-6,12.2049E-6,12.9677E-6,13.7305E-6,14.4933E-6,15.2561E-6
870.000E-3,182.723E-6,365.445E-6,548.168E-6,730.890E-6,913.613E-6,1.09634E-3,1.27906E-3,1.46178E-3,1.64450E-3,1.82723E-3,2.00995E-3,2.19267E-3,2.37539E-3,2.55812E-3,2.74084E-3,2.92356E-3,3.10628E-3,3.28901E-3,3.47173E-3,3.65445E-3,910.674E-9,1.82135E-6,2.73202E-6,3.64269E-6,4.55337E-6,5.46404E-6,6.37471E-6,7.28539E-6,8.19606E-6,9.10673E-6,10.0174E-6,10.9281E-6,11.8388E-6,12.7494E-6,13.6601E-6,14.5708E-6,15.4814E-6,16.3921E-6,17.3028E-6,18.2135E-6
875.000E-3,194.287E-6,388.574E-6,582.861E-6,777.149E-6,971.436E-6,1.16572E-3,1.36001E-3,1.55430E-3,1.74858E-3,1.94287E-3,2.13716E-3,2.33145E-3,2.52573E-3,2.72002E-3,2.91431E-3,3.10859E-3,3.30288E-3,3.49717E-3,3.69146E-3,3.88574E-3,1.08709E-6,2.17419E-6,3.26128E-6,4.34837E-6,5.43546E-6,6.52255E-6,7.60965E-6,8.69674E-6,9.78383E-6,10.8709E-6,11.9580E-6,13.0451E-6,14.1322E-6,15.2193E-6,16.3064E-6,17.3935E-6,18.4806E-6,19.5677E-6,20.6548E-6,21.7418E-6
880.000E-3,205.884E-6,411.768E-6,617.653E-6,823.537E-6,1.02942E-3,1.23531E-3,1.44119E-3,1.64707E-3,1.85296E-3,2.05884E-3,2.26473E-3,2.47061E-3,2.67649E-3,2.88238E-3,3.08826E-3,3.29415E-3,3.50003E-3,3.70592E-3,3.91180E-3,4.11768E-3,1.29739E-6,2.59477E-6,3.89216E-6,5.18954E-6,6.48693E-6,7.78431E-6,9.08170E-6,10.3791E-6,11.6765E-6,12.9739E-6,14.2712E-6,15.5686E-6,16.8660E-6,18.1634E-6,19.4608E-6,20.7582E-6,22.0556E-6,23.3529E-6,24.6503E-6,25.9477E-6
885.000E-3,217.588E-6,435.176E-6,652.764E-6,870.352E-6,1.08794E-3,1.30553E-3,1.52312E-3,1.74070E-3,1.95829E-3,2.17588E-3,2.39347E-3,2.61106E-3,2.82864E-3,3.04623E-3,3.26382E-3,3.48141E-3,3.69900E-3,3.91658E-3,4.13417E-3,4.35176E-3,1.54781E-6,3.09562E-6,4.64343E-6,6.19125E-6,7.73906E-6,9.28687E-6,10.8347E-6,12.3825E-6,13.9303E-6,15.4781E-6,17.0259E-6,18.5737E-6,20.1215E-6,21.6694E-6,23.2172E-6,24.7650E-6,26.3128E-6,27.8606E-6,29.4084E-6,30.9562E-6
890.000E-3,229.461E-6,458.922E-6,688.382E-6,917.843E-6,1.14730E-3,1.37676E-3,1.60623E-3,1.83569E-3,2.06515E-3,2.29461E-3,2.52407E-3,2.75353E-3,2.98299E-3,3.21245E-3,3.44191E-3,3.67137E-3,3.90083E-3,4.13029E-3,4.35976E-3,4.58922E-3,1.84571E-6,3.69143E-6,5.53714E-6,7.38285E-6,9.22857E-6,11.0743E-6,12.9200E-6,14.7657E-6,16.6114E-6,18.4571E-6,20.3028E-6,22.1486E-6,23.9943E-6,25.8400E-6,27.6857E-6,29.5314E-6,31.3771E-6,33.2228E-6,35.0686E-6,36.9143E-6
895.000E-3,241.555E-6,483.110E-6,724.665E-6,966.220E-6,1.20777E-3,1.44933E-3,1.69088E-3,1.93244E-3,2.17399E-3,2.41555E-3,2.65710E-3,2.89866E-3,3.14021E-3,3.38177E-3,3.62332E-3,3.86488E-3,4.10643E-3,4.34799E-3,4.58954E-3,4.83110E-3,2.19968E-6,4.39937E-6,6.59905E-6,8.79874E-6,10.9984E-6,13.1981E-6,15.3978E-6,17.5975E-6,19.7972E-6,21.9968E-6,24.1965E-6,26.3962E-6,28.5959E-6,30.7956E-6,32.9953E-6,35.1949E-6,37.3946E-6,39.5943E-6,41.7940E-6,43.9937E-6
900.000E-3,253.915E-6,507.829E-6,761.744E-6,1.01566E-3,1.26957E-3,1.52349E-3,1.77740E-3,2.03132E-3,2.28523E-3,2.53915E-3,2.79306E-3,3.04697E-3,3.30089E-3,3.55480E-3,3.80872E-3,4.06263E-3,4.31655E-3,4.57046E-3,4.82438E-3,5.07829E-3,2.61974E-6,5.23949E-6,7.85923E-6,10.4790E-6,13.0987E-6,15.7185E-6,18.3382E-6,20.9580E-6,23.5777E-6,26.1974E-6,28.8172E-6,31.4369E-6,34.0567E-6,36.6764E-6,39.2962E-6,41.9159E-6,44.5356E-6,47.1554E-6,49.7751E-6,52.3949E-6
905.000E-3,266.576E-6,533.153E-6,799.729E-6,1.06631E-3,1.33288E-3,1.59946E-3,1.86604E-3,2.13261E-3,2.39919E-3,2.66576E-3,2.93234E-3,3.19892E-3,3.46549E-3,3.73207E-3,3.99865E-3,4.26522E-3,4.53180E-3,4.79838E-3,5.06495E-3,5.33153E-3,3.11754E-6,6.23508E-6,9.35262E-6,12.4702E-6,15.5877E-6,18.7052E-6,21.8228E-6,24.9403E-6,28.0579E-6,31.1754E-6,34.2930E-6,37.4105E-6,40.5280E-6,43.6456E-6,46.7631E-6,49.8807E-6,52.9982E-6,56.1157E-6,59.2333E-6,62.3508E-6
910.000E-3,279.571E-6,559.142E-6,838.714E-6,1.11828E-3,1.39786E-3,1.67743E-3,1.95700E-3,2.23657E-3,2.51614E-3,2.79571E-3,3.07528E-3,3.35485E-3,3.63443E-3,3.91400E-3,4.19357E-3,4.47314E-3,4.75271E-3,5.03228E-3,5.31185E-3,5.59142E-3,3.70656E-6,7.41312E-6,11.1197E-6,14.8262E-6,18.5328E-6,22.2394E-6,25.9459E-6,29.6525E-6,33.3590E-6,37.0656E-6,40.7722E-6,44.4787E-6,48.1853E-6,51.8918E-6,55.5984E-6,59.3050E-6,63.0115E-6,66.7181E-6,70.4246E-6,74.1312E-6
915.000E-3,292.923E-6,585.847E-6,878.770E-6,1.17169E-3,1.46462E-3,1.75754E-3,2.05046E-3,2.34339E-3,2.63631E-3,2.92923E-3,3.22216E-3,3.51508E-3,3.80800E-3,4.10093E-3,4.39385E-3,4.68678E-3,4.97970E-3,5.27262E-3,5.56555E-3,5.85847E-3,4.40234E-6,8.80468E-6,13.2070E-6,17.6094E-6,22.0117E-6,26.4140E-6,30.8164E-6,35.2187E-6,39.6210E-6,44.0234E-6,48.4257E-6,52.8281E-6,57.2304E-6,61.6327E-6,66.0351E-6,70.4374E-6,74.8398E-6,79.2421E-6,83.6444E-6,88.0468E-6
920.000E-3,306.652E-6,613.304E-6,919.955E-6,1.22661E-3,1.53326E-3,1.83991E-3,2.14656E-3,2.45321E-3,2.75987E-3,3.06652E-3,3.37317E-3,3.67982E-3,3.98647E-3,4.29313E-3,4.59978E-3,4.90643E-3,5.21308E-3,5.51973E-3,5.82638E-3,6.13304E-3,5.22270E-6,10.4454E-6,15.6681E-6,20.8908E-6,26.1135E-6,31.3362E-6,36.5589E-6,41.7816E-6,47.0043E-6,52.2270E-6,57.4497E-6,62.6724E-6,67.8951E-6,73.1178E-6,78.3405E-6,83.5632E-6,88.7859E-6,94.0086E-6,99.2313E-6,104.454E-6
925.000E-3,320.769E-6,641.538E-6,962.307E-6,1.28308E-3,1.60385E-3,1.92461E-3,2.24538E-3,2.56615E-3,2.88692E-3,3.20769E-3,3.52846E-3,3.84923E-3,4.17000E-3,4.49077E-3,4.81154E-3,5.13231E-3,5.45307E-3,5.77384E-3,6.09461E-3,6.41538E-3,6.18796E-6,12.3759E-6,18.5639E-6,24.7518E-6,30.9398E-6,37.1278E-6,43.3157E-6,49.5037E-6,55.6916E-6,61.8796E-6,68.0675E-6,74.2555E-6,80.4435E-6,86.6314E-6,92.8194E-6,99.0073E-6,105.195E-6,111.383E-6,117.571E-6,123.759E-6
930.000E-3,335.282E-6,670.564E-6,1.00585E-3,1.34113E-3,1.67641E-3,2.01169E-3,2.34697E-3,2.68226E-3,3.01754E-3,3.35282E-3,3.68810E-3,4.02338E-3,4.35867E-3,4.69395E-3,5.02923E-3,5.36451E-3,5.69979E-3,6.03508E-3,6.37036E-3,6.70564E-3,7.32114E-6,14.6423E-6,21.9634E-6,29.2846E-6,36.6057E-6,43.9268E-6,51.2480E-6,58.5691E-6,65.8902E-6,73.2114E-6,80.5325E-6,87.8537E-6,95.1748E-6,102.496E-6,109.817E-6,117.138E-6,124.459E-6,131.780E-6,139.102E-6,146.423E-6
935.000E-3,350.191E-6,700.382E-6,1.05057E-3,1.40076E-3,1.75096E-3,2.10115E-3,2.45134E-3,2.80153E-3,3.15172E-3,3.50191E-3,3.85210E-3,4.20229E-3,4.55248E-3,4.90267E-3,5.25287E-3,5.60306E-3,5.95325E-3,6.30344E-3,6.65363E-3,7.00382E-3,8.64813E-6,17.2963E-6,25.9444E-6,34.5925E-6,43.2407E-6,51.8888E-6,60.5369E-6,69.1851E-6,77.8332E-6,86.4813E-6,95.1295E-6,103.778E-6,112.426E-6,121.074E-6,129.722E-6,138.370E-6,147.018E-6,155.666E-6,164.315E-6,172.963E-6
940.000E-3,365.490E-6,730.980E-6,1.09647E-3,1.46196E-3,1.82745E-3,2.19294E-3,2.55843E-3,2.92392E-3,3.28941E-3,3.65490E-3,4.02039E-3,4.38588E-3,4.75137E-3,5.11686E-3,5.48235E-3,5.84784E-3,6.21333E-3,6.57882E-3,6.94431E-3,7.30980E-3,10.1978E-6,20.3957E-6,30.5935E-6,40.7913E-6,50.9891E-6,61.1870E-6,71.3848E-6,81.5826E-6,91.7804E-6,101.978E-6,112.176E-6,122.374E-6,132.572E-6,142.770E-6,152.967E-6,163.165E-6,173.363E-6,183.561E-6,193.759E-6,203.957E-6
945.000E-3,381.166E-6,762.332E-6,1.14350E-3,1.52466E-3,1.90583E-3,2.28699E-3,2.66816E-3,3.04933E-3,3.43049E-3,3.81166E-3,4.19282E-3,4.57399E-3,4.95515E-3,5.33632E-3,5.71749E-3,6.09865E-3,6.47982E-3,6.86098E-3,7.24215E-3,7.62332E-3,12.0022E-6,24.0043E-6,36.0065E-6,48.0086E-6,60.0108E-6,72.0130E-6,84.0151E-6,96.0173E-6,108.019E-6,120.022E-6,132.024E-6,144.026E-6,156.028E-6,168.030E-6,180.032E-6,192.035E-6,204.037E-6,216.039E-6,228.041E-6,240.043E-6
950.000E-3,397.198E-6,794.396E-6,1.19159E-3,1.58879E-3,1.98599E-3,2.38319E-3,2.78039E-3,3.17759E-3,3.57478E-3,3.97198E-3,4.36918E-3,4.76638E-3,5.16358E-3,5.56077E-3,5.95797E-3,6.35517E-3,6.75237E-3,7.14957E-3,7.54676E-3,7.94396E-3,14.0961E-6,28.1922E-6,42.2882E-6,56.3843E-6,70.4804E-6,84.5765E-6,98.6726E-6,112.769E-6,126.865E-6,140.961E-6,155.057E-6,169.153E-6,183.249E-6,197.345E-6,211.441E-6,225.537E-6,239.633E-6,253.729E-6,267.826E-6,281.922E-6
955.000E-3,413.560E-6,827.119E-6,1.24068E-3,1.65424E-3,2.06780E-3,2.48136E-3,2.89492E-3,3.30848E-3,3.72204E-3,4.13560E-3,4.54916E-3,4.96272E-3,5.37627E-3,5.78983E-3,6.20339E-3,6.61695E-3,7.03051E-3,7.44407E-3,7.85763E-3,8.27119E-3,16.5174E-6,33.0348E-6,49.5522E-6,66.0695E-6,82.5869E-6,99.1043E-6,115.622E-6,132.139E-6,148.656E-6,165.174E-6,181.691E-6,198.209E-6,214.726E-6,231.243E-6,247.761E-6,264.278E-6,280.796E-6,297.313E-6,313.830E-6,330.348E-6
960.000E-3,430.215E-6,860.430E-6,1.29065E-3,1.72086E-3,2.15108E-3,2.58129E-3,3.01151E-3,3.44172E-3,3.87194E-3,4.30215E-3,4.73237E-3,5.16258E-3,5.59280E-3,6.02301E-3,6.45323E-3,6.88344E-3,7.31366E-3,7.74387E-3,8.17409E-3,8.60430E-3,19.3064E-6,38.6129E-6,57.9193E-6,77.2258E-6,96.5322E-6,115.839E-6,135.145E-6,154.452E-6,173.758E-6,193.064E-6,212.371E-6,231.677E-6,250.984E-6,270.290E-6,289.597E-6,308.903E-6,328.210E-6,347.516E-6,366.822E-6,386.129E-6
965.000E-3,447.123E-6,894.246E-6,1.34137E-3,1.78849E-3,2.23562E-3,2.68274E-3,3.12986E-3,3.57698E-3,4.02411E-3,4.47123E-3,4.91835E-3,5.36548E-3,5.81260E-3,6.25972E-3,6.70685E-3,7.15397E-3,7.60109E-3,8.04822E-3,8.49534E-3,8.94246E-3,22.5057E-6,45.0115E-6,67.5172E-6,90.0229E-6,112.529E-6,135.034E-6,157.540E-6,180.046E-6,202.552E-6,225.057E-6,247.563E-6,270.069E-6,292.574E-6,315.080E-6,337.586E-6,360.092E-6,382.597E-6,405.103E-6,427.609E-6,450.115E-6
