freq (Hz),output noise; A / sqrt(Hz) M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) M 4  (A / sqrt(Hz))
128.825E3,25.0620E-12,30.8921E-12,39.5415E-12,52.3048E-12,70.6972E-12
131.826E3,25.0612E-12,30.8917E-12,39.5412E-12,52.3047E-12,70.6971E-12
134.896E3,25.0605E-12,30.8913E-12,39.5410E-12,52.3046E-12,70.6970E-12
138.038E3,25.0598E-12,30.8910E-12,39.5408E-12,52.3044E-12,70.6969E-12
141.254E3,25.0592E-12,30.8906E-12,39.5406E-12,52.3043E-12,70.6968E-12
144.544E3,25.0585E-12,30.8902E-12,39.5404E-12,52.3042E-12,70.6967E-12
147.911E3,25.0579E-12,30.8899E-12,39.5402E-12,52.3040E-12,70.6966E-12
151.356E3,25.0572E-12,30.8895E-12,39.5400E-12,52.3039E-12,70.6965E-12
154.882E3,25.0566E-12,30.8892E-12,39.5398E-12,52.3038E-12,70.6964E-12
158.489E3,25.0560E-12,30.8889E-12,39.5396E-12,52.3037E-12,70.6963E-12
162.181E3,25.0554E-12,30.8885E-12,39.5394E-12,52.3035E-12,70.6962E-12
165.959E3,25.0549E-12,30.8882E-12,39.5392E-12,52.3034E-12,70.6961E-12
169.824E3,25.0543E-12,30.8879E-12,39.5391E-12,52.3033E-12,70.6960E-12
173.780E3,25.0537E-12,30.8876E-12,39.5389E-12,52.3032E-12,70.6959E-12
177.828E3,25.0532E-12,30.8873E-12,39.5387E-12,52.3031E-12,70.6959E-12
181.970E3,25.0527E-12,30.8870E-12,39.5386E-12,52.3030E-12,70.6958E-12
186.209E3,25.0522E-12,30.8867E-12,39.5384E-12,52.3029E-12,70.6957E-12
190.546E3,25.0517E-12,30.8865E-12,39.5382E-12,52.3028E-12,70.6956E-12
194.984E3,25.0512E-12,30.8862E-12,39.5381E-12,52.3027E-12,70.6956E-12
199.526E3,25.0507E-12,30.8859E-12,39.5379E-12,52.3026E-12,70.6955E-12
204.174E3,25.0502E-12,30.8857E-12,39.5378E-12,52.3025E-12,70.6954E-12
208.930E3,25.0498E-12,30.8854E-12,39.5376E-12,52.3024E-12,70.6953E-12
213.796E3,25.0493E-12,30.8852E-12,39.5375E-12,52.3023E-12,70.6953E-12
218.776E3,25.0489E-12,30.8850E-12,39.5374E-12,52.3023E-12,70.6952E-12
223.872E3,25.0485E-12,30.8847E-12,39.5372E-12,52.3022E-12,70.6951E-12
229.087E3,25.0481E-12,30.8845E-12,39.5371E-12,52.3021E-12,70.6951E-12
234.423E3,25.0476E-12,30.8843E-12,39.5370E-12,52.3020E-12,70.6950E-12
239.883E3,25.0472E-12,30.8840E-12,39.5369E-12,52.3019E-12,70.6950E-12
245.471E3,25.0469E-12,30.8838E-12,39.5367E-12,52.3019E-12,70.6949E-12
251.189E3,25.0465E-12,30.8836E-12,39.5366E-12,52.3018E-12,70.6948E-12
257.040E3,25.0461E-12,30.8834E-12,39.5365E-12,52.3017E-12,70.6948E-12
263.027E3,25.0457E-12,30.8832E-12,39.5364E-12,52.3016E-12,70.6947E-12
269.153E3,25.0454E-12,30.8830E-12,39.5363E-12,52.3016E-12,70.6947E-12
275.423E3,25.0450E-12,30.8828E-12,39.5362E-12,52.3015E-12,70.6946E-12
281.838E3,25.0447E-12,30.8826E-12,39.5361E-12,52.3014E-12,70.6946E-12
288.403E3,25.0444E-12,30.8825E-12,39.5360E-12,52.3014E-12,70.6945E-12
295.121E3,25.0440E-12,30.8823E-12,39.5359E-12,52.3013E-12,70.6945E-12
301.995E3,25.0437E-12,30.8821E-12,39.5358E-12,52.3012E-12,70.6944E-12
309.030E3,25.0434E-12,30.8819E-12,39.5357E-12,52.3012E-12,70.6944E-12
316.228E3,25.0431E-12,30.8818E-12,39.5356E-12,52.3011E-12,70.6943E-12
323.594E3,25.0428E-12,30.8816E-12,39.5355E-12,52.3011E-12,70.6943E-12
331.131E3,25.0425E-12,30.8815E-12,39.5354E-12,52.3010E-12,70.6942E-12
338.844E3,25.0423E-12,30.8813E-12,39.5353E-12,52.3009E-12,70.6942E-12
346.737E3,25.0420E-12,30.8812E-12,39.5352E-12,52.3009E-12,70.6941E-12
354.813E3,25.0417E-12,30.8810E-12,39.5351E-12,52.3008E-12,70.6941E-12
363.078E3,25.0414E-12,30.8809E-12,39.5350E-12,52.3008E-12,70.6941E-12
371.535E3,25.0412E-12,30.8807E-12,39.5350E-12,52.3007E-12,70.6940E-12
380.189E3,25.0409E-12,30.8806E-12,39.5349E-12,52.3007E-12,70.6940E-12
389.045E3,25.0407E-12,30.8804E-12,39.5348E-12,52.3006E-12,70.6939E-12
398.107E3,25.0405E-12,30.8803E-12,39.5347E-12,52.3006E-12,70.6939E-12
407.380E3,25.0402E-12,30.8802E-12,39.5347E-12,52.3005E-12,70.6939E-12
416.869E3,25.0400E-12,30.8801E-12,39.5346E-12,52.3005E-12,70.6938E-12
426.580E3,25.0398E-12,30.8799E-12,39.5345E-12,52.3004E-12,70.6938E-12
436.516E3,25.0395E-12,30.8798E-12,39.5344E-12,52.3004E-12,70.6938E-12
446.684E3,25.0393E-12,30.8797E-12,39.5344E-12,52.3003E-12,70.6937E-12
457.088E3,25.0391E-12,30.8796E-12,39.5343E-12,52.3003E-12,70.6937E-12
467.735E3,25.0389E-12,30.8795E-12,39.5343E-12,52.3003E-12,70.6937E-12
478.630E3,25.0387E-12,30.8794E-12,39.5342E-12,52.3002E-12,70.6936E-12
489.779E3,25.0385E-12,30.8793E-12,39.5341E-12,52.3002E-12,70.6936E-12
501.187E3,25.0383E-12,30.8791E-12,39.5341E-12,52.3001E-12,70.6936E-12
512.861E3,25.0381E-12,30.8790E-12,39.5340E-12,52.3001E-12,70.6935E-12
524.807E3,25.0380E-12,30.8789E-12,39.5340E-12,52.3001E-12,70.6935E-12
537.032E3,25.0378E-12,30.8788E-12,39.5339E-12,52.3000E-12,70.6935E-12
549.541E3,25.0376E-12,30.8788E-12,39.5338E-12,52.3000E-12,70.6934E-12
562.341E3,25.0374E-12,30.8787E-12,39.5338E-12,52.3000E-12,70.6934E-12
575.440E3,25.0373E-12,30.8786E-12,39.5337E-12,52.2999E-12,70.6934E-12
588.844E3,25.0371E-12,30.8785E-12,39.5337E-12,52.2999E-12,70.6933E-12
602.560E3,25.0370E-12,30.8784E-12,39.5336E-12,52.2999E-12,70.6933E-12
616.595E3,25.0368E-12,30.8783E-12,39.5336E-12,52.2998E-12,70.6933E-12
630.957E3,25.0366E-12,30.8782E-12,39.5335E-12,52.2998E-12,70.6933E-12
645.654E3,25.0365E-12,30.8781E-12,39.5335E-12,52.2998E-12,70.6932E-12
660.693E3,25.0364E-12,30.8781E-12,39.5334E-12,52.2997E-12,70.6932E-12
676.083E3,25.0362E-12,30.8780E-12,39.5334E-12,52.2997E-12,70.6932E-12
691.831E3,25.0361E-12,30.8779E-12,39.5334E-12,52.2997E-12,70.6931E-12
707.946E3,25.0359E-12,30.8778E-12,39.5333E-12,52.2996E-12,70.6931E-12
724.436E3,25.0358E-12,30.8778E-12,39.5333E-12,52.2996E-12,70.6931E-12
741.310E3,25.0357E-12,30.8777E-12,39.5332E-12,52.2996E-12,70.6931E-12
758.578E3,25.0356E-12,30.8776E-12,39.5332E-12,52.2996E-12,70.6930E-12
776.247E3,25.0354E-12,30.8775E-12,39.5331E-12,52.2995E-12,70.6930E-12
794.328E3,25.0353E-12,30.8775E-12,39.5331E-12,52.2995E-12,70.6930E-12
812.831E3,25.0352E-12,30.8774E-12,39.5331E-12,52.2995E-12,70.6930E-12
831.764E3,25.0351E-12,30.8774E-12,39.5330E-12,52.2994E-12,70.6929E-12
851.138E3,25.0350E-12,30.8773E-12,39.5330E-12,52.2994E-12,70.6929E-12
870.964E3,25.0349E-12,30.8772E-12,39.5330E-12,52.2994E-12,70.6929E-12
891.251E3,25.0347E-12,30.8772E-12,39.5329E-12,52.2994E-12,70.6929E-12
912.011E3,25.0346E-12,30.8771E-12,39.5329E-12,52.2993E-12,70.6928E-12
933.254E3,25.0345E-12,30.8771E-12,39.5328E-12,52.2993E-12,70.6928E-12
954.993E3,25.0344E-12,30.8770E-12,39.5328E-12,52.2993E-12,70.6928E-12
977.237E3,25.0343E-12,30.8769E-12,39.5328E-12,52.2993E-12,70.6928E-12
1.00000E6,25.0342E-12,30.8769E-12,39.5327E-12,52.2992E-12,70.6927E-12
1.02329E6,25.0342E-12,30.8768E-12,39.5327E-12,52.2992E-12,70.6927E-12
1.04713E6,25.0341E-12,30.8768E-12,39.5327E-12,52.2992E-12,70.6927E-12
1.07152E6,25.0340E-12,30.8767E-12,39.5327E-12,52.2992E-12,70.6926E-12
1.09648E6,25.0339E-12,30.8767E-12,39.5326E-12,52.2991E-12,70.6926E-12
1.12202E6,25.0338E-12,30.8766E-12,39.5326E-12,52.2991E-12,70.6926E-12
1.14815E6,25.0337E-12,30.8766E-12,39.5326E-12,52.2991E-12,70.6926E-12
1.17490E6,25.0336E-12,30.8765E-12,39.5325E-12,52.2991E-12,70.6925E-12
1.20226E6,25.0335E-12,30.8765E-12,39.5325E-12,52.2990E-12,70.6925E-12
1.23027E6,25.0335E-12,30.8765E-12,39.5325E-12,52.2990E-12,70.6925E-12
1.25893E6,25.0334E-12,30.8764E-12,39.5324E-12,52.2990E-12,70.6924E-12
1.28825E6,25.0333E-12,30.8764E-12,39.5324E-12,52.2990E-12,70.6924E-12
1.31826E6,25.0332E-12,30.8763E-12,39.5324E-12,52.2990E-12,70.6924E-12
1.34896E6,25.0332E-12,30.8763E-12,39.5324E-12,52.2989E-12,70.6923E-12
1.38038E6,25.0331E-12,30.8762E-12,39.5323E-12,52.2989E-12,70.6923E-12
1.41254E6,25.0330E-12,30.8762E-12,39.5323E-12,52.2989E-12,70.6923E-12
1.44544E6,25.0330E-12,30.8762E-12,39.5323E-12,52.2989E-12,70.6922E-12
1.47911E6,25.0329E-12,30.8761E-12,39.5323E-12,52.2988E-12,70.6922E-12
1.51356E6,25.0328E-12,30.8761E-12,39.5322E-12,52.2988E-12,70.6921E-12
1.54882E6,25.0328E-12,30.8761E-12,39.5322E-12,52.2988E-12,70.6921E-12
1.58489E6,25.0327E-12,30.8760E-12,39.5322E-12,52.2987E-12,70.6921E-12
1.62181E6,25.0327E-12,30.8760E-12,39.5322E-12,52.2987E-12,70.6920E-12
1.65959E6,25.0326E-12,30.8759E-12,39.5321E-12,52.2987E-12,70.6920E-12
1.69824E6,25.0325E-12,30.8759E-12,39.5321E-12,52.2987E-12,70.6919E-12
1.73780E6,25.0325E-12,30.8759E-12,39.5321E-12,52.2986E-12,70.6919E-12
1.77828E6,25.0324E-12,30.8758E-12,39.5321E-12,52.2986E-12,70.6918E-12
1.81970E6,25.0324E-12,30.8758E-12,39.5320E-12,52.2986E-12,70.6918E-12
1.86209E6,25.0323E-12,30.8758E-12,39.5320E-12,52.2985E-12,70.6917E-12
1.90546E6,25.0323E-12,30.8757E-12,39.5320E-12,52.2985E-12,70.6917E-12
1.94984E6,25.0322E-12,30.8757E-12,39.5319E-12,52.2985E-12,70.6916E-12
1.99526E6,25.0322E-12,30.8757E-12,39.5319E-12,52.2984E-12,70.6916E-12
2.04174E6,25.0321E-12,30.8756E-12,39.5319E-12,52.2984E-12,70.6915E-12
2.08930E6,25.0321E-12,30.8756E-12,39.5319E-12,52.2984E-12,70.6914E-12
2.13796E6,25.0320E-12,30.8756E-12,39.5318E-12,52.2983E-12,70.6914E-12
2.18776E6,25.0320E-12,30.8756E-12,39.5318E-12,52.2983E-12,70.6913E-12
2.23872E6,25.0319E-12,30.8755E-12,39.5318E-12,52.2983E-12,70.6912E-12
2.29087E6,25.0319E-12,30.8755E-12,39.5318E-12,52.2982E-12,70.6911E-12
2.34423E6,25.0318E-12,30.8755E-12,39.5317E-12,52.2982E-12,70.6911E-12
2.39883E6,25.0318E-12,30.8754E-12,39.5317E-12,52.2981E-12,70.6910E-12
2.45471E6,25.0318E-12,30.8754E-12,39.5317E-12,52.2981E-12,70.6909E-12
2.51189E6,25.0317E-12,30.8754E-12,39.5316E-12,52.2981E-12,70.6908E-12
2.57040E6,25.0317E-12,30.8754E-12,39.5316E-12,52.2980E-12,70.6907E-12
2.63027E6,25.0316E-12,30.8753E-12,39.5316E-12,52.2980E-12,70.6906E-12
2.69153E6,25.0316E-12,30.8753E-12,39.5315E-12,52.2979E-12,70.6905E-12
2.75423E6,25.0316E-12,30.8753E-12,39.5315E-12,52.2979E-12,70.6904E-12
2.81838E6,25.0315E-12,30.8752E-12,39.5315E-12,52.2978E-12,70.6903E-12
2.88403E6,25.0315E-12,30.8752E-12,39.5314E-12,52.2978E-12,70.6902E-12
2.95121E6,25.0314E-12,30.8752E-12,39.5314E-12,52.2977E-12,70.6901E-12
3.01995E6,25.0314E-12,30.8751E-12,39.5314E-12,52.2976E-12,70.6900E-12
3.09030E6,25.0314E-12,30.8751E-12,39.5313E-12,52.2976E-12,70.6898E-12
3.16228E6,25.0313E-12,30.8751E-12,39.5313E-12,52.2975E-12,70.6897E-12
3.23594E6,25.0313E-12,30.8751E-12,39.5313E-12,52.2974E-12,70.6896E-12
3.31131E6,25.0313E-12,30.8750E-12,39.5312E-12,52.2974E-12,70.6894E-12
3.38844E6,25.0312E-12,30.8750E-12,39.5312E-12,52.2973E-12,70.6893E-12
3.46737E6,25.0312E-12,30.8750E-12,39.5311E-12,52.2972E-12,70.6891E-12
3.54813E6,25.0312E-12,30.8749E-12,39.5311E-12,52.2971E-12,70.6889E-12
3.63078E6,25.0311E-12,30.8749E-12,39.5310E-12,52.2971E-12,70.6888E-12
3.71535E6,25.0311E-12,30.8749E-12,39.5310E-12,52.2970E-12,70.6886E-12
3.80189E6,25.0311E-12,30.8748E-12,39.5310E-12,52.2969E-12,70.6884E-12
3.89045E6,25.0310E-12,30.8748E-12,39.5309E-12,52.2968E-12,70.6882E-12
3.98107E6,25.0310E-12,30.8748E-12,39.5308E-12,52.2967E-12,70.6880E-12
4.07380E6,25.0310E-12,30.8747E-12,39.5308E-12,52.2966E-12,70.6878E-12
4.16869E6,25.0309E-12,30.8747E-12,39.5307E-12,52.2965E-12,70.6875E-12
4.26580E6,25.0309E-12,30.8747E-12,39.5307E-12,52.2964E-12,70.6873E-12
4.36516E6,25.0309E-12,30.8746E-12,39.5306E-12,52.2962E-12,70.6870E-12
4.46684E6,25.0309E-12,30.8746E-12,39.5306E-12,52.2961E-12,70.6868E-12
4.57088E6,25.0308E-12,30.8746E-12,39.5305E-12,52.2960E-12,70.6865E-12
4.67735E6,25.0308E-12,30.8745E-12,39.5304E-12,52.2959E-12,70.6862E-12
4.78630E6,25.0308E-12,30.8745E-12,39.5303E-12,52.2957E-12,70.6859E-12
4.89779E6,25.0307E-12,30.8744E-12,39.5303E-12,52.2956E-12,70.6856E-12
5.01187E6,25.0307E-12,30.8744E-12,39.5302E-12,52.2954E-12,70.6853E-12
5.12861E6,25.0307E-12,30.8743E-12,39.5301E-12,52.2953E-12,70.6849E-12
5.24807E6,25.0306E-12,30.8743E-12,39.5300E-12,52.2951E-12,70.6846E-12
5.37032E6,25.0306E-12,30.8742E-12,39.5299E-12,52.2949E-12,70.6842E-12
5.49541E6,25.0306E-12,30.8742E-12,39.5298E-12,52.2947E-12,70.6838E-12
5.62341E6,25.0305E-12,30.8741E-12,39.5298E-12,52.2945E-12,70.6834E-12
5.75440E6,25.0305E-12,30.8741E-12,39.5297E-12,52.2943E-12,70.6830E-12
5.88844E6,25.0305E-12,30.8740E-12,39.5295E-12,52.2941E-12,70.6825E-12
6.02560E6,25.0304E-12,30.8740E-12,39.5294E-12,52.2939E-12,70.6820E-12
6.16595E6,25.0304E-12,30.8739E-12,39.5293E-12,52.2937E-12,70.6815E-12
6.30957E6,25.0304E-12,30.8739E-12,39.5292E-12,52.2934E-12,70.6810E-12
6.45654E6,25.0303E-12,30.8738E-12,39.5291E-12,52.2932E-12,70.6805E-12
6.60693E6,25.0303E-12,30.8737E-12,39.5290E-12,52.2929E-12,70.6799E-12
6.76083E6,25.0303E-12,30.8737E-12,39.5288E-12,52.2927E-12,70.6793E-12
6.91831E6,25.0302E-12,30.8736E-12,39.5287E-12,52.2924E-12,70.6787E-12
7.07946E6,25.0302E-12,30.8735E-12,39.5285E-12,52.2921E-12,70.6780E-12
7.24436E6,25.0301E-12,30.8735E-12,39.5284E-12,52.2918E-12,70.6773E-12
7.41310E6,25.0301E-12,30.8734E-12,39.5282E-12,52.2914E-12,70.6766E-12
7.58578E6,25.0301E-12,30.8733E-12,39.5280E-12,52.2911E-12,70.6759E-12
7.76247E6,25.0300E-12,30.8732E-12,39.5279E-12,52.2907E-12,70.6751E-12
7.94328E6,25.0300E-12,30.8731E-12,39.5277E-12,52.2904E-12,70.6743E-12
8.12831E6,25.0299E-12,30.8730E-12,39.5275E-12,52.2900E-12,70.6734E-12
8.31764E6,25.0299E-12,30.8729E-12,39.5273E-12,52.2895E-12,70.6725E-12
8.51138E6,25.0298E-12,30.8728E-12,39.5271E-12,52.2891E-12,70.6716E-12
8.70964E6,25.0298E-12,30.8727E-12,39.5269E-12,52.2887E-12,70.6706E-12
8.91251E6,25.0297E-12,30.8726E-12,39.5266E-12,52.2882E-12,70.6696E-12
9.12011E6,25.0297E-12,30.8725E-12,39.5264E-12,52.2877E-12,70.6685E-12
9.33254E6,25.0296E-12,30.8724E-12,39.5261E-12,52.2872E-12,70.6674E-12
9.54993E6,25.0296E-12,30.8723E-12,39.5259E-12,52.2866E-12,70.6662E-12
9.77237E6,25.0295E-12,30.8721E-12,39.5256E-12,52.2861E-12,70.6649E-12
10.0000E6,25.0295E-12,30.8720E-12,39.5253E-12,52.2855E-12,70.6637E-12
10.2329E6,25.0294E-12,30.8718E-12,39.5250E-12,52.2849E-12,70.6623E-12
10.4713E6,25.0293E-12,30.8717E-12,39.5247E-12,52.2842E-12,70.6609E-12
10.7152E6,25.0293E-12,30.8715E-12,39.5244E-12,52.2835E-12,70.6594E-12
10.9648E6,25.0292E-12,30.8714E-12,39.5240E-12,52.2828E-12,70.6578E-12
11.2202E6,25.0291E-12,30.8712E-12,39.5237E-12,52.2821E-12,70.6562E-12
11.4815E6,25.0291E-12,30.8710E-12,39.5233E-12,52.2813E-12,70.6545E-12
11.7490E6,25.0290E-12,30.8708E-12,39.5229E-12,52.2805E-12,70.6527E-12
12.0226E6,25.0289E-12,30.8707E-12,39.5225E-12,52.2796E-12,70.6508E-12
12.3027E6,25.0288E-12,30.8705E-12,39.5220E-12,52.2787E-12,70.6489E-12
12.5893E6,25.0287E-12,30.8702E-12,39.5216E-12,52.2778E-12,70.6468E-12
12.8825E6,25.0286E-12,30.8700E-12,39.5211E-12,52.2768E-12,70.6447E-12
13.1826E6,25.0285E-12,30.8698E-12,39.5206E-12,52.2758E-12,70.6425E-12
13.4896E6,25.0284E-12,30.8696E-12,39.5201E-12,52.2747E-12,70.6401E-12
13.8038E6,25.0283E-12,30.8693E-12,39.5195E-12,52.2736E-12,70.6376E-12
14.1254E6,25.0282E-12,30.8690E-12,39.5190E-12,52.2724E-12,70.6351E-12
14.4544E6,25.0281E-12,30.8688E-12,39.5184E-12,52.2711E-12,70.6324E-12
14.7911E6,25.0280E-12,30.8685E-12,39.5178E-12,52.2698E-12,70.6296E-12
15.1356E6,25.0279E-12,30.8682E-12,39.5171E-12,52.2685E-12,70.6266E-12
15.4882E6,25.0278E-12,30.8679E-12,39.5164E-12,52.2671E-12,70.6235E-12
15.8489E6,25.0276E-12,30.8675E-12,39.5157E-12,52.2656E-12,70.6203E-12
16.2181E6,25.0275E-12,30.8672E-12,39.5149E-12,52.2640E-12,70.6169E-12
16.5959E6,25.0274E-12,30.8668E-12,39.5142E-12,52.2624E-12,70.6134E-12
16.9824E6,25.0272E-12,30.8664E-12,39.5133E-12,52.2607E-12,70.6097E-12
17.3780E6,25.0271E-12,30.8660E-12,39.5125E-12,52.2589E-12,70.6058E-12
17.7828E6,25.0269E-12,30.8656E-12,39.5116E-12,52.2571E-12,70.6017E-12
18.1970E6,25.0267E-12,30.8652E-12,39.5106E-12,52.2551E-12,70.5975E-12
18.6209E6,25.0265E-12,30.8647E-12,39.5097E-12,52.2531E-12,70.5930E-12
19.0546E6,25.0264E-12,30.8643E-12,39.5086E-12,52.2510E-12,70.5884E-12
19.4984E6,25.0262E-12,30.8638E-12,39.5075E-12,52.2487E-12,70.5835E-12
19.9526E6,25.0260E-12,30.8632E-12,39.5064E-12,52.2464E-12,70.5784E-12
20.4174E6,25.0258E-12,30.8627E-12,39.5052E-12,52.2439E-12,70.5731E-12
20.8930E6,25.0255E-12,30.8621E-12,39.5040E-12,52.2414E-12,70.5675E-12
21.3796E6,25.0253E-12,30.8615E-12,39.5027E-12,52.2387E-12,70.5616E-12
21.8776E6,25.0251E-12,30.8609E-12,39.5013E-12,52.2359E-12,70.5555E-12
22.3872E6,25.0248E-12,30.8603E-12,39.4999E-12,52.2329E-12,70.5491E-12
22.9087E6,25.0245E-12,30.8596E-12,39.4984E-12,52.2299E-12,70.5424E-12
23.4423E6,25.0243E-12,30.8589E-12,39.4969E-12,52.2267E-12,70.5354E-12
23.9883E6,25.0240E-12,30.8581E-12,39.4953E-12,52.2233E-12,70.5281E-12
24.5471E6,25.0237E-12,30.8573E-12,39.4935E-12,52.2198E-12,70.5205E-12
25.1189E6,25.0234E-12,30.8565E-12,39.4918E-12,52.2161E-12,70.5124E-12
25.7040E6,25.0230E-12,30.8557E-12,39.4899E-12,52.2122E-12,70.5041E-12
26.3027E6,25.0227E-12,30.8548E-12,39.4880E-12,52.2082E-12,70.4953E-12
26.9153E6,25.0223E-12,30.8538E-12,39.4859E-12,52.2040E-12,70.4861E-12
27.5423E6,25.0219E-12,30.8528E-12,39.4838E-12,52.1996E-12,70.4765E-12
28.1838E6,25.0216E-12,30.8518E-12,39.4815E-12,52.1949E-12,70.4665E-12
28.8403E6,25.0211E-12,30.8507E-12,39.4792E-12,52.1901E-12,70.4560E-12
29.5121E6,25.0207E-12,30.8496E-12,39.4768E-12,52.1851E-12,70.4451E-12
30.1995E6,25.0203E-12,30.8484E-12,39.4742E-12,52.1798E-12,70.4336E-12
30.9030E6,25.0198E-12,30.8472E-12,39.4715E-12,52.1742E-12,70.4216E-12
31.6228E6,25.0193E-12,30.8459E-12,39.4687E-12,52.1685E-12,70.4091E-12
32.3594E6,25.0188E-12,30.8446E-12,39.4658E-12,52.1624E-12,70.3960E-12
33.1131E6,25.0182E-12,30.8431E-12,39.4627E-12,52.1561E-12,70.3823E-12
33.8844E6,25.0177E-12,30.8417E-12,39.4595E-12,52.1495E-12,70.3680E-12
34.6737E6,25.0171E-12,30.8401E-12,39.4562E-12,52.1426E-12,70.3530E-12
35.4813E6,25.0164E-12,30.8385E-12,39.4527E-12,52.1353E-12,70.3374E-12
36.3078E6,25.0158E-12,30.8368E-12,39.4490E-12,52.1278E-12,70.3211E-12
37.1535E6,25.0151E-12,30.8351E-12,39.4451E-12,52.1199E-12,70.3040E-12
38.0189E6,25.0144E-12,30.8332E-12,39.4411E-12,52.1116E-12,70.2862E-12
38.9045E6,25.0137E-12,30.8313E-12,39.4369E-12,52.1030E-12,70.2675E-12
39.8107E6,25.0129E-12,30.8293E-12,39.4326E-12,52.0939E-12,70.2481E-12
40.7380E6,25.0121E-12,30.8271E-12,39.4280E-12,52.0845E-12,70.2277E-12
41.6869E6,25.0112E-12,30.8249E-12,39.4232E-12,52.0747E-12,70.2065E-12
42.6580E6,25.0103E-12,30.8226E-12,39.4182E-12,52.0644E-12,70.1844E-12
43.6516E6,25.0094E-12,30.8202E-12,39.4129E-12,52.0536E-12,70.1612E-12
44.6684E6,25.0084E-12,30.8177E-12,39.4075E-12,52.0424E-12,70.1371E-12
45.7088E6,25.0074E-12,30.8150E-12,39.4017E-12,52.0306E-12,70.1119E-12
46.7735E6,25.0064E-12,30.8123E-12,39.3958E-12,52.0184E-12,70.0856E-12
47.8630E6,25.0053E-12,30.8094E-12,39.3895E-12,52.0055E-12,70.0581E-12
48.9779E6,25.0041E-12,30.8064E-12,39.3830E-12,51.9922E-12,70.0295E-12
50.1187E6,25.0029E-12,30.8032E-12,39.3762E-12,51.9782E-12,69.9997E-12
51.2861E6,25.0016E-12,30.7999E-12,39.3690E-12,51.9636E-12,69.9685E-12
52.4807E6,25.0003E-12,30.7965E-12,39.3616E-12,51.9484E-12,69.9360E-12
53.7032E6,24.9989E-12,30.7929E-12,39.3538E-12,51.9325E-12,69.9022E-12
54.9541E6,24.9974E-12,30.7891E-12,39.3457E-12,51.9160E-12,69.8669E-12
56.2341E6,24.9959E-12,30.7852E-12,39.3372E-12,51.8987E-12,69.8302E-12
57.5440E6,24.9943E-12,30.7811E-12,39.3284E-12,51.8806E-12,69.7919E-12
58.8844E6,24.9927E-12,30.7768E-12,39.3192E-12,51.8618E-12,69.7520E-12
60.2560E6,24.9910E-12,30.7723E-12,39.3095E-12,51.8422E-12,69.7104E-12
61.6595E6,24.9892E-12,30.7676E-12,39.2995E-12,51.8218E-12,69.6672E-12
63.0957E6,24.9873E-12,30.7627E-12,39.2890E-12,51.8005E-12,69.6221E-12
64.5654E6,24.9853E-12,30.7576E-12,39.2780E-12,51.7782E-12,69.5753E-12
66.0693E6,24.9832E-12,30.7523E-12,39.2666E-12,51.7551E-12,69.5266E-12
67.6083E6,24.9811E-12,30.7468E-12,39.2547E-12,51.7310E-12,69.4759E-12
69.1831E6,24.9788E-12,30.7410E-12,39.2423E-12,51.7059E-12,69.4232E-12
70.7946E6,24.9765E-12,30.7349E-12,39.2294E-12,51.6797E-12,69.3684E-12
72.4436E6,24.9740E-12,30.7286E-12,39.2159E-12,51.6525E-12,69.3115E-12
74.1310E6,24.9715E-12,30.7220E-12,39.2018E-12,51.6242E-12,69.2524E-12
75.8578E6,24.9688E-12,30.7152E-12,39.1872E-12,51.5947E-12,69.1910E-12
77.6247E6,24.9660E-12,30.7080E-12,39.1720E-12,51.5640E-12,69.1273E-12
79.4328E6,24.9631E-12,30.7006E-12,39.1561E-12,51.5322E-12,69.0613E-12
81.2831E6,24.9601E-12,30.6928E-12,39.1396E-12,51.4990E-12,68.9927E-12
83.1764E6,24.9569E-12,30.6847E-12,39.1224E-12,51.4646E-12,68.9216E-12
85.1138E6,24.9536E-12,30.6763E-12,39.1045E-12,51.4288E-12,68.8480E-12
87.0964E6,24.9502E-12,30.6675E-12,39.0859E-12,51.3917E-12,68.7717E-12
89.1251E6,24.9466E-12,30.6583E-12,39.0665E-12,51.3531E-12,68.6927E-12
91.2011E6,24.9428E-12,30.6488E-12,39.0464E-12,51.3131E-12,68.6110E-12
93.3254E6,24.9389E-12,30.6389E-12,39.0255E-12,51.2716E-12,68.5264E-12
95.4993E6,24.9349E-12,30.6286E-12,39.0038E-12,51.2285E-12,68.4390E-12
97.7237E6,24.9306E-12,30.6179E-12,38.9812E-12,51.1839E-12,68.3487E-12
100.000E6,24.9262E-12,30.6067E-12,38.9578E-12,51.1376E-12,68.2554E-12
102.329E6,24.9216E-12,30.5951E-12,38.9335E-12,51.0898E-12,68.1591E-12
104.713E6,24.9168E-12,30.5831E-12,38.9082E-12,51.0402E-12,68.0597E-12
107.152E6,24.9119E-12,30.5706E-12,38.8821E-12,50.9889E-12,67.9572E-12
109.648E6,24.9067E-12,30.5575E-12,38.8550E-12,50.9359E-12,67.8517E-12
112.202E6,24.9013E-12,30.5440E-12,38.8269E-12,50.8810E-12,67.7429E-12
114.815E6,24.8957E-12,30.5300E-12,38.7978E-12,50.8244E-12,67.6310E-12
