freq (Hz),leafValue( getData("out" ?result "noise") "b" 8 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 4 ) (A / sqrt(Hz))
16.2181,252.308E-12,104.378E-12,99.6579E-12,89.9627E-12,99.6615E-12,124.209E-12,108.202E-12,89.9731E-12,88.6791E-12,98.5001E-12,115.284E-12,107.483E-12,88.7057E-12,88.0910E-12,97.9403E-12,121.236E-12,100.637E-12,88.2714E-12,87.7678E-12,97.6104E-12,129.615E-12,98.7772E-12,88.0361E-12,87.5519E-12,97.3940E-12,129.930E-12,98.1447E-12,87.8808E-12,87.3967E-12,97.2423E-12,123.654E-12,97.8528E-12,87.7700E-12,87.2813E-12,97.1309E-12,119.569E-12,97.6872E-12,87.6829E-12,87.1903E-12,97.0460E-12,117.627E-12,97.5800E-12,87.6130E-12,87.1176E-12,96.9796E-12
16.5959,249.439E-12,103.271E-12,98.7311E-12,89.2874E-12,99.0833E-12,122.833E-12,107.072E-12,89.1522E-12,88.0146E-12,97.9322E-12,114.019E-12,106.370E-12,87.8964E-12,87.4298E-12,97.3763E-12,119.905E-12,99.6022E-12,87.4646E-12,87.1076E-12,97.0483E-12,128.192E-12,97.7629E-12,87.2299E-12,86.8921E-12,96.8330E-12,128.507E-12,97.1366E-12,87.0747E-12,86.7370E-12,96.6820E-12,122.304E-12,96.8469E-12,86.9637E-12,86.6217E-12,96.5709E-12,118.267E-12,96.6823E-12,86.8763E-12,86.5306E-12,96.4863E-12,116.347E-12,96.5755E-12,86.8061E-12,86.4578E-12,96.4201E-12
16.9824,246.604E-12,102.178E-12,97.8168E-12,88.6225E-12,98.5150E-12,121.473E-12,105.956E-12,88.3425E-12,87.3603E-12,97.3740E-12,112.768E-12,105.272E-12,87.0982E-12,86.7788E-12,96.8219E-12,118.591E-12,98.5809E-12,86.6688E-12,86.4576E-12,96.4958E-12,126.786E-12,96.7616E-12,86.4348E-12,86.2425E-12,96.2816E-12,127.101E-12,96.1413E-12,86.2796E-12,86.0875E-12,96.1313E-12,120.971E-12,95.8538E-12,86.1684E-12,85.9722E-12,96.0206E-12,116.980E-12,95.6901E-12,86.0808E-12,85.8810E-12,95.9363E-12,115.082E-12,95.5835E-12,86.0104E-12,85.8081E-12,95.8703E-12
17.3780,243.801E-12,101.098E-12,96.9150E-12,87.9678E-12,97.9564E-12,120.129E-12,104.854E-12,87.5441E-12,86.7161E-12,96.8254E-12,111.533E-12,104.187E-12,86.3110E-12,86.1379E-12,96.2771E-12,117.291E-12,97.5725E-12,85.8841E-12,85.8177E-12,95.9529E-12,125.397E-12,95.7728E-12,85.6507E-12,85.6029E-12,95.7397E-12,125.711E-12,95.1585E-12,85.4955E-12,85.4481E-12,95.5900E-12,119.653E-12,94.8732E-12,85.3841E-12,85.3327E-12,95.4798E-12,115.708E-12,94.7104E-12,85.2962E-12,85.2414E-12,95.3957E-12,113.832E-12,94.6041E-12,85.2255E-12,85.1685E-12,95.3299E-12
17.7828,241.030E-12,100.032E-12,96.0256E-12,87.3233E-12,97.4075E-12,118.801E-12,103.766E-12,86.7567E-12,86.0819E-12,96.2863E-12,110.312E-12,103.116E-12,85.5347E-12,85.5069E-12,95.7417E-12,116.008E-12,96.5768E-12,85.1102E-12,85.1877E-12,95.4193E-12,124.024E-12,94.7967E-12,84.8774E-12,84.9732E-12,95.2071E-12,124.339E-12,94.1882E-12,84.7222E-12,84.8185E-12,95.0580E-12,118.351E-12,93.9051E-12,84.6106E-12,84.7030E-12,94.9482E-12,114.452E-12,93.7431E-12,84.5225E-12,84.6118E-12,94.8645E-12,112.597E-12,93.6372E-12,84.4515E-12,84.5387E-12,94.7989E-12
18.1970,238.291E-12,98.9783E-12,95.1484E-12,86.6889E-12,96.8680E-12,117.489E-12,102.691E-12,85.9803E-12,85.4577E-12,95.7565E-12,109.106E-12,102.059E-12,84.7692E-12,84.8857E-12,95.2156E-12,114.740E-12,95.5938E-12,84.3471E-12,84.5674E-12,94.8949E-12,122.668E-12,93.8329E-12,84.1148E-12,84.3534E-12,94.6838E-12,122.982E-12,93.2302E-12,83.9597E-12,84.1987E-12,94.5353E-12,117.065E-12,92.9492E-12,83.8479E-12,84.0832E-12,94.4259E-12,113.211E-12,92.7881E-12,83.7595E-12,83.9918E-12,94.3424E-12,111.377E-12,92.6824E-12,83.6882E-12,83.9187E-12,94.2770E-12
18.6209,235.583E-12,97.9380E-12,94.2833E-12,86.0643E-12,96.3379E-12,116.193E-12,101.630E-12,85.2147E-12,84.8432E-12,95.2359E-12,107.914E-12,101.015E-12,84.0145E-12,84.2743E-12,94.6986E-12,113.487E-12,94.6234E-12,83.5946E-12,83.9569E-12,94.3797E-12,121.328E-12,92.8814E-12,83.3629E-12,83.7431E-12,94.1696E-12,121.642E-12,92.2844E-12,83.2077E-12,83.5885E-12,94.0217E-12,115.794E-12,92.0055E-12,83.0957E-12,83.4730E-12,93.9127E-12,111.985E-12,91.8452E-12,83.0070E-12,83.3816E-12,93.8294E-12,110.172E-12,91.7398E-12,82.9355E-12,83.3084E-12,93.7642E-12
19.0546,232.907E-12,96.9106E-12,93.4301E-12,85.4496E-12,95.8170E-12,114.912E-12,100.582E-12,84.4598E-12,84.2383E-12,94.7244E-12,106.737E-12,99.9842E-12,83.2703E-12,83.6724E-12,94.1906E-12,112.249E-12,93.6653E-12,82.8527E-12,83.3559E-12,93.8735E-12,120.004E-12,91.9421E-12,82.6214E-12,83.1425E-12,93.6643E-12,120.318E-12,91.3507E-12,82.4663E-12,82.9880E-12,93.5170E-12,114.539E-12,91.0739E-12,82.3540E-12,82.8724E-12,93.4084E-12,110.773E-12,90.9144E-12,82.2651E-12,82.7809E-12,93.3254E-12,108.981E-12,90.8093E-12,82.1933E-12,82.7076E-12,93.2604E-12
19.4984,230.262E-12,95.8959E-12,92.5888E-12,84.8446E-12,95.3052E-12,113.646E-12,99.5476E-12,83.7156E-12,83.6430E-12,94.2219E-12,105.573E-12,98.9665E-12,82.5365E-12,83.0801E-12,93.6916E-12,111.026E-12,92.7194E-12,82.1211E-12,82.7644E-12,93.3761E-12,118.696E-12,91.0148E-12,81.8904E-12,82.5513E-12,93.1679E-12,119.010E-12,90.4289E-12,81.7352E-12,82.3968E-12,93.0212E-12,113.299E-12,90.1542E-12,81.6227E-12,82.2812E-12,92.9130E-12,109.577E-12,89.9954E-12,81.5335E-12,82.1896E-12,92.8302E-12,107.805E-12,89.8906E-12,81.4614E-12,82.1162E-12,92.7653E-12
19.9526,227.648E-12,94.8939E-12,91.7591E-12,84.2491E-12,94.8025E-12,112.395E-12,98.5260E-12,82.9818E-12,83.0571E-12,93.7282E-12,104.424E-12,97.9618E-12,81.8131E-12,82.4971E-12,93.2013E-12,109.817E-12,91.7857E-12,81.3999E-12,82.1823E-12,92.8875E-12,117.403E-12,90.0993E-12,81.1696E-12,81.9694E-12,92.6803E-12,117.718E-12,89.5190E-12,81.0144E-12,81.8150E-12,92.5341E-12,112.073E-12,89.2462E-12,80.9016E-12,81.6994E-12,92.4262E-12,108.394E-12,89.0882E-12,80.8121E-12,81.6077E-12,92.3437E-12,106.643E-12,88.9836E-12,80.7397E-12,81.5342E-12,92.2790E-12
20.4174,225.063E-12,93.9043E-12,90.9411E-12,83.6631E-12,94.3085E-12,111.159E-12,97.5174E-12,82.2584E-12,82.4806E-12,93.2432E-12,103.288E-12,96.9699E-12,81.1000E-12,81.9234E-12,92.7197E-12,108.623E-12,90.8639E-12,80.6888E-12,81.6094E-12,92.4076E-12,116.126E-12,89.1957E-12,80.4590E-12,81.3968E-12,92.2012E-12,116.441E-12,88.6207E-12,80.3037E-12,81.2424E-12,92.0556E-12,110.863E-12,88.3499E-12,80.1907E-12,81.1267E-12,91.9481E-12,107.227E-12,88.1926E-12,80.1009E-12,81.0349E-12,91.8658E-12,105.495E-12,88.0883E-12,80.0282E-12,80.9613E-12,91.8013E-12
20.8930,222.508E-12,92.9271E-12,90.1344E-12,83.0865E-12,93.8233E-12,109.938E-12,96.5214E-12,81.5453E-12,81.9132E-12,92.7668E-12,102.166E-12,95.9906E-12,80.3969E-12,81.3588E-12,92.2466E-12,107.444E-12,89.9540E-12,79.9879E-12,81.0456E-12,91.9361E-12,114.865E-12,88.3036E-12,79.7585E-12,80.8333E-12,91.7306E-12,115.179E-12,87.7340E-12,79.6031E-12,80.6790E-12,91.5856E-12,109.667E-12,87.4651E-12,79.4898E-12,80.5632E-12,91.4784E-12,106.073E-12,87.3086E-12,79.3998E-12,80.4713E-12,91.3964E-12,104.361E-12,87.2044E-12,79.3268E-12,80.3976E-12,91.3320E-12
21.3796,219.983E-12,91.9621E-12,89.3391E-12,82.5191E-12,93.3467E-12,108.731E-12,95.5382E-12,80.8424E-12,81.3549E-12,92.2989E-12,101.058E-12,95.0239E-12,79.7039E-12,80.8033E-12,91.7819E-12,106.278E-12,89.0559E-12,79.2969E-12,80.4909E-12,91.4730E-12,113.618E-12,87.4231E-12,79.0679E-12,80.2787E-12,91.2684E-12,113.933E-12,86.8587E-12,78.9124E-12,80.1245E-12,91.1239E-12,108.486E-12,86.5917E-12,78.7989E-12,80.0086E-12,91.0171E-12,104.933E-12,86.4359E-12,78.7085E-12,79.9166E-12,90.9353E-12,103.241E-12,86.3320E-12,78.6352E-12,79.8428E-12,90.8711E-12
21.8776,217.487E-12,91.0091E-12,88.5550E-12,81.9608E-12,92.8786E-12,107.538E-12,94.5674E-12,80.1495E-12,80.8056E-12,91.8393E-12,99.9626E-12,94.0696E-12,79.0208E-12,80.2567E-12,91.3256E-12,105.127E-12,88.1693E-12,78.6157E-12,79.9450E-12,91.0182E-12,112.387E-12,86.5540E-12,78.3871E-12,79.7331E-12,90.8145E-12,112.702E-12,85.9948E-12,78.2316E-12,79.5789E-12,90.6705E-12,107.319E-12,85.7296E-12,78.1178E-12,79.4629E-12,90.5640E-12,103.807E-12,85.5745E-12,78.0271E-12,79.3709E-12,90.4825E-12,102.134E-12,85.4708E-12,77.9535E-12,79.2969E-12,90.4184E-12
22.3872,215.020E-12,90.0682E-12,87.7820E-12,81.4115E-12,92.4189E-12,106.360E-12,93.6090E-12,79.4665E-12,80.2652E-12,91.3879E-12,98.8807E-12,93.1275E-12,78.3474E-12,79.7189E-12,90.8773E-12,103.990E-12,87.2942E-12,77.9444E-12,79.4080E-12,90.5715E-12,111.171E-12,85.6961E-12,77.7161E-12,79.1963E-12,90.3686E-12,111.486E-12,85.1420E-12,77.5605E-12,79.0421E-12,90.2252E-12,106.166E-12,84.8787E-12,77.4464E-12,78.9260E-12,90.1190E-12,102.695E-12,84.7242E-12,77.3554E-12,78.8339E-12,90.0377E-12,101.041E-12,84.6207E-12,77.2815E-12,78.7598E-12,89.9738E-12
22.9087,212.581E-12,89.1390E-12,87.0200E-12,80.8711E-12,91.9674E-12,105.196E-12,92.6629E-12,78.7933E-12,79.7336E-12,90.9447E-12,97.8118E-12,92.1976E-12,77.6838E-12,79.1899E-12,90.4372E-12,102.866E-12,86.4305E-12,77.2826E-12,78.8796E-12,90.1328E-12,109.969E-12,84.8494E-12,77.0547E-12,78.6681E-12,89.9308E-12,110.284E-12,84.3003E-12,76.8990E-12,78.5139E-12,89.7879E-12,105.027E-12,84.0388E-12,76.7846E-12,78.3978E-12,89.6820E-12,101.597E-12,83.8850E-12,76.6933E-12,78.3055E-12,89.6009E-12,99.9616E-12,83.7816E-12,76.6191E-12,78.2313E-12,89.5372E-12
23.4423,210.171E-12,88.2215E-12,86.2688E-12,80.3395E-12,91.5240E-12,104.046E-12,91.7289E-12,78.1299E-12,79.2106E-12,90.5095E-12,96.7559E-12,91.2798E-12,77.0297E-12,78.6694E-12,90.0050E-12,101.756E-12,85.5780E-12,76.6304E-12,78.3598E-12,89.7021E-12,108.781E-12,84.0137E-12,76.4029E-12,78.1486E-12,89.5009E-12,109.097E-12,83.4696E-12,76.2470E-12,77.9943E-12,89.3585E-12,103.902E-12,83.2099E-12,76.1323E-12,77.8781E-12,89.2529E-12,100.511E-12,83.0567E-12,76.0407E-12,77.7858E-12,89.1720E-12,98.8950E-12,82.9535E-12,75.9662E-12,77.7115E-12,89.1084E-12
23.9883,207.788E-12,87.3156E-12,85.5283E-12,79.8166E-12,91.0886E-12,102.910E-12,90.8068E-12,77.4761E-12,78.6961E-12,90.0821E-12,95.7128E-12,90.3738E-12,76.3851E-12,78.1575E-12,89.5806E-12,100.659E-12,84.7367E-12,75.9877E-12,77.8485E-12,89.2792E-12,107.609E-12,83.1889E-12,75.7604E-12,77.6374E-12,89.0788E-12,107.925E-12,82.6498E-12,75.6044E-12,77.4832E-12,88.9368E-12,102.791E-12,82.3917E-12,75.4894E-12,77.3669E-12,88.8316E-12,99.4394E-12,82.2392E-12,75.3975E-12,77.2745E-12,88.7509E-12,97.8415E-12,82.1361E-12,75.3226E-12,77.2000E-12,88.6874E-12
24.5471,205.433E-12,86.4212E-12,84.7984E-12,79.3022E-12,90.6612E-12,101.787E-12,89.8966E-12,76.8318E-12,78.1901E-12,89.6625E-12,94.6823E-12,89.4796E-12,75.7499E-12,77.6539E-12,89.1639E-12,99.5757E-12,83.9063E-12,75.3543E-12,77.3456E-12,88.8639E-12,106.450E-12,82.3749E-12,75.1273E-12,77.1347E-12,88.6643E-12,106.767E-12,81.8406E-12,74.9712E-12,76.9805E-12,88.5228E-12,101.693E-12,81.5843E-12,74.8559E-12,76.8641E-12,88.4179E-12,98.3806E-12,81.4323E-12,74.7636E-12,76.7715E-12,88.3374E-12,96.8009E-12,81.3294E-12,74.6884E-12,76.6969E-12,88.2741E-12
25.1189,203.105E-12,85.5381E-12,84.0790E-12,78.7964E-12,90.2415E-12,100.678E-12,88.9981E-12,76.1969E-12,77.6924E-12,89.2505E-12,93.6644E-12,88.5970E-12,75.1240E-12,77.1586E-12,88.7548E-12,98.5055E-12,83.0868E-12,74.7301E-12,76.8510E-12,88.4562E-12,105.305E-12,81.5716E-12,74.5034E-12,76.6402E-12,88.2574E-12,105.622E-12,81.0421E-12,74.3471E-12,76.4860E-12,88.1164E-12,100.609E-12,80.7874E-12,74.2315E-12,76.3695E-12,88.0118E-12,97.3347E-12,80.6361E-12,74.1389E-12,76.2768E-12,87.9315E-12,95.7730E-12,80.5333E-12,74.0634E-12,76.2021E-12,87.8683E-12
25.7040,200.804E-12,84.6662E-12,83.3700E-12,78.2988E-12,89.8294E-12,99.5818E-12,88.1112E-12,75.5713E-12,77.2030E-12,88.8461E-12,92.6588E-12,87.7259E-12,74.5072E-12,76.6716E-12,88.3532E-12,97.4482E-12,82.2781E-12,74.1150E-12,76.3645E-12,88.0560E-12,104.175E-12,80.7789E-12,73.8886E-12,76.1539E-12,87.8579E-12,104.492E-12,80.2540E-12,73.7322E-12,75.9996E-12,87.7174E-12,99.5379E-12,80.0010E-12,73.6162E-12,75.8830E-12,87.6131E-12,96.3017E-12,79.8502E-12,73.5233E-12,75.7902E-12,87.5330E-12,94.7578E-12,79.7476E-12,73.4474E-12,75.7154E-12,87.4699E-12
26.3027,198.530E-12,83.8053E-12,82.6713E-12,77.8096E-12,89.4249E-12,98.4989E-12,87.2358E-12,74.9549E-12,76.7217E-12,88.4491E-12,91.6654E-12,86.8662E-12,73.8995E-12,76.1925E-12,87.9590E-12,96.4039E-12,81.4801E-12,73.5090E-12,75.8861E-12,87.6631E-12,103.058E-12,79.9966E-12,73.2828E-12,75.6756E-12,87.4658E-12,103.376E-12,79.4764E-12,73.1262E-12,75.5213E-12,87.3257E-12,98.4800E-12,79.2250E-12,73.0099E-12,75.4046E-12,87.2217E-12,95.2814E-12,79.0748E-12,72.9166E-12,75.3116E-12,87.1417E-12,93.7550E-12,78.9722E-12,72.8405E-12,75.2367E-12,87.0788E-12
26.9153,196.281E-12,82.9555E-12,81.9827E-12,77.3284E-12,89.0279E-12,97.4292E-12,86.3718E-12,74.3475E-12,76.2484E-12,88.0594E-12,90.6841E-12,86.0178E-12,73.3008E-12,75.7215E-12,87.5720E-12,95.3723E-12,80.6926E-12,72.9119E-12,75.4156E-12,87.2774E-12,101.954E-12,79.2247E-12,72.6860E-12,75.2052E-12,87.0809E-12,102.273E-12,78.7090E-12,72.5291E-12,75.0509E-12,86.9412E-12,97.4351E-12,78.4592E-12,72.4125E-12,74.9341E-12,86.8374E-12,94.2736E-12,78.3095E-12,72.3189E-12,74.8410E-12,86.7577E-12,92.7646E-12,78.2071E-12,72.2424E-12,74.7659E-12,86.6949E-12
27.5423,194.059E-12,82.1164E-12,81.3042E-12,76.8554E-12,88.6381E-12,96.3722E-12,85.5190E-12,73.7492E-12,75.7830E-12,87.6768E-12,89.7148E-12,85.1805E-12,72.7109E-12,75.2583E-12,87.1922E-12,94.3532E-12,79.9155E-12,72.3236E-12,74.9530E-12,86.8989E-12,100.864E-12,78.4630E-12,72.0979E-12,74.7428E-12,86.7030E-12,101.183E-12,77.9518E-12,71.9409E-12,74.5884E-12,86.5638E-12,96.4031E-12,77.7036E-12,71.8239E-12,74.4715E-12,86.4603E-12,93.2783E-12,77.5544E-12,71.7300E-12,74.3783E-12,86.3808E-12,91.7865E-12,77.4521E-12,71.6531E-12,74.3030E-12,86.3181E-12
28.1838,191.863E-12,81.2882E-12,80.6355E-12,76.3902E-12,88.2556E-12,95.3281E-12,84.6773E-12,73.1598E-12,75.3254E-12,87.3014E-12,88.7574E-12,84.3543E-12,72.1298E-12,74.8030E-12,86.8194E-12,93.3466E-12,79.1487E-12,71.7441E-12,74.4981E-12,86.5274E-12,99.7877E-12,77.7114E-12,71.5185E-12,74.2880E-12,86.3322E-12,100.107E-12,77.2047E-12,71.3613E-12,74.1336E-12,86.1934E-12,95.3838E-12,76.9580E-12,71.2440E-12,74.0166E-12,86.0902E-12,92.2953E-12,76.8093E-12,71.1497E-12,73.9232E-12,86.0109E-12,90.8204E-12,76.7070E-12,71.0725E-12,73.8479E-12,85.9482E-12
28.8403,189.692E-12,80.4705E-12,79.9767E-12,75.9329E-12,87.8801E-12,94.2965E-12,83.8466E-12,72.5791E-12,74.8756E-12,86.9330E-12,87.8116E-12,83.5390E-12,71.5574E-12,74.3552E-12,86.4536E-12,92.3524E-12,78.3922E-12,71.1732E-12,74.0509E-12,86.1628E-12,98.7242E-12,76.9699E-12,70.9478E-12,73.8409E-12,85.9683E-12,99.0447E-12,76.4675E-12,70.7904E-12,73.6865E-12,85.8299E-12,94.3770E-12,76.2223E-12,70.6727E-12,73.5693E-12,85.7270E-12,91.3244E-12,76.0741E-12,70.5781E-12,73.4758E-12,85.6478E-12,89.8663E-12,75.9719E-12,70.5005E-12,73.4003E-12,85.5853E-12
29.5121,187.546E-12,79.6633E-12,79.3277E-12,75.4833E-12,87.5117E-12,93.2773E-12,83.0268E-12,72.0072E-12,74.4333E-12,86.5714E-12,86.8774E-12,82.7344E-12,70.9935E-12,73.9151E-12,86.0946E-12,91.3703E-12,77.6457E-12,70.6108E-12,73.6113E-12,85.8050E-12,97.6738E-12,76.2382E-12,70.3856E-12,73.4014E-12,85.6112E-12,97.9949E-12,75.7402E-12,70.2280E-12,73.2469E-12,85.4732E-12,93.3826E-12,75.4964E-12,70.1100E-12,73.1295E-12,85.3705E-12,90.3655E-12,75.3487E-12,70.0149E-12,73.0359E-12,85.2915E-12,88.9240E-12,75.2466E-12,69.9370E-12,72.9603E-12,85.2291E-12
30.1995,185.425E-12,78.8666E-12,78.6882E-12,75.0414E-12,87.1501E-12,92.2705E-12,82.2177E-12,71.4438E-12,73.9986E-12,86.2166E-12,85.9547E-12,81.9406E-12,70.4381E-12,73.4824E-12,85.7423E-12,90.4002E-12,76.9092E-12,70.0569E-12,73.1791E-12,85.4539E-12,96.6362E-12,75.5164E-12,69.8318E-12,72.9693E-12,85.2608E-12,96.9581E-12,75.0226E-12,69.6740E-12,72.8147E-12,85.1232E-12,92.4006E-12,74.7803E-12,69.5556E-12,72.6973E-12,85.0207E-12,89.4185E-12,74.6330E-12,69.4602E-12,72.6035E-12,84.9419E-12,87.9934E-12,74.5310E-12,69.3819E-12,72.5278E-12,84.8796E-12
30.9030,183.329E-12,78.0801E-12,78.0582E-12,74.6070E-12,86.7953E-12,91.2759E-12,81.4193E-12,70.8890E-12,73.5713E-12,85.8685E-12,85.0433E-12,81.1573E-12,69.8911E-12,73.0571E-12,85.3966E-12,89.4421E-12,76.1827E-12,69.5113E-12,72.7542E-12,85.1094E-12,95.6114E-12,74.8043E-12,69.2864E-12,72.5445E-12,84.9169E-12,95.9341E-12,74.3147E-12,69.1283E-12,72.3899E-12,84.7797E-12,91.4307E-12,74.0738E-12,69.0095E-12,72.2723E-12,84.6775E-12,88.4833E-12,73.9270E-12,68.9138E-12,72.1784E-12,84.5988E-12,87.0743E-12,73.8249E-12,68.8352E-12,72.1025E-12,84.5366E-12
31.6228,181.257E-12,77.3037E-12,77.4376E-12,74.1800E-12,86.4472E-12,90.2934E-12,80.6314E-12,70.3425E-12,73.1513E-12,85.5269E-12,84.1432E-12,80.3845E-12,69.3523E-12,72.6391E-12,85.0574E-12,88.4957E-12,75.4659E-12,68.9739E-12,72.3367E-12,84.7714E-12,94.5992E-12,74.1017E-12,68.7492E-12,72.1270E-12,84.5795E-12,94.9227E-12,73.6163E-12,68.5908E-12,71.9723E-12,84.4427E-12,90.4729E-12,73.3767E-12,68.4717E-12,71.8546E-12,84.3408E-12,87.5597E-12,73.2304E-12,68.3756E-12,71.7606E-12,84.2622E-12,86.1668E-12,73.1284E-12,68.2966E-12,71.6845E-12,84.2002E-12
32.3594,179.209E-12,76.5375E-12,76.8263E-12,73.7603E-12,86.1057E-12,89.3228E-12,79.8540E-12,69.8044E-12,72.7385E-12,85.1917E-12,83.2541E-12,79.6220E-12,68.8218E-12,72.2282E-12,84.7246E-12,87.5611E-12,74.7587E-12,68.4448E-12,71.9263E-12,84.4397E-12,93.5995E-12,73.4087E-12,68.2201E-12,71.7167E-12,84.2485E-12,93.9238E-12,72.9273E-12,68.0615E-12,71.5619E-12,84.1121E-12,89.5269E-12,72.6891E-12,67.9420E-12,71.4440E-12,84.0104E-12,86.6477E-12,72.5432E-12,67.8455E-12,71.3499E-12,83.9320E-12,85.2705E-12,72.4412E-12,67.7662E-12,71.2737E-12,83.8700E-12
33.1131,177.185E-12,75.7812E-12,76.2241E-12,73.3479E-12,85.7706E-12,88.3639E-12,79.0868E-12,69.2745E-12,72.3329E-12,84.8629E-12,82.3759E-12,78.8697E-12,68.2994E-12,71.8245E-12,84.3982E-12,86.6379E-12,74.0612E-12,67.9236E-12,71.5229E-12,84.1144E-12,92.6121E-12,72.7251E-12,67.6990E-12,71.3134E-12,83.9238E-12,92.9372E-12,72.2477E-12,67.5402E-12,71.1585E-12,83.7877E-12,88.5928E-12,72.0108E-12,67.4203E-12,71.0405E-12,83.6862E-12,85.7470E-12,71.8653E-12,67.3234E-12,70.9463E-12,83.6080E-12,84.3855E-12,71.7633E-12,67.2438E-12,70.8699E-12,83.5461E-12
33.8844,175.184E-12,75.0348E-12,75.6311E-12,72.9426E-12,85.4418E-12,87.4168E-12,78.3299E-12,68.7527E-12,71.9342E-12,84.5404E-12,81.5087E-12,78.1276E-12,67.7849E-12,71.4277E-12,84.0779E-12,85.7262E-12,73.3731E-12,67.4105E-12,71.1265E-12,83.7952E-12,91.6369E-12,72.0507E-12,67.1860E-12,70.9170E-12,83.6052E-12,91.9629E-12,71.5773E-12,67.0269E-12,70.7621E-12,83.4695E-12,87.6703E-12,71.3417E-12,66.9066E-12,70.6440E-12,83.3682E-12,84.8576E-12,71.1966E-12,66.8093E-12,70.5496E-12,83.2901E-12,83.5115E-12,71.0946E-12,66.7293E-12,70.4731E-12,83.2284E-12
