freq (Hz),leafValue( getData("out" ?result "noise") "b" 8 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 8 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 12 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 16 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 20 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 24 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 28 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 32 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 36 "M" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 0.25 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 0.5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "b" 40 "M" 4 ) (A / sqrt(Hz))
9.54993E3,23.0109E-12,28.5365E-12,43.2133E-12,52.7663E-12,69.9466E-12,22.7868E-12,32.2229E-12,40.5682E-12,52.0990E-12,69.3518E-12,23.7354E-12,33.4621E-12,39.9991E-12,51.6756E-12,68.9996E-12,25.0244E-12,32.3088E-12,39.6651E-12,51.3825E-12,68.7685E-12,26.6601E-12,31.8563E-12,39.4132E-12,51.1645E-12,68.6061E-12,27.3960E-12,31.5997E-12,39.2110E-12,50.9963E-12,68.4864E-12,27.0176E-12,31.4076E-12,39.0444E-12,50.8632E-12,68.3949E-12,26.6394E-12,31.2477E-12,38.9044E-12,50.7550E-12,68.3229E-12,26.4012E-12,31.1095E-12,38.7853E-12,50.6657E-12,68.2650E-12
9.77237E3,22.9577E-12,28.5297E-12,43.2096E-12,52.7643E-12,69.9452E-12,22.7742E-12,32.2165E-12,40.5651E-12,52.0971E-12,69.3505E-12,23.7250E-12,33.4561E-12,39.9960E-12,51.6737E-12,68.9983E-12,25.0135E-12,32.3034E-12,39.6621E-12,51.3805E-12,68.7671E-12,26.6484E-12,31.8510E-12,39.4101E-12,51.1625E-12,68.6047E-12,27.3846E-12,31.5945E-12,39.2080E-12,50.9944E-12,68.4850E-12,27.0072E-12,31.4023E-12,39.0414E-12,50.8613E-12,68.3935E-12,26.6296E-12,31.2424E-12,38.9013E-12,50.7531E-12,68.3215E-12,26.3916E-12,31.1041E-12,38.7822E-12,50.6638E-12,68.2636E-12
10.0000E3,22.9056E-12,28.5230E-12,43.2061E-12,52.7624E-12,69.9439E-12,22.7618E-12,32.2102E-12,40.5621E-12,52.0952E-12,69.3491E-12,23.7149E-12,33.4502E-12,39.9931E-12,51.6718E-12,68.9970E-12,25.0029E-12,32.2981E-12,39.6591E-12,51.3787E-12,68.7658E-12,26.6370E-12,31.8458E-12,39.4072E-12,51.1607E-12,68.6034E-12,27.3734E-12,31.5893E-12,39.2050E-12,50.9925E-12,68.4837E-12,26.9969E-12,31.3971E-12,39.0384E-12,50.8594E-12,68.3922E-12,26.6199E-12,31.2372E-12,38.8983E-12,50.7512E-12,68.3202E-12,26.3821E-12,31.0989E-12,38.7792E-12,50.6619E-12,68.2623E-12
10.2329E3,22.8546E-12,28.5164E-12,43.2027E-12,52.7606E-12,69.9425E-12,22.7497E-12,32.2041E-12,40.5591E-12,52.0934E-12,69.3478E-12,23.7049E-12,33.4444E-12,39.9902E-12,51.6700E-12,68.9957E-12,24.9925E-12,32.2929E-12,39.6562E-12,51.3769E-12,68.7645E-12,26.6258E-12,31.8408E-12,39.4043E-12,51.1589E-12,68.6021E-12,27.3625E-12,31.5842E-12,39.2020E-12,50.9907E-12,68.4824E-12,26.9870E-12,31.3920E-12,39.0354E-12,50.8576E-12,68.3909E-12,26.6105E-12,31.2322E-12,38.8954E-12,50.7494E-12,68.3189E-12,26.3729E-12,31.0938E-12,38.7763E-12,50.6600E-12,68.2610E-12
10.4713E3,22.8047E-12,28.5101E-12,43.1993E-12,52.7587E-12,69.9412E-12,22.7378E-12,32.1981E-12,40.5563E-12,52.0916E-12,69.3465E-12,23.6952E-12,33.4388E-12,39.9873E-12,51.6682E-12,68.9944E-12,24.9823E-12,32.2878E-12,39.6534E-12,51.3751E-12,68.7632E-12,26.6149E-12,31.8358E-12,39.4014E-12,51.1571E-12,68.6008E-12,27.3519E-12,31.5793E-12,39.1992E-12,50.9889E-12,68.4812E-12,26.9772E-12,31.3871E-12,39.0326E-12,50.8558E-12,68.3896E-12,26.6012E-12,31.2272E-12,38.8925E-12,50.7476E-12,68.3177E-12,26.3639E-12,31.0889E-12,38.7734E-12,50.6583E-12,68.2598E-12
10.7152E3,22.7557E-12,28.5038E-12,43.1960E-12,52.7570E-12,69.9400E-12,22.7262E-12,32.1923E-12,40.5535E-12,52.0899E-12,69.3453E-12,23.6857E-12,33.4333E-12,39.9846E-12,51.6665E-12,68.9932E-12,24.9723E-12,32.2828E-12,39.6506E-12,51.3733E-12,68.7620E-12,26.6042E-12,31.8309E-12,39.3986E-12,51.1553E-12,68.5996E-12,27.3415E-12,31.5745E-12,39.1964E-12,50.9871E-12,68.4799E-12,26.9677E-12,31.3823E-12,39.0298E-12,50.8541E-12,68.3884E-12,26.5922E-12,31.2224E-12,38.8897E-12,50.7458E-12,68.3164E-12,26.3551E-12,31.0840E-12,38.7706E-12,50.6565E-12,68.2585E-12
10.9648E3,22.7078E-12,28.4977E-12,43.1928E-12,52.7552E-12,69.9387E-12,22.7149E-12,32.1865E-12,40.5507E-12,52.0882E-12,69.3441E-12,23.6765E-12,33.4279E-12,39.9819E-12,51.6648E-12,68.9920E-12,24.9626E-12,32.2780E-12,39.6479E-12,51.3716E-12,68.7608E-12,26.5938E-12,31.8262E-12,39.3959E-12,51.1536E-12,68.5984E-12,27.3313E-12,31.5697E-12,39.1937E-12,50.9854E-12,68.4787E-12,26.9584E-12,31.3775E-12,39.0271E-12,50.8524E-12,68.3872E-12,26.5834E-12,31.2176E-12,38.8870E-12,50.7441E-12,68.3152E-12,26.3465E-12,31.0793E-12,38.7678E-12,50.6548E-12,68.2573E-12
11.2202E3,22.6609E-12,28.4917E-12,43.1896E-12,52.7535E-12,69.9375E-12,22.7038E-12,32.1810E-12,40.5480E-12,52.0865E-12,69.3429E-12,23.6674E-12,33.4226E-12,39.9792E-12,51.6631E-12,68.9908E-12,24.9531E-12,32.2732E-12,39.6453E-12,51.3700E-12,68.7596E-12,26.5835E-12,31.8216E-12,39.3933E-12,51.1520E-12,68.5972E-12,27.3213E-12,31.5651E-12,39.1910E-12,50.9838E-12,68.4776E-12,26.9493E-12,31.3729E-12,39.0244E-12,50.8507E-12,68.3860E-12,26.5748E-12,31.2130E-12,38.8843E-12,50.7425E-12,68.3141E-12,26.3381E-12,31.0746E-12,38.7652E-12,50.6531E-12,68.2562E-12
11.4815E3,22.6149E-12,28.4859E-12,43.1865E-12,52.7519E-12,69.9363E-12,22.6930E-12,32.1755E-12,40.5454E-12,52.0849E-12,69.3417E-12,23.6585E-12,33.4175E-12,39.9766E-12,51.6615E-12,68.9896E-12,24.9438E-12,32.2686E-12,39.6427E-12,51.3684E-12,68.7585E-12,26.5736E-12,31.8170E-12,39.3907E-12,51.1503E-12,68.5961E-12,27.3116E-12,31.5606E-12,39.1884E-12,50.9821E-12,68.4764E-12,26.9404E-12,31.3684E-12,39.0218E-12,50.8491E-12,68.3849E-12,26.5663E-12,31.2085E-12,38.8817E-12,50.7408E-12,68.3129E-12,26.3299E-12,31.0701E-12,38.7625E-12,50.6515E-12,68.2550E-12
11.7490E3,22.5699E-12,28.4802E-12,43.1835E-12,52.7503E-12,69.9352E-12,22.6824E-12,32.1702E-12,40.5429E-12,52.0833E-12,69.3406E-12,23.6499E-12,33.4125E-12,39.9741E-12,51.6599E-12,68.9885E-12,24.9347E-12,32.2640E-12,39.6401E-12,51.3668E-12,68.7573E-12,26.5638E-12,31.8126E-12,39.3882E-12,51.1487E-12,68.5950E-12,27.3021E-12,31.5562E-12,39.1859E-12,50.9805E-12,68.4753E-12,26.9317E-12,31.3640E-12,39.0192E-12,50.8475E-12,68.3838E-12,26.5581E-12,31.2041E-12,38.8791E-12,50.7392E-12,68.3118E-12,26.3219E-12,31.0656E-12,38.7600E-12,50.6499E-12,68.2539E-12
12.0226E3,22.5259E-12,28.4746E-12,43.1806E-12,52.7487E-12,69.9340E-12,22.6721E-12,32.1649E-12,40.5403E-12,52.0817E-12,69.3395E-12,23.6414E-12,33.4076E-12,39.9716E-12,51.6583E-12,68.9874E-12,24.9258E-12,32.2596E-12,39.6377E-12,51.3652E-12,68.7562E-12,26.5543E-12,31.8083E-12,39.3857E-12,51.1472E-12,68.5939E-12,27.2928E-12,31.5519E-12,39.1834E-12,50.9790E-12,68.4742E-12,26.9231E-12,31.3597E-12,39.0167E-12,50.8459E-12,68.3827E-12,26.5501E-12,31.1997E-12,38.8766E-12,50.7377E-12,68.3107E-12,26.3140E-12,31.0613E-12,38.7575E-12,50.6483E-12,68.2528E-12
12.3027E3,22.4827E-12,28.4692E-12,43.1777E-12,52.7471E-12,69.9329E-12,22.6620E-12,32.1598E-12,40.5379E-12,52.0802E-12,69.3384E-12,23.6331E-12,33.4028E-12,39.9692E-12,51.6568E-12,68.9863E-12,24.9172E-12,32.2553E-12,39.6353E-12,51.3637E-12,68.7552E-12,26.5450E-12,31.8041E-12,39.3833E-12,51.1457E-12,68.5928E-12,27.2837E-12,31.5477E-12,39.1810E-12,50.9775E-12,68.4731E-12,26.9148E-12,31.3555E-12,39.0143E-12,50.8444E-12,68.3816E-12,26.5422E-12,31.1955E-12,38.8742E-12,50.7362E-12,68.3096E-12,26.3063E-12,31.0571E-12,38.7550E-12,50.6468E-12,68.2517E-12
12.5893E3,22.4405E-12,28.4639E-12,43.1749E-12,52.7456E-12,69.9318E-12,22.6521E-12,32.1548E-12,40.5355E-12,52.0787E-12,69.3373E-12,23.6250E-12,33.3981E-12,39.9669E-12,51.6553E-12,68.9853E-12,24.9087E-12,32.2511E-12,39.6329E-12,51.3622E-12,68.7541E-12,26.5359E-12,31.7999E-12,39.3809E-12,51.1442E-12,68.5918E-12,27.2748E-12,31.5436E-12,39.1786E-12,50.9760E-12,68.4721E-12,26.9067E-12,31.3514E-12,39.0119E-12,50.8429E-12,68.3806E-12,26.5345E-12,31.1914E-12,38.8718E-12,50.7347E-12,68.3086E-12,26.2988E-12,31.0529E-12,38.7526E-12,50.6453E-12,68.2507E-12
12.8825E3,22.3991E-12,28.4587E-12,43.1722E-12,52.7441E-12,69.9308E-12,22.6424E-12,32.1500E-12,40.5332E-12,52.0773E-12,69.3363E-12,23.6171E-12,33.3935E-12,39.9646E-12,51.6539E-12,68.9842E-12,24.9004E-12,32.2469E-12,39.6306E-12,51.3608E-12,68.7531E-12,26.5269E-12,31.7959E-12,39.3786E-12,51.1427E-12,68.5907E-12,27.2661E-12,31.5396E-12,39.1763E-12,50.9745E-12,68.4711E-12,26.8987E-12,31.3473E-12,39.0096E-12,50.8414E-12,68.3795E-12,26.5270E-12,31.1873E-12,38.8695E-12,50.7332E-12,68.3076E-12,26.2915E-12,31.0489E-12,38.7503E-12,50.6439E-12,68.2497E-12
13.1826E3,22.3586E-12,28.4536E-12,43.1695E-12,52.7427E-12,69.9297E-12,22.6330E-12,32.1452E-12,40.5309E-12,52.0759E-12,69.3353E-12,23.6094E-12,33.3890E-12,39.9623E-12,51.6525E-12,68.9832E-12,24.8923E-12,32.2429E-12,39.6283E-12,51.3594E-12,68.7521E-12,26.5182E-12,31.7920E-12,39.3763E-12,51.1413E-12,68.5897E-12,27.2576E-12,31.5356E-12,39.1740E-12,50.9731E-12,68.4701E-12,26.8910E-12,31.3434E-12,39.0073E-12,50.8400E-12,68.3786E-12,26.5196E-12,31.1834E-12,38.8672E-12,50.7318E-12,68.3066E-12,26.2843E-12,31.0449E-12,38.7480E-12,50.6424E-12,68.2487E-12
13.4896E3,22.3190E-12,28.4486E-12,43.1669E-12,52.7413E-12,69.9287E-12,22.6237E-12,32.1405E-12,40.5287E-12,52.0745E-12,69.3343E-12,23.6018E-12,33.3846E-12,39.9601E-12,51.6511E-12,68.9822E-12,24.8843E-12,32.2389E-12,39.6261E-12,51.3580E-12,68.7511E-12,26.5097E-12,31.7881E-12,39.3741E-12,51.1399E-12,68.5888E-12,27.2493E-12,31.5318E-12,39.1718E-12,50.9717E-12,68.4691E-12,26.8834E-12,31.3396E-12,39.0051E-12,50.8386E-12,68.3776E-12,26.5124E-12,31.1796E-12,38.8649E-12,50.7304E-12,68.3056E-12,26.2773E-12,31.0411E-12,38.7458E-12,50.6410E-12,68.2477E-12
13.8038E3,22.2802E-12,28.4438E-12,43.1643E-12,52.7399E-12,69.9277E-12,22.6147E-12,32.1360E-12,40.5265E-12,52.0731E-12,69.3333E-12,23.5944E-12,33.3803E-12,39.9580E-12,51.6497E-12,68.9813E-12,24.8766E-12,32.2351E-12,39.6240E-12,51.3566E-12,68.7502E-12,26.5014E-12,31.7843E-12,39.3720E-12,51.1386E-12,68.5878E-12,27.2412E-12,31.5280E-12,39.1696E-12,50.9704E-12,68.4681E-12,26.8760E-12,31.3358E-12,39.0029E-12,50.8373E-12,68.3766E-12,26.5054E-12,31.1758E-12,38.8628E-12,50.7290E-12,68.3046E-12,26.2704E-12,31.0373E-12,38.7436E-12,50.6397E-12,68.2467E-12
14.1254E3,22.2422E-12,28.4390E-12,43.1618E-12,52.7386E-12,69.9268E-12,22.6059E-12,32.1316E-12,40.5243E-12,52.0718E-12,69.3324E-12,23.5872E-12,33.3761E-12,39.9559E-12,51.6484E-12,68.9803E-12,24.8690E-12,32.2313E-12,39.6219E-12,51.3553E-12,68.7492E-12,26.4933E-12,31.7806E-12,39.3699E-12,51.1373E-12,68.5869E-12,27.2333E-12,31.5244E-12,39.1675E-12,50.9691E-12,68.4672E-12,26.8687E-12,31.3321E-12,39.0008E-12,50.8360E-12,68.3757E-12,26.4985E-12,31.1721E-12,38.8606E-12,50.7277E-12,68.3037E-12,26.2637E-12,31.0336E-12,38.7414E-12,50.6384E-12,68.2458E-12
14.4544E3,22.2050E-12,28.4344E-12,43.1594E-12,52.7372E-12,69.9258E-12,22.5972E-12,32.1272E-12,40.5223E-12,52.0705E-12,69.3315E-12,23.5801E-12,33.3720E-12,39.9538E-12,51.6471E-12,68.9794E-12,24.8616E-12,32.2276E-12,39.6198E-12,51.3540E-12,68.7483E-12,26.4853E-12,31.7770E-12,39.3678E-12,51.1360E-12,68.5860E-12,27.2255E-12,31.5208E-12,39.1655E-12,50.9678E-12,68.4663E-12,26.8616E-12,31.3286E-12,38.9987E-12,50.8347E-12,68.3748E-12,26.4918E-12,31.1685E-12,38.8586E-12,50.7264E-12,68.3028E-12,26.2572E-12,31.0300E-12,38.7394E-12,50.6371E-12,68.2449E-12
14.7911E3,22.1686E-12,28.4298E-12,43.1570E-12,52.7359E-12,69.9249E-12,22.5888E-12,32.1230E-12,40.5202E-12,52.0692E-12,69.3306E-12,23.5732E-12,33.3680E-12,39.9518E-12,51.6459E-12,68.9785E-12,24.8544E-12,32.2240E-12,39.6178E-12,51.3527E-12,68.7474E-12,26.4776E-12,31.7735E-12,39.3658E-12,51.1347E-12,68.5851E-12,27.2179E-12,31.5173E-12,39.1634E-12,50.9665E-12,68.4654E-12,26.8547E-12,31.3250E-12,38.9967E-12,50.8334E-12,68.3739E-12,26.4853E-12,31.1650E-12,38.8565E-12,50.7251E-12,68.3019E-12,26.2508E-12,31.0265E-12,38.7373E-12,50.6358E-12,68.2440E-12
15.1356E3,22.1330E-12,28.4254E-12,43.1546E-12,52.7347E-12,69.9240E-12,22.5805E-12,32.1188E-12,40.5182E-12,52.0680E-12,69.3297E-12,23.5665E-12,33.3641E-12,39.9498E-12,51.6446E-12,68.9777E-12,24.8473E-12,32.2205E-12,39.6159E-12,51.3515E-12,68.7465E-12,26.4700E-12,31.7701E-12,39.3638E-12,51.1335E-12,68.5842E-12,27.2105E-12,31.5139E-12,39.1615E-12,50.9653E-12,68.4645E-12,26.8479E-12,31.3216E-12,38.9947E-12,50.8322E-12,68.3730E-12,26.4788E-12,31.1616E-12,38.8545E-12,50.7239E-12,68.3010E-12,26.2445E-12,31.0230E-12,38.7353E-12,50.6346E-12,68.2431E-12
15.4882E3,22.0981E-12,28.4211E-12,43.1523E-12,52.7335E-12,69.9231E-12,22.5725E-12,32.1147E-12,40.5163E-12,52.0668E-12,69.3288E-12,23.5599E-12,33.3603E-12,39.9479E-12,51.6434E-12,68.9768E-12,24.8404E-12,32.2170E-12,39.6139E-12,51.3503E-12,68.7457E-12,26.4625E-12,31.7667E-12,39.3619E-12,51.1323E-12,68.5833E-12,27.2033E-12,31.5105E-12,39.1595E-12,50.9641E-12,68.4637E-12,26.8413E-12,31.3183E-12,38.9928E-12,50.8309E-12,68.3722E-12,26.4726E-12,31.1582E-12,38.8526E-12,50.7227E-12,68.3002E-12,26.2384E-12,31.0197E-12,38.7334E-12,50.6333E-12,68.2423E-12
15.8489E3,22.0640E-12,28.4168E-12,43.1501E-12,52.7323E-12,69.9223E-12,22.5646E-12,32.1108E-12,40.5144E-12,52.0656E-12,69.3280E-12,23.5534E-12,33.3566E-12,39.9461E-12,51.6423E-12,68.9760E-12,24.8336E-12,32.2137E-12,39.6121E-12,51.3491E-12,68.7449E-12,26.4553E-12,31.7634E-12,39.3600E-12,51.1311E-12,68.5825E-12,27.1962E-12,31.5072E-12,39.1576E-12,50.9629E-12,68.4628E-12,26.8348E-12,31.3150E-12,38.9909E-12,50.8298E-12,68.3713E-12,26.4664E-12,31.1549E-12,38.8507E-12,50.7215E-12,68.2994E-12,26.2324E-12,31.0164E-12,38.7315E-12,50.6322E-12,68.2415E-12
16.2181E3,22.0306E-12,28.4127E-12,43.1479E-12,52.7311E-12,69.9214E-12,22.5569E-12,32.1069E-12,40.5125E-12,52.0644E-12,69.3271E-12,23.5471E-12,33.3529E-12,39.9442E-12,51.6411E-12,68.9751E-12,24.8270E-12,32.2104E-12,39.6102E-12,51.3480E-12,68.7440E-12,26.4482E-12,31.7602E-12,39.3582E-12,51.1299E-12,68.5817E-12,27.1893E-12,31.5041E-12,39.1558E-12,50.9617E-12,68.4620E-12,26.8285E-12,31.3118E-12,38.9890E-12,50.8286E-12,68.3705E-12,26.4605E-12,31.1517E-12,38.8488E-12,50.7204E-12,68.2985E-12,26.2266E-12,31.0131E-12,38.7296E-12,50.6310E-12,68.2407E-12
16.5959E3,21.9979E-12,28.4087E-12,43.1458E-12,52.7299E-12,69.9206E-12,22.5493E-12,32.1031E-12,40.5107E-12,52.0633E-12,69.3263E-12,23.5410E-12,33.3494E-12,39.9424E-12,51.6400E-12,68.9743E-12,24.8205E-12,32.2071E-12,39.6085E-12,51.3469E-12,68.7432E-12,26.4412E-12,31.7571E-12,39.3564E-12,51.1288E-12,68.5809E-12,27.1825E-12,31.5009E-12,39.1540E-12,50.9606E-12,68.4612E-12,26.8223E-12,31.3087E-12,38.9872E-12,50.8275E-12,68.3697E-12,26.4546E-12,31.1486E-12,38.8470E-12,50.7192E-12,68.2977E-12,26.2209E-12,31.0100E-12,38.7278E-12,50.6299E-12,68.2399E-12
16.9824E3,21.9659E-12,28.4047E-12,43.1437E-12,52.7288E-12,69.9198E-12,22.5420E-12,32.0994E-12,40.5089E-12,52.0622E-12,69.3256E-12,23.5349E-12,33.3459E-12,39.9407E-12,51.6389E-12,68.9736E-12,24.8142E-12,32.2040E-12,39.6067E-12,51.3458E-12,68.7425E-12,26.4345E-12,31.7540E-12,39.3546E-12,51.1277E-12,68.5801E-12,27.1759E-12,31.4979E-12,39.1522E-12,50.9595E-12,68.4605E-12,26.8162E-12,31.3056E-12,38.9855E-12,50.8264E-12,68.3690E-12,26.4489E-12,31.1455E-12,38.8453E-12,50.7181E-12,68.2970E-12,26.2153E-12,31.0069E-12,38.7260E-12,50.6288E-12,68.2391E-12
17.3780E3,21.9346E-12,28.4008E-12,43.1417E-12,52.7277E-12,69.9190E-12,22.5348E-12,32.0958E-12,40.5072E-12,52.0611E-12,69.3248E-12,23.5291E-12,33.3425E-12,39.9390E-12,51.6378E-12,68.9728E-12,24.8080E-12,32.2009E-12,39.6050E-12,51.3447E-12,68.7417E-12,26.4278E-12,31.7510E-12,39.3529E-12,51.1266E-12,68.5794E-12,27.1694E-12,31.4949E-12,39.1505E-12,50.9584E-12,68.4597E-12,26.8103E-12,31.3026E-12,38.9837E-12,50.8253E-12,68.3682E-12,26.4433E-12,31.1425E-12,38.8435E-12,50.7170E-12,68.2962E-12,26.2098E-12,31.0039E-12,38.7243E-12,50.6277E-12,68.2383E-12
17.7828E3,21.9039E-12,28.3971E-12,43.1397E-12,52.7266E-12,69.9183E-12,22.5277E-12,32.0923E-12,40.5055E-12,52.0601E-12,69.3240E-12,23.5233E-12,33.3391E-12,39.9373E-12,51.6368E-12,68.9721E-12,24.8020E-12,32.1979E-12,39.6033E-12,51.3436E-12,68.7410E-12,26.4214E-12,31.7481E-12,39.3512E-12,51.1256E-12,68.5786E-12,27.1631E-12,31.4920E-12,39.1488E-12,50.9574E-12,68.4590E-12,26.8045E-12,31.2997E-12,38.9821E-12,50.8242E-12,68.3675E-12,26.4378E-12,31.1396E-12,38.8418E-12,50.7160E-12,68.2955E-12,26.2045E-12,31.0010E-12,38.7226E-12,50.6266E-12,68.2376E-12
18.1970E3,21.8740E-12,28.3934E-12,43.1378E-12,52.7256E-12,69.9175E-12,22.5208E-12,32.0888E-12,40.5039E-12,52.0591E-12,69.3233E-12,23.5177E-12,33.3359E-12,39.9357E-12,51.6357E-12,68.9713E-12,24.7961E-12,32.1950E-12,39.6017E-12,51.3426E-12,68.7402E-12,26.4150E-12,31.7452E-12,39.3496E-12,51.1246E-12,68.5779E-12,27.1570E-12,31.4891E-12,39.1472E-12,50.9563E-12,68.4582E-12,26.7989E-12,31.2968E-12,38.9804E-12,50.8232E-12,68.3667E-12,26.4325E-12,31.1367E-12,38.8402E-12,50.7150E-12,68.2948E-12,26.1993E-12,30.9981E-12,38.7209E-12,50.6256E-12,68.2369E-12
18.6209E3,21.8446E-12,28.3898E-12,43.1359E-12,52.7246E-12,69.9168E-12,22.5141E-12,32.0854E-12,40.5022E-12,52.0581E-12,69.3226E-12,23.5122E-12,33.3327E-12,39.9341E-12,51.6347E-12,68.9706E-12,24.7903E-12,32.1921E-12,39.6001E-12,51.3416E-12,68.7395E-12,26.4088E-12,31.7424E-12,39.3480E-12,51.1236E-12,68.5772E-12,27.1509E-12,31.4863E-12,39.1456E-12,50.9553E-12,68.4575E-12,26.7934E-12,31.2941E-12,38.9788E-12,50.8222E-12,68.3660E-12,26.4273E-12,31.1339E-12,38.8386E-12,50.7140E-12,68.2940E-12,26.1942E-12,30.9953E-12,38.7193E-12,50.6246E-12,68.2362E-12
19.0546E3,21.8159E-12,28.3862E-12,43.1340E-12,52.7236E-12,69.9161E-12,22.5075E-12,32.0821E-12,40.5007E-12,52.0571E-12,69.3219E-12,23.5068E-12,33.3296E-12,39.9325E-12,51.6338E-12,68.9699E-12,24.7847E-12,32.1893E-12,39.5985E-12,51.3406E-12,68.7388E-12,26.4028E-12,31.7397E-12,39.3464E-12,51.1226E-12,68.5765E-12,27.1450E-12,31.4836E-12,39.1440E-12,50.9543E-12,68.4568E-12,26.7880E-12,31.2913E-12,38.9772E-12,50.8212E-12,68.3653E-12,26.4221E-12,31.1312E-12,38.8370E-12,50.7130E-12,68.2934E-12,26.1892E-12,30.9926E-12,38.7177E-12,50.6236E-12,68.2355E-12
19.4984E3,21.7878E-12,28.3828E-12,43.1322E-12,52.7226E-12,69.9154E-12,22.5011E-12,32.0789E-12,40.4991E-12,52.0561E-12,69.3212E-12,23.5015E-12,33.3266E-12,39.9310E-12,51.6328E-12,68.9692E-12,24.7792E-12,32.1866E-12,39.5970E-12,51.3397E-12,68.7382E-12,26.3969E-12,31.7370E-12,39.3449E-12,51.1216E-12,68.5758E-12,27.1392E-12,31.4810E-12,39.1425E-12,50.9534E-12,68.4562E-12,26.7827E-12,31.2887E-12,38.9757E-12,50.8203E-12,68.3647E-12,26.4172E-12,31.1285E-12,38.8355E-12,50.7120E-12,68.2927E-12,26.1843E-12,30.9899E-12,38.7162E-12,50.6226E-12,68.2348E-12
