freq (Hz),leafValue( getData("out" ?result "noise") "N" 1 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 2 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 3 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 4 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 5 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 6 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 7 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 8 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 9 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 10 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 11 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 12 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 13 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 14 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 15 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 16 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 17 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 18 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 19 ) (A / sqrt(Hz)),leafValue( getData("out" ?result "noise") "N" 20 ) (A / sqrt(Hz))
52.4807E3,27.4442E-12,28.5690E-12,39.5954E-12,47.5669E-12,43.2782E-12,38.4074E-12,34.5943E-12,32.2863E-12,31.1085E-12,30.5043E-12,30.1453E-12,29.8938E-12,29.6955E-12,29.5273E-12,29.3785E-12,29.2435E-12,29.1192E-12,29.0037E-12,28.8957E-12,28.7942E-12
53.7032E3,27.2777E-12,28.5378E-12,39.5884E-12,47.5649E-12,43.2776E-12,38.4072E-12,34.5942E-12,32.2862E-12,31.1085E-12,30.5043E-12,30.1453E-12,29.8938E-12,29.6955E-12,29.5273E-12,29.3785E-12,29.2435E-12,29.1192E-12,29.0037E-12,28.8957E-12,28.7942E-12
54.9541E3,27.1140E-12,28.5072E-12,39.5815E-12,47.5630E-12,43.2771E-12,38.4070E-12,34.5941E-12,32.2862E-12,31.1084E-12,30.5043E-12,30.1452E-12,29.8938E-12,29.6955E-12,29.5273E-12,29.3785E-12,29.2435E-12,29.1192E-12,29.0037E-12,28.8957E-12,28.7942E-12
56.2341E3,26.9530E-12,28.4773E-12,39.5748E-12,47.5611E-12,43.2766E-12,38.4069E-12,34.5940E-12,32.2861E-12,31.1084E-12,30.5043E-12,30.1452E-12,29.8938E-12,29.6955E-12,29.5273E-12,29.3784E-12,29.2435E-12,29.1192E-12,29.0037E-12,28.8957E-12,28.7941E-12
57.5440E3,26.7948E-12,28.4480E-12,39.5682E-12,47.5593E-12,43.2761E-12,38.4067E-12,34.5940E-12,32.2861E-12,31.1084E-12,30.5042E-12,30.1452E-12,29.8938E-12,29.6955E-12,29.5273E-12,29.3784E-12,29.2435E-12,29.1192E-12,29.0037E-12,28.8957E-12,28.7941E-12
58.8844E3,26.6393E-12,28.4194E-12,39.5618E-12,47.5575E-12,43.2756E-12,38.4065E-12,34.5939E-12,32.2860E-12,31.1083E-12,30.5042E-12,30.1452E-12,29.8938E-12,29.6954E-12,29.5272E-12,29.3784E-12,29.2435E-12,29.1192E-12,29.0037E-12,28.8957E-12,28.7941E-12
60.2560E3,26.4864E-12,28.3914E-12,39.5555E-12,47.5557E-12,43.2751E-12,38.4063E-12,34.5938E-12,32.2860E-12,31.1083E-12,30.5042E-12,30.1452E-12,29.8937E-12,29.6954E-12,29.5272E-12,29.3784E-12,29.2434E-12,29.1192E-12,29.0037E-12,28.8956E-12,28.7941E-12
61.6595E3,26.3362E-12,28.3640E-12,39.5494E-12,47.5540E-12,43.2747E-12,38.4062E-12,34.5937E-12,32.2859E-12,31.1083E-12,30.5042E-12,30.1452E-12,29.8937E-12,29.6954E-12,29.5272E-12,29.3784E-12,29.2434E-12,29.1192E-12,29.0037E-12,28.8956E-12,28.7941E-12
63.0957E3,26.1885E-12,28.3372E-12,39.5434E-12,47.5523E-12,43.2742E-12,38.4060E-12,34.5937E-12,32.2859E-12,31.1083E-12,30.5042E-12,30.1451E-12,29.8937E-12,29.6954E-12,29.5272E-12,29.3784E-12,29.2434E-12,29.1192E-12,29.0037E-12,28.8956E-12,28.7941E-12
64.5654E3,26.0434E-12,28.3109E-12,39.5375E-12,47.5507E-12,43.2738E-12,38.4058E-12,34.5936E-12,32.2859E-12,31.1082E-12,30.5041E-12,30.1451E-12,29.8937E-12,29.6954E-12,29.5272E-12,29.3784E-12,29.2434E-12,29.1192E-12,29.0037E-12,28.8956E-12,28.7941E-12
66.0693E3,25.9008E-12,28.2853E-12,39.5318E-12,47.5491E-12,43.2733E-12,38.4057E-12,34.5935E-12,32.2858E-12,31.1082E-12,30.5041E-12,30.1451E-12,29.8937E-12,29.6954E-12,29.5272E-12,29.3784E-12,29.2434E-12,29.1192E-12,29.0037E-12,28.8956E-12,28.7941E-12
67.6083E3,25.7607E-12,28.2602E-12,39.5262E-12,47.5476E-12,43.2729E-12,38.4055E-12,34.5934E-12,32.2858E-12,31.1082E-12,30.5041E-12,30.1451E-12,29.8937E-12,29.6954E-12,29.5272E-12,29.3784E-12,29.2434E-12,29.1191E-12,29.0037E-12,28.8956E-12,28.7941E-12
69.1831E3,25.6231E-12,28.2357E-12,39.5208E-12,47.5460E-12,43.2725E-12,38.4054E-12,34.5934E-12,32.2857E-12,31.1081E-12,30.5041E-12,30.1451E-12,29.8937E-12,29.6954E-12,29.5272E-12,29.3784E-12,29.2434E-12,29.1191E-12,29.0036E-12,28.8956E-12,28.7941E-12
70.7946E3,25.4878E-12,28.2117E-12,39.5154E-12,47.5445E-12,43.2721E-12,38.4052E-12,34.5933E-12,32.2857E-12,31.1081E-12,30.5041E-12,30.1451E-12,29.8936E-12,29.6954E-12,29.5272E-12,29.3784E-12,29.2434E-12,29.1191E-12,29.0036E-12,28.8956E-12,28.7941E-12
72.4436E3,25.3550E-12,28.1882E-12,39.5102E-12,47.5431E-12,43.2717E-12,38.4051E-12,34.5932E-12,32.2857E-12,31.1081E-12,30.5040E-12,30.1450E-12,29.8936E-12,29.6953E-12,29.5272E-12,29.3783E-12,29.2434E-12,29.1191E-12,29.0036E-12,28.8956E-12,28.7941E-12
74.1310E3,25.2245E-12,28.1653E-12,39.5051E-12,47.5417E-12,43.2713E-12,38.4050E-12,34.5932E-12,32.2856E-12,31.1081E-12,30.5040E-12,30.1450E-12,29.8936E-12,29.6953E-12,29.5271E-12,29.3783E-12,29.2434E-12,29.1191E-12,29.0036E-12,28.8956E-12,28.7941E-12
75.8578E3,25.0963E-12,28.1428E-12,39.5001E-12,47.5403E-12,43.2709E-12,38.4048E-12,34.5931E-12,32.2856E-12,31.1081E-12,30.5040E-12,30.1450E-12,29.8936E-12,29.6953E-12,29.5271E-12,29.3783E-12,29.2434E-12,29.1191E-12,29.0036E-12,28.8956E-12,28.7941E-12
77.6247E3,24.9703E-12,28.1209E-12,39.4952E-12,47.5389E-12,43.2705E-12,38.4047E-12,34.5931E-12,32.2856E-12,31.1080E-12,30.5040E-12,30.1450E-12,29.8936E-12,29.6953E-12,29.5271E-12,29.3783E-12,29.2434E-12,29.1191E-12,29.0036E-12,28.8956E-12,28.7941E-12
79.4328E3,24.8467E-12,28.0994E-12,39.4905E-12,47.5376E-12,43.2702E-12,38.4046E-12,34.5930E-12,32.2855E-12,31.1080E-12,30.5040E-12,30.1450E-12,29.8936E-12,29.6953E-12,29.5271E-12,29.3783E-12,29.2434E-12,29.1191E-12,29.0036E-12,28.8956E-12,28.7941E-12
81.2831E3,24.7252E-12,28.0784E-12,39.4858E-12,47.5363E-12,43.2698E-12,38.4044E-12,34.5929E-12,32.2855E-12,31.1080E-12,30.5040E-12,30.1450E-12,29.8936E-12,29.6953E-12,29.5271E-12,29.3783E-12,29.2433E-12,29.1191E-12,29.0036E-12,28.8956E-12,28.7941E-12
83.1764E3,24.6060E-12,28.0579E-12,39.4812E-12,47.5350E-12,43.2695E-12,38.4043E-12,34.5929E-12,32.2855E-12,31.1080E-12,30.5039E-12,30.1450E-12,29.8936E-12,29.6953E-12,29.5271E-12,29.3783E-12,29.2433E-12,29.1191E-12,29.0036E-12,28.8956E-12,28.7941E-12
85.1138E3,24.4889E-12,28.0378E-12,39.4768E-12,47.5338E-12,43.2691E-12,38.4042E-12,34.5928E-12,32.2854E-12,31.1079E-12,30.5039E-12,30.1450E-12,29.8936E-12,29.6953E-12,29.5271E-12,29.3783E-12,29.2433E-12,29.1191E-12,29.0036E-12,28.8956E-12,28.7941E-12
87.0964E3,24.3739E-12,28.0182E-12,39.4724E-12,47.5326E-12,43.2688E-12,38.4041E-12,34.5928E-12,32.2854E-12,31.1079E-12,30.5039E-12,30.1449E-12,29.8935E-12,29.6953E-12,29.5271E-12,29.3783E-12,29.2433E-12,29.1191E-12,29.0036E-12,28.8956E-12,28.7941E-12
89.1251E3,24.2610E-12,27.9989E-12,39.4682E-12,47.5314E-12,43.2685E-12,38.4040E-12,34.5927E-12,32.2854E-12,31.1079E-12,30.5039E-12,30.1449E-12,29.8935E-12,29.6953E-12,29.5271E-12,29.3783E-12,29.2433E-12,29.1191E-12,29.0036E-12,28.8956E-12,28.7940E-12
91.2011E3,24.1502E-12,27.9802E-12,39.4640E-12,47.5302E-12,43.2682E-12,38.4039E-12,34.5927E-12,32.2853E-12,31.1079E-12,30.5039E-12,30.1449E-12,29.8935E-12,29.6953E-12,29.5271E-12,29.3783E-12,29.2433E-12,29.1191E-12,29.0036E-12,28.8956E-12,28.7940E-12
93.3254E3,24.0413E-12,27.9618E-12,39.4600E-12,47.5291E-12,43.2679E-12,38.4037E-12,34.5926E-12,32.2853E-12,31.1079E-12,30.5039E-12,30.1449E-12,29.8935E-12,29.6952E-12,29.5271E-12,29.3783E-12,29.2433E-12,29.1191E-12,29.0036E-12,28.8955E-12,28.7940E-12
95.4993E3,23.9345E-12,27.9438E-12,39.4560E-12,47.5280E-12,43.2676E-12,38.4036E-12,34.5926E-12,32.2853E-12,31.1078E-12,30.5039E-12,30.1449E-12,29.8935E-12,29.6952E-12,29.5271E-12,29.3783E-12,29.2433E-12,29.1191E-12,29.0036E-12,28.8955E-12,28.7940E-12
97.7237E3,23.8297E-12,27.9263E-12,39.4521E-12,47.5269E-12,43.2673E-12,38.4035E-12,34.5925E-12,32.2853E-12,31.1078E-12,30.5038E-12,30.1449E-12,29.8935E-12,29.6952E-12,29.5271E-12,29.3783E-12,29.2433E-12,29.1191E-12,29.0036E-12,28.8955E-12,28.7940E-12
100.000E3,23.7268E-12,27.9091E-12,39.4483E-12,47.5259E-12,43.2670E-12,38.4034E-12,34.5925E-12,32.2852E-12,31.1078E-12,30.5038E-12,30.1449E-12,29.8935E-12,29.6952E-12,29.5271E-12,29.3783E-12,29.2433E-12,29.1190E-12,29.0036E-12,28.8955E-12,28.7940E-12
102.329E3,23.6258E-12,27.8923E-12,39.4446E-12,47.5248E-12,43.2667E-12,38.4033E-12,34.5924E-12,32.2852E-12,31.1078E-12,30.5038E-12,30.1449E-12,29.8935E-12,29.6952E-12,29.5270E-12,29.3782E-12,29.2433E-12,29.1190E-12,29.0036E-12,28.8955E-12,28.7940E-12
104.713E3,23.5267E-12,27.8759E-12,39.4410E-12,47.5238E-12,43.2664E-12,38.4032E-12,34.5924E-12,32.2852E-12,31.1078E-12,30.5038E-12,30.1449E-12,29.8935E-12,29.6952E-12,29.5270E-12,29.3782E-12,29.2433E-12,29.1190E-12,29.0036E-12,28.8955E-12,28.7940E-12
107.152E3,23.4294E-12,27.8598E-12,39.4375E-12,47.5228E-12,43.2662E-12,38.4031E-12,34.5924E-12,32.2852E-12,31.1078E-12,30.5038E-12,30.1448E-12,29.8935E-12,29.6952E-12,29.5270E-12,29.3782E-12,29.2433E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
109.648E3,23.3340E-12,27.8441E-12,39.4340E-12,47.5219E-12,43.2659E-12,38.4030E-12,34.5923E-12,32.2851E-12,31.1077E-12,30.5038E-12,30.1448E-12,29.8935E-12,29.6952E-12,29.5270E-12,29.3782E-12,29.2433E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
112.202E3,23.2404E-12,27.8288E-12,39.4306E-12,47.5209E-12,43.2656E-12,38.4029E-12,34.5923E-12,32.2851E-12,31.1077E-12,30.5038E-12,30.1448E-12,29.8934E-12,29.6952E-12,29.5270E-12,29.3782E-12,29.2433E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
114.815E3,23.1485E-12,27.8138E-12,39.4273E-12,47.5200E-12,43.2654E-12,38.4029E-12,34.5922E-12,32.2851E-12,31.1077E-12,30.5038E-12,30.1448E-12,29.8934E-12,29.6952E-12,29.5270E-12,29.3782E-12,29.2433E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
117.490E3,23.0584E-12,27.7991E-12,39.4241E-12,47.5191E-12,43.2651E-12,38.4028E-12,34.5922E-12,32.2851E-12,31.1077E-12,30.5037E-12,30.1448E-12,29.8934E-12,29.6952E-12,29.5270E-12,29.3782E-12,29.2433E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
120.226E3,22.9699E-12,27.7848E-12,39.4210E-12,47.5182E-12,43.2649E-12,38.4027E-12,34.5922E-12,32.2850E-12,31.1077E-12,30.5037E-12,30.1448E-12,29.8934E-12,29.6952E-12,29.5270E-12,29.3782E-12,29.2433E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
123.027E3,22.8832E-12,27.7707E-12,39.4179E-12,47.5174E-12,43.2647E-12,38.4026E-12,34.5921E-12,32.2850E-12,31.1077E-12,30.5037E-12,30.1448E-12,29.8934E-12,29.6952E-12,29.5270E-12,29.3782E-12,29.2433E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
125.893E3,22.7981E-12,27.7570E-12,39.4149E-12,47.5166E-12,43.2644E-12,38.4025E-12,34.5921E-12,32.2850E-12,31.1077E-12,30.5037E-12,30.1448E-12,29.8934E-12,29.6952E-12,29.5270E-12,29.3782E-12,29.2433E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
128.825E3,22.7146E-12,27.7436E-12,39.4119E-12,47.5157E-12,43.2642E-12,38.4024E-12,34.5920E-12,32.2850E-12,31.1076E-12,30.5037E-12,30.1448E-12,29.8934E-12,29.6951E-12,29.5270E-12,29.3782E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
131.826E3,22.6328E-12,27.7305E-12,39.4090E-12,47.5149E-12,43.2640E-12,38.4024E-12,34.5920E-12,32.2850E-12,31.1076E-12,30.5037E-12,30.1448E-12,29.8934E-12,29.6951E-12,29.5270E-12,29.3782E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
134.896E3,22.5525E-12,27.7177E-12,39.4062E-12,47.5142E-12,43.2638E-12,38.4023E-12,34.5920E-12,32.2849E-12,31.1076E-12,30.5037E-12,30.1448E-12,29.8934E-12,29.6951E-12,29.5270E-12,29.3782E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
138.038E3,22.4737E-12,27.7052E-12,39.4035E-12,47.5134E-12,43.2636E-12,38.4022E-12,34.5919E-12,32.2849E-12,31.1076E-12,30.5037E-12,30.1447E-12,29.8934E-12,29.6951E-12,29.5270E-12,29.3782E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
141.254E3,22.3965E-12,27.6929E-12,39.4008E-12,47.5126E-12,43.2634E-12,38.4021E-12,34.5919E-12,32.2849E-12,31.1076E-12,30.5037E-12,30.1447E-12,29.8934E-12,29.6951E-12,29.5270E-12,29.3782E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
144.544E3,22.3208E-12,27.6809E-12,39.3982E-12,47.5119E-12,43.2632E-12,38.4021E-12,34.5919E-12,32.2849E-12,31.1076E-12,30.5037E-12,30.1447E-12,29.8934E-12,29.6951E-12,29.5270E-12,29.3782E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
147.911E3,22.2466E-12,27.6692E-12,39.3956E-12,47.5112E-12,43.2630E-12,38.4020E-12,34.5918E-12,32.2849E-12,31.1076E-12,30.5036E-12,30.1447E-12,29.8934E-12,29.6951E-12,29.5270E-12,29.3782E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
151.356E3,22.1738E-12,27.6578E-12,39.3931E-12,47.5105E-12,43.2628E-12,38.4019E-12,34.5918E-12,32.2849E-12,31.1076E-12,30.5036E-12,30.1447E-12,29.8934E-12,29.6951E-12,29.5270E-12,29.3782E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
154.882E3,22.1025E-12,27.6466E-12,39.3906E-12,47.5098E-12,43.2626E-12,38.4019E-12,34.5918E-12,32.2848E-12,31.1075E-12,30.5036E-12,30.1447E-12,29.8934E-12,29.6951E-12,29.5270E-12,29.3782E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
158.489E3,22.0325E-12,27.6356E-12,39.3882E-12,47.5092E-12,43.2624E-12,38.4018E-12,34.5917E-12,32.2848E-12,31.1075E-12,30.5036E-12,30.1447E-12,29.8933E-12,29.6951E-12,29.5269E-12,29.3782E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
162.181E3,21.9639E-12,27.6249E-12,39.3859E-12,47.5085E-12,43.2622E-12,38.4017E-12,34.5917E-12,32.2848E-12,31.1075E-12,30.5036E-12,30.1447E-12,29.8933E-12,29.6951E-12,29.5269E-12,29.3782E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
165.959E3,21.8967E-12,27.6145E-12,39.3836E-12,47.5079E-12,43.2621E-12,38.4017E-12,34.5917E-12,32.2848E-12,31.1075E-12,30.5036E-12,30.1447E-12,29.8933E-12,29.6951E-12,29.5269E-12,29.3782E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
169.824E3,21.8308E-12,27.6042E-12,39.3814E-12,47.5072E-12,43.2619E-12,38.4016E-12,34.5917E-12,32.2848E-12,31.1075E-12,30.5036E-12,30.1447E-12,29.8933E-12,29.6951E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
173.780E3,21.7662E-12,27.5942E-12,39.3792E-12,47.5066E-12,43.2617E-12,38.4016E-12,34.5916E-12,32.2848E-12,31.1075E-12,30.5036E-12,30.1447E-12,29.8933E-12,29.6951E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
177.828E3,21.7029E-12,27.5845E-12,39.3771E-12,47.5060E-12,43.2616E-12,38.4015E-12,34.5916E-12,32.2847E-12,31.1075E-12,30.5036E-12,30.1447E-12,29.8933E-12,29.6951E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
181.970E3,21.6409E-12,27.5749E-12,39.3750E-12,47.5055E-12,43.2614E-12,38.4014E-12,34.5916E-12,32.2847E-12,31.1075E-12,30.5036E-12,30.1447E-12,29.8933E-12,29.6951E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
186.209E3,21.5800E-12,27.5656E-12,39.3729E-12,47.5049E-12,43.2613E-12,38.4014E-12,34.5916E-12,32.2847E-12,31.1075E-12,30.5036E-12,30.1447E-12,29.8933E-12,29.6951E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
190.546E3,21.5205E-12,27.5565E-12,39.3709E-12,47.5043E-12,43.2611E-12,38.4013E-12,34.5915E-12,32.2847E-12,31.1075E-12,30.5036E-12,30.1447E-12,29.8933E-12,29.6951E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1190E-12,29.0035E-12,28.8955E-12,28.7940E-12
194.984E3,21.4621E-12,27.5475E-12,39.3690E-12,47.5038E-12,43.2610E-12,38.4013E-12,34.5915E-12,32.2847E-12,31.1074E-12,30.5035E-12,30.1447E-12,29.8933E-12,29.6951E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0035E-12,28.8955E-12,28.7940E-12
199.526E3,21.4049E-12,27.5388E-12,39.3671E-12,47.5033E-12,43.2608E-12,38.4012E-12,34.5915E-12,32.2847E-12,31.1074E-12,30.5035E-12,30.1446E-12,29.8933E-12,29.6951E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0035E-12,28.8955E-12,28.7940E-12
204.174E3,21.3488E-12,27.5303E-12,39.3652E-12,47.5028E-12,43.2607E-12,38.4012E-12,34.5915E-12,32.2847E-12,31.1074E-12,30.5035E-12,30.1446E-12,29.8933E-12,29.6951E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0035E-12,28.8954E-12,28.7939E-12
208.930E3,21.2939E-12,27.5219E-12,39.3634E-12,47.5023E-12,43.2605E-12,38.4011E-12,34.5914E-12,32.2847E-12,31.1074E-12,30.5035E-12,30.1446E-12,29.8933E-12,29.6951E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0035E-12,28.8954E-12,28.7939E-12
213.796E3,21.2401E-12,27.5138E-12,39.3616E-12,47.5018E-12,43.2604E-12,38.4011E-12,34.5914E-12,32.2846E-12,31.1074E-12,30.5035E-12,30.1446E-12,29.8933E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0035E-12,28.8954E-12,28.7939E-12
218.776E3,21.1873E-12,27.5058E-12,39.3599E-12,47.5013E-12,43.2603E-12,38.4010E-12,34.5914E-12,32.2846E-12,31.1074E-12,30.5035E-12,30.1446E-12,29.8933E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0035E-12,28.8954E-12,28.7939E-12
223.872E3,21.1357E-12,27.4980E-12,39.3582E-12,47.5008E-12,43.2601E-12,38.4010E-12,34.5914E-12,32.2846E-12,31.1074E-12,30.5035E-12,30.1446E-12,29.8933E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0035E-12,28.8954E-12,28.7939E-12
229.087E3,21.0851E-12,27.4904E-12,39.3565E-12,47.5003E-12,43.2600E-12,38.4009E-12,34.5914E-12,32.2846E-12,31.1074E-12,30.5035E-12,30.1446E-12,29.8933E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0035E-12,28.8954E-12,28.7939E-12
234.423E3,21.0355E-12,27.4830E-12,39.3549E-12,47.4999E-12,43.2599E-12,38.4009E-12,34.5913E-12,32.2846E-12,31.1074E-12,30.5035E-12,30.1446E-12,29.8933E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0035E-12,28.8954E-12,28.7939E-12
239.883E3,20.9870E-12,27.4757E-12,39.3533E-12,47.4995E-12,43.2598E-12,38.4009E-12,34.5913E-12,32.2846E-12,31.1074E-12,30.5035E-12,30.1446E-12,29.8933E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0035E-12,28.8954E-12,28.7939E-12
245.471E3,20.9395E-12,27.4686E-12,39.3518E-12,47.4990E-12,43.2597E-12,38.4008E-12,34.5913E-12,32.2846E-12,31.1074E-12,30.5035E-12,30.1446E-12,29.8933E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0035E-12,28.8954E-12,28.7939E-12
251.189E3,20.8929E-12,27.4617E-12,39.3503E-12,47.4986E-12,43.2595E-12,38.4008E-12,34.5913E-12,32.2846E-12,31.1074E-12,30.5035E-12,30.1446E-12,29.8933E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0035E-12,28.8954E-12,28.7939E-12
257.040E3,20.8473E-12,27.4549E-12,39.3488E-12,47.4982E-12,43.2594E-12,38.4007E-12,34.5913E-12,32.2846E-12,31.1074E-12,30.5035E-12,30.1446E-12,29.8933E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
263.027E3,20.8026E-12,27.4482E-12,39.3474E-12,47.4978E-12,43.2593E-12,38.4007E-12,34.5912E-12,32.2845E-12,31.1073E-12,30.5035E-12,30.1446E-12,29.8933E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
269.153E3,20.7589E-12,27.4417E-12,39.3459E-12,47.4974E-12,43.2592E-12,38.4007E-12,34.5912E-12,32.2845E-12,31.1073E-12,30.5035E-12,30.1446E-12,29.8933E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
275.423E3,20.7160E-12,27.4354E-12,39.3446E-12,47.4970E-12,43.2591E-12,38.4006E-12,34.5912E-12,32.2845E-12,31.1073E-12,30.5035E-12,30.1446E-12,29.8932E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
281.838E3,20.6741E-12,27.4292E-12,39.3432E-12,47.4966E-12,43.2590E-12,38.4006E-12,34.5912E-12,32.2845E-12,31.1073E-12,30.5035E-12,30.1446E-12,29.8932E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
288.403E3,20.6330E-12,27.4231E-12,39.3419E-12,47.4963E-12,43.2589E-12,38.4005E-12,34.5912E-12,32.2845E-12,31.1073E-12,30.5035E-12,30.1446E-12,29.8932E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2432E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
295.121E3,20.5928E-12,27.4172E-12,39.3406E-12,47.4959E-12,43.2588E-12,38.4005E-12,34.5912E-12,32.2845E-12,31.1073E-12,30.5035E-12,30.1446E-12,29.8932E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
301.995E3,20.5534E-12,27.4114E-12,39.3394E-12,47.4956E-12,43.2587E-12,38.4005E-12,34.5912E-12,32.2845E-12,31.1073E-12,30.5034E-12,30.1446E-12,29.8932E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
309.030E3,20.5148E-12,27.4058E-12,39.3381E-12,47.4952E-12,43.2586E-12,38.4004E-12,34.5911E-12,32.2845E-12,31.1073E-12,30.5034E-12,30.1446E-12,29.8932E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
316.228E3,20.4771E-12,27.4002E-12,39.3369E-12,47.4949E-12,43.2585E-12,38.4004E-12,34.5911E-12,32.2845E-12,31.1073E-12,30.5034E-12,30.1446E-12,29.8932E-12,29.6950E-12,29.5269E-12,29.3781E-12,29.2431E-12,29.1189E-12,29.0034E-12,28.8954E-12,28.7939E-12
