VCE ,beta VBE 0.6 N 1 ,beta VBE 0.6 N 2 ,beta VBE 0.6 N 3 ,beta VBE 0.6 N 4 ,beta VBE 0.6 N 5 ,beta VBE 0.6 N 6 ,beta VBE 0.6 N 7 ,beta VBE 0.6 N 8 ,beta VBE 0.6 N 9 ,beta VBE 0.6 N 10 ,beta VBE 0.65 N 1 ,beta VBE 0.65 N 2 ,beta VBE 0.65 N 3 ,beta VBE 0.65 N 4 ,beta VBE 0.65 N 5 ,beta VBE 0.65 N 6 ,beta VBE 0.65 N 7 ,beta VBE 0.65 N 8 ,beta VBE 0.65 N 9 ,beta VBE 0.65 N 10 ,beta VBE 0.7 N 1 ,beta VBE 0.7 N 2 ,beta VBE 0.7 N 3 ,beta VBE 0.7 N 4 ,beta VBE 0.7 N 5 ,beta VBE 0.7 N 6 ,beta VBE 0.7 N 7 ,beta VBE 0.7 N 8 ,beta VBE 0.7 N 9 ,beta VBE 0.7 N 10 ,beta VBE 0.75 N 1 ,beta VBE 0.75 N 2 ,beta VBE 0.75 N 3 ,beta VBE 0.75 N 4 ,beta VBE 0.75 N 5 ,beta VBE 0.75 N 6 ,beta VBE 0.75 N 7 ,beta VBE 0.75 N 8 ,beta VBE 0.75 N 9 ,beta VBE 0.75 N 10 ,beta VBE 0.8 N 1 ,beta VBE 0.8 N 2 ,beta VBE 0.8 N 3 ,beta VBE 0.8 N 4 ,beta VBE 0.8 N 5 ,beta VBE 0.8 N 6 ,beta VBE 0.8 N 7 ,beta VBE 0.8 N 8 ,beta VBE 0.8 N 9 ,beta VBE 0.8 N 10 
695.000E-3,739.629,744.196,745.731,746.501,746.963,747.272,747.493,747.658,747.787,747.890,731.114,731.969,732.255,732.398,732.484,732.541,732.582,732.613,732.636,732.656,678.101,678.241,678.288,678.311,678.325,678.334,678.341,678.346,678.350,678.353,602.231,602.252,602.259,602.263,602.265,602.267,602.268,602.268,602.269,602.269,487.282,487.285,487.286,487.287,487.287,487.287,487.287,487.288,487.288,487.288
700.000E-3,739.724,744.246,745.766,746.528,746.986,747.292,747.510,747.674,747.802,747.904,731.133,731.981,732.265,732.407,732.492,732.548,732.589,732.619,732.643,732.662,678.109,678.248,678.294,678.317,678.331,678.340,678.347,678.352,678.356,678.359,602.242,602.263,602.270,602.274,602.276,602.277,602.278,602.279,602.280,602.280,487.329,487.332,487.333,487.334,487.334,487.334,487.334,487.335,487.335,487.335
705.000E-3,739.818,744.296,745.801,746.555,747.009,747.311,747.528,747.690,747.816,747.918,731.152,731.993,732.274,732.415,732.499,732.556,732.596,732.626,732.649,732.668,678.116,678.254,678.300,678.323,678.337,678.346,678.353,678.358,678.362,678.365,602.253,602.274,602.281,602.284,602.286,602.288,602.289,602.290,602.290,602.291,487.375,487.378,487.379,487.380,487.380,487.380,487.380,487.380,487.381,487.381
710.000E-3,739.912,744.346,745.836,746.583,747.032,747.331,747.545,747.706,747.831,747.931,731.171,732.005,732.284,732.423,732.507,732.563,732.603,732.633,732.656,732.675,678.124,678.261,678.307,678.330,678.343,678.353,678.359,678.364,678.368,678.371,602.263,602.284,602.291,602.295,602.297,602.298,602.299,602.300,602.301,602.301,487.420,487.423,487.424,487.425,487.425,487.425,487.425,487.425,487.425,487.425
715.000E-3,740.007,744.396,745.871,746.610,747.054,747.351,747.563,747.722,747.846,747.945,731.190,732.017,732.294,732.432,732.515,732.570,732.610,732.639,732.662,732.681,678.132,678.268,678.313,678.336,678.349,678.359,678.365,678.370,678.374,678.377,602.274,602.295,602.302,602.305,602.307,602.309,602.310,602.310,602.311,602.311,487.464,487.467,487.468,487.468,487.469,487.469,487.469,487.469,487.469,487.469
720.000E-3,740.101,744.446,745.905,746.637,747.077,747.371,747.581,747.738,747.860,747.958,731.209,732.029,732.303,732.440,732.523,732.577,732.617,732.646,732.669,732.687,678.139,678.274,678.320,678.342,678.356,678.365,678.371,678.376,678.380,678.383,602.284,602.305,602.312,602.315,602.317,602.319,602.320,602.321,602.321,602.322,487.507,487.510,487.511,487.511,487.511,487.512,487.512,487.512,487.512,487.512
725.000E-3,740.196,744.496,745.940,746.665,747.100,747.390,747.598,747.754,747.875,747.972,731.228,732.041,732.313,732.449,732.530,732.585,732.624,732.653,732.675,732.693,678.147,678.281,678.326,678.348,678.362,678.371,678.377,678.382,678.385,678.388,602.295,602.315,602.322,602.326,602.328,602.329,602.330,602.331,602.331,602.332,487.549,487.551,487.552,487.553,487.553,487.553,487.554,487.554,487.554,487.554
730.000E-3,740.291,744.546,745.975,746.692,747.123,747.410,747.616,747.770,747.890,747.986,731.247,732.053,732.323,732.457,732.538,732.592,732.630,732.659,732.682,732.700,678.155,678.288,678.332,678.354,678.368,678.376,678.383,678.388,678.391,678.394,602.305,602.325,602.332,602.336,602.338,602.339,602.340,602.341,602.341,602.342,487.589,487.592,487.593,487.594,487.594,487.594,487.594,487.594,487.595,487.595
735.000E-3,740.385,744.596,746.010,746.719,747.146,747.430,747.633,747.786,747.904,747.999,731.266,732.065,732.332,732.466,732.546,732.599,732.637,732.666,732.688,732.706,678.162,678.294,678.338,678.360,678.374,678.382,678.389,678.393,678.397,678.400,602.315,602.336,602.342,602.346,602.348,602.349,602.350,602.351,602.351,602.352,487.629,487.632,487.633,487.634,487.634,487.634,487.634,487.634,487.635,487.635
740.000E-3,740.480,744.646,746.045,746.747,747.168,747.450,747.651,747.802,747.919,748.013,731.285,732.077,732.342,732.474,732.554,732.607,732.644,732.673,732.695,732.712,678.170,678.301,678.345,678.367,678.380,678.388,678.395,678.399,678.403,678.406,602.325,602.346,602.352,602.356,602.358,602.359,602.360,602.361,602.361,602.362,487.669,487.671,487.672,487.673,487.673,487.673,487.673,487.673,487.674,487.674
745.000E-3,740.574,744.696,746.080,746.774,747.191,747.470,747.668,747.818,747.934,748.027,731.304,732.089,732.351,732.483,732.561,732.614,732.651,732.679,732.701,732.719,678.178,678.308,678.351,678.373,678.386,678.394,678.401,678.405,678.409,678.412,602.335,602.355,602.362,602.365,602.367,602.369,602.370,602.370,602.371,602.371,487.707,487.710,487.711,487.711,487.711,487.711,487.712,487.712,487.712,487.712
750.000E-3,740.669,744.746,746.115,746.802,747.214,747.489,747.686,747.834,747.948,748.040,731.323,732.101,732.361,732.491,732.569,732.621,732.658,732.686,732.708,732.725,678.185,678.314,678.357,678.379,678.392,678.400,678.406,678.411,678.415,678.418,602.345,602.365,602.372,602.375,602.377,602.378,602.379,602.380,602.381,602.381,487.744,487.747,487.748,487.748,487.749,487.749,487.749,487.749,487.749,487.749
755.000E-3,740.764,744.796,746.150,746.829,747.237,747.509,747.704,747.850,747.963,748.054,731.342,732.113,732.371,732.500,732.577,732.628,732.665,732.693,732.714,732.731,678.193,678.321,678.364,678.385,678.398,678.406,678.412,678.417,678.420,678.423,602.355,602.375,602.381,602.385,602.387,602.388,602.389,602.390,602.390,602.391,487.781,487.784,487.784,487.785,487.785,487.785,487.785,487.786,487.786,487.786
760.000E-3,740.858,744.846,746.185,746.856,747.260,747.529,747.721,747.865,747.978,748.068,731.361,732.125,732.380,732.508,732.585,732.636,732.672,732.699,732.721,732.738,678.200,678.327,678.370,678.391,678.404,678.412,678.418,678.423,678.426,678.429,602.365,602.384,602.391,602.394,602.396,602.398,602.398,602.399,602.400,602.400,487.817,487.819,487.820,487.821,487.821,487.821,487.821,487.821,487.821,487.822
765.000E-3,740.953,744.896,746.220,746.884,747.282,747.549,747.739,747.881,747.992,748.081,731.380,732.137,732.390,732.516,732.592,732.643,732.679,732.706,732.727,732.744,678.208,678.334,678.376,678.397,678.410,678.418,678.424,678.429,678.432,678.435,602.375,602.394,602.401,602.404,602.406,602.407,602.408,602.409,602.409,602.410,487.852,487.854,487.855,487.856,487.856,487.856,487.856,487.856,487.856,487.857
770.000E-3,741.048,744.946,746.255,746.911,747.305,747.568,747.756,747.897,748.007,748.095,731.399,732.149,732.400,732.525,732.600,732.650,732.686,732.713,732.734,732.750,678.215,678.341,678.382,678.403,678.416,678.424,678.430,678.434,678.438,678.441,602.384,602.404,602.410,602.413,602.415,602.416,602.417,602.418,602.419,602.419,487.886,487.889,487.890,487.890,487.890,487.890,487.891,487.891,487.891,487.891
775.000E-3,741.143,744.996,746.290,746.938,747.328,747.588,747.774,747.913,748.022,748.109,731.418,732.161,732.409,732.533,732.608,732.657,732.693,732.719,732.740,732.757,678.223,678.347,678.388,678.409,678.422,678.430,678.436,678.440,678.444,678.446,602.394,602.413,602.419,602.422,602.424,602.426,602.427,602.427,602.428,602.428,487.920,487.922,487.923,487.924,487.924,487.924,487.924,487.924,487.924,487.924
780.000E-3,741.237,745.047,746.325,746.966,747.351,747.608,747.791,747.929,748.036,748.122,731.437,732.173,732.419,732.542,732.615,732.665,732.700,732.726,732.747,732.763,678.231,678.354,678.395,678.415,678.428,678.436,678.442,678.446,678.449,678.452,602.403,602.422,602.429,602.432,602.434,602.435,602.436,602.436,602.437,602.437,487.952,487.955,487.956,487.957,487.957,487.957,487.957,487.957,487.957,487.957
785.000E-3,741.332,745.097,746.360,746.993,747.374,747.628,747.809,747.945,748.051,748.136,731.456,732.185,732.428,732.550,732.623,732.672,732.707,732.733,732.753,732.769,678.238,678.360,678.401,678.421,678.433,678.442,678.447,678.452,678.455,678.458,602.413,602.431,602.438,602.441,602.443,602.444,602.445,602.446,602.446,602.447,487.985,487.987,487.988,487.989,487.989,487.989,487.989,487.989,487.990,487.990
790.000E-3,741.427,745.147,746.395,747.021,747.397,747.647,747.827,747.961,748.066,748.149,731.476,732.197,732.438,732.559,732.631,732.679,732.714,732.739,732.759,732.776,678.246,678.367,678.407,678.427,678.439,678.447,678.453,678.458,678.461,678.464,602.422,602.441,602.447,602.450,602.452,602.453,602.454,602.455,602.455,602.456,488.016,488.019,488.020,488.020,488.021,488.021,488.021,488.021,488.021,488.021
795.000E-3,741.522,745.197,746.430,747.048,747.419,747.667,747.844,747.977,748.080,748.163,731.495,732.209,732.448,732.567,732.639,732.686,732.720,732.746,732.766,732.782,678.253,678.373,678.413,678.433,678.445,678.453,678.459,678.463,678.467,678.469,602.431,602.450,602.456,602.459,602.461,602.462,602.463,602.464,602.464,602.465,488.047,488.050,488.051,488.051,488.052,488.052,488.052,488.052,488.052,488.052
800.000E-3,741.617,745.247,746.465,747.075,747.442,747.687,747.862,747.993,748.095,748.177,731.514,732.221,732.457,732.575,732.646,732.694,732.727,732.753,732.772,732.788,678.261,678.380,678.419,678.439,678.451,678.459,678.465,678.469,678.472,678.475,602.440,602.459,602.465,602.468,602.470,602.471,602.472,602.473,602.473,602.474,488.078,488.080,488.081,488.082,488.082,488.082,488.082,488.082,488.082,488.082
805.000E-3,741.712,745.297,746.500,747.103,747.465,747.707,747.879,748.009,748.110,748.190,731.533,732.233,732.467,732.584,732.654,732.701,732.734,732.759,732.779,732.794,678.268,678.386,678.426,678.445,678.457,678.465,678.471,678.475,678.478,678.481,602.449,602.468,602.474,602.477,602.479,602.480,602.481,602.482,602.482,602.482,488.108,488.110,488.111,488.111,488.112,488.112,488.112,488.112,488.112,488.112
810.000E-3,741.807,745.347,746.535,747.130,747.488,747.726,747.897,748.025,748.124,748.204,731.552,732.245,732.477,732.592,732.662,732.708,732.741,732.766,732.785,732.801,678.276,678.393,678.432,678.451,678.463,678.471,678.476,678.481,678.484,678.486,602.458,602.477,602.483,602.486,602.488,602.489,602.490,602.490,602.491,602.491,488.137,488.139,488.140,488.141,488.141,488.141,488.141,488.141,488.141,488.141
815.000E-3,741.902,745.397,746.570,747.158,747.511,747.746,747.914,748.041,748.139,748.218,731.571,732.257,732.486,732.601,732.670,732.715,732.748,732.773,732.792,732.807,678.283,678.399,678.438,678.457,678.469,678.477,678.482,678.486,678.490,678.492,602.467,602.485,602.492,602.495,602.496,602.498,602.498,602.499,602.500,602.500,488.165,488.168,488.169,488.169,488.170,488.170,488.170,488.170,488.170,488.170
820.000E-3,741.997,745.447,746.605,747.185,747.533,747.766,747.932,748.057,748.154,748.231,731.590,732.269,732.496,732.609,732.677,732.723,732.755,732.779,732.798,732.813,678.291,678.406,678.444,678.463,678.475,678.482,678.488,678.492,678.495,678.498,602.476,602.494,602.500,602.503,602.505,602.506,602.507,602.508,602.508,602.509,488.194,488.196,488.197,488.197,488.198,488.198,488.198,488.198,488.198,488.198
825.000E-3,742.092,745.498,746.640,747.212,747.556,747.786,747.950,748.073,748.168,748.245,731.609,732.281,732.505,732.618,732.685,732.730,732.762,732.786,732.805,732.820,678.298,678.412,678.450,678.469,678.481,678.488,678.494,678.498,678.501,678.504,602.485,602.503,602.509,602.512,602.514,602.515,602.516,602.516,602.517,602.517,488.221,488.224,488.225,488.225,488.225,488.225,488.226,488.226,488.226,488.226
830.000E-3,742.187,745.548,746.675,747.240,747.579,747.805,747.967,748.089,748.183,748.259,731.628,732.293,732.515,732.626,732.693,732.737,732.769,732.793,732.811,732.826,678.305,678.419,678.456,678.475,678.487,678.494,678.499,678.504,678.507,678.509,602.494,602.512,602.518,602.520,602.522,602.523,602.524,602.525,602.525,602.526,488.248,488.251,488.252,488.252,488.252,488.252,488.253,488.253,488.253,488.253
835.000E-3,742.282,745.598,746.710,747.267,747.602,747.825,747.985,748.105,748.198,748.272,731.647,732.305,732.525,732.634,732.700,732.744,732.776,732.799,732.818,732.832,678.313,678.425,678.462,678.481,678.492,678.500,678.505,678.509,678.512,678.515,602.503,602.520,602.526,602.529,602.531,602.532,602.533,602.533,602.534,602.534,488.275,488.277,488.278,488.279,488.279,488.279,488.279,488.279,488.279,488.279
840.000E-3,742.377,745.648,746.745,747.295,747.625,747.845,748.002,748.121,748.212,748.286,731.666,732.317,732.534,732.643,732.708,732.752,732.783,732.806,732.824,732.839,678.320,678.432,678.469,678.487,678.498,678.506,678.511,678.515,678.518,678.521,602.511,602.529,602.535,602.538,602.539,602.540,602.541,602.542,602.542,602.543,488.301,488.304,488.304,488.305,488.305,488.305,488.305,488.305,488.305,488.306
845.000E-3,742.472,745.698,746.780,747.322,747.648,747.865,748.020,748.136,748.227,748.300,731.685,732.329,732.544,732.651,732.716,732.759,732.790,732.813,732.831,732.845,678.328,678.438,678.475,678.493,678.504,678.511,678.517,678.521,678.524,678.526,602.520,602.537,602.543,602.546,602.548,602.549,602.550,602.550,602.551,602.551,488.327,488.329,488.330,488.330,488.331,488.331,488.331,488.331,488.331,488.331
850.000E-3,742.567,745.748,746.815,747.349,747.670,747.885,748.038,748.152,748.242,748.313,731.704,732.341,732.553,732.660,732.724,732.766,732.796,732.819,732.837,732.851,678.335,678.444,678.481,678.499,678.510,678.517,678.522,678.526,678.529,678.532,602.529,602.546,602.551,602.554,602.556,602.557,602.558,602.559,602.559,602.559,488.352,488.354,488.355,488.356,488.356,488.356,488.356,488.356,488.356,488.356
855.000E-3,742.662,745.799,746.850,747.377,747.693,747.904,748.055,748.168,748.256,748.327,731.723,732.353,732.563,732.668,732.731,732.773,732.803,732.826,732.843,732.857,678.343,678.451,678.487,678.505,678.516,678.523,678.528,678.532,678.535,678.537,602.537,602.554,602.560,602.563,602.564,602.565,602.566,602.567,602.567,602.568,488.377,488.379,488.380,488.380,488.381,488.381,488.381,488.381,488.381,488.381
860.000E-3,742.757,745.849,746.885,747.404,747.716,747.924,748.073,748.184,748.271,748.341,731.742,732.365,732.573,732.677,732.739,732.781,732.810,732.833,732.850,732.864,678.350,678.457,678.493,678.511,678.522,678.529,678.534,678.538,678.541,678.543,602.546,602.562,602.568,602.571,602.573,602.574,602.575,602.575,602.576,602.576,488.401,488.403,488.404,488.405,488.405,488.405,488.405,488.405,488.405,488.405
865.000E-3,742.852,745.899,746.920,747.432,747.739,747.944,748.090,748.200,748.286,748.354,731.761,732.377,732.582,732.685,732.747,732.788,732.817,732.839,732.856,732.870,678.357,678.464,678.499,678.517,678.527,678.535,678.540,678.543,678.546,678.549,602.554,602.571,602.576,602.579,602.581,602.582,602.583,602.583,602.584,602.584,488.425,488.427,488.428,488.429,488.429,488.429,488.429,488.429,488.429,488.429
870.000E-3,742.948,745.949,746.955,747.459,747.762,747.964,748.108,748.216,748.300,748.368,731.780,732.389,732.592,732.693,732.754,732.795,732.824,732.846,732.863,732.876,678.365,678.470,678.505,678.523,678.533,678.540,678.545,678.549,678.552,678.554,602.562,602.579,602.584,602.587,602.589,602.590,602.591,602.591,602.592,602.592,488.448,488.451,488.452,488.452,488.452,488.452,488.453,488.453,488.453,488.453
875.000E-3,743.043,745.999,746.990,747.486,747.785,747.983,748.126,748.232,748.315,748.382,731.799,732.401,732.601,732.702,732.762,732.802,732.831,732.853,732.869,732.883,678.372,678.477,678.511,678.529,678.539,678.546,678.551,678.555,678.558,678.560,602.571,602.587,602.593,602.595,602.597,602.598,602.599,602.600,602.600,602.600,488.472,488.474,488.475,488.475,488.475,488.476,488.476,488.476,488.476,488.476
880.000E-3,743.138,746.050,747.025,747.514,747.807,748.003,748.143,748.248,748.330,748.395,731.818,732.413,732.611,732.710,732.770,732.810,732.838,732.859,732.876,732.889,678.380,678.483,678.517,678.535,678.545,678.552,678.557,678.560,678.563,678.566,602.579,602.595,602.601,602.603,602.605,602.606,602.607,602.608,602.608,602.608,488.494,488.497,488.497,488.498,488.498,488.498,488.498,488.498,488.499,488.499
885.000E-3,743.233,746.100,747.060,747.541,747.830,748.023,748.161,748.264,748.345,748.409,731.837,732.425,732.621,732.719,732.778,732.817,732.845,732.866,732.882,732.895,678.387,678.489,678.523,678.540,678.551,678.558,678.562,678.566,678.569,678.571,602.587,602.603,602.609,602.611,602.613,602.614,602.615,602.616,602.616,602.616,488.517,488.519,488.520,488.520,488.520,488.521,488.521,488.521,488.521,488.521
890.000E-3,743.329,746.150,747.095,747.569,747.853,748.043,748.178,748.280,748.359,748.423,731.856,732.437,732.630,732.727,732.785,732.824,732.852,732.872,732.889,732.902,678.394,678.496,678.529,678.546,678.556,678.563,678.568,678.572,678.575,678.577,602.595,602.611,602.617,602.619,602.621,602.622,602.623,602.624,602.624,602.624,488.539,488.541,488.542,488.542,488.542,488.543,488.543,488.543,488.543,488.543
895.000E-3,743.424,746.200,747.130,747.596,747.876,748.063,748.196,748.296,748.374,748.436,731.875,732.449,732.640,732.736,732.793,732.831,732.859,732.879,732.895,732.908,678.402,678.502,678.536,678.552,678.562,678.569,678.574,678.577,678.580,678.582,602.603,602.619,602.625,602.627,602.629,602.630,602.631,602.631,602.632,602.632,488.560,488.563,488.563,488.564,488.564,488.564,488.564,488.564,488.564,488.564
900.000E-3,743.519,746.250,747.165,747.624,747.899,748.082,748.214,748.312,748.389,748.450,731.894,732.461,732.649,732.744,732.801,732.838,732.866,732.886,732.902,732.914,678.409,678.508,678.542,678.558,678.568,678.575,678.579,678.583,678.586,678.588,602.611,602.627,602.633,602.635,602.637,602.638,602.639,602.639,602.640,602.640,488.582,488.584,488.585,488.585,488.585,488.585,488.586,488.586,488.586,488.586
905.000E-3,743.615,746.301,747.200,747.651,747.922,748.102,748.231,748.328,748.403,748.464,731.913,732.473,732.659,732.752,732.808,732.846,732.872,732.892,732.908,732.920,678.417,678.515,678.548,678.564,678.574,678.580,678.585,678.589,678.591,678.594,602.620,602.635,602.641,602.643,602.645,602.646,602.647,602.647,602.648,602.648,488.603,488.605,488.606,488.606,488.606,488.606,488.607,488.607,488.607,488.607
910.000E-3,743.710,746.351,747.235,747.678,747.944,748.122,748.249,748.344,748.418,748.477,731.932,732.484,732.669,732.761,732.816,732.853,732.879,732.899,732.914,732.927,678.424,678.521,678.554,678.570,678.580,678.586,678.591,678.594,678.597,678.599,602.628,602.643,602.648,602.651,602.653,602.654,602.654,602.655,602.655,602.656,488.623,488.626,488.626,488.627,488.627,488.627,488.627,488.627,488.627,488.627
915.000E-3,743.806,746.401,747.270,747.706,747.967,748.142,748.266,748.360,748.433,748.491,731.951,732.496,732.678,732.769,732.824,732.860,732.886,732.906,732.921,732.933,678.431,678.528,678.560,678.576,678.585,678.592,678.596,678.600,678.603,678.605,602.636,602.651,602.656,602.659,602.660,602.661,602.662,602.663,602.663,602.663,488.644,488.646,488.647,488.647,488.647,488.647,488.647,488.648,488.648,488.648
920.000E-3,743.901,746.451,747.306,747.733,747.990,748.162,748.284,748.376,748.447,748.505,731.971,732.508,732.688,732.778,732.832,732.867,732.893,732.912,732.927,732.939,678.439,678.534,678.566,678.582,678.591,678.598,678.602,678.605,678.608,678.610,602.643,602.659,602.664,602.666,602.668,602.669,602.670,602.670,602.671,602.671,488.664,488.666,488.667,488.667,488.667,488.667,488.667,488.668,488.668,488.668
925.000E-3,743.996,746.502,747.341,747.761,748.013,748.181,748.302,748.392,748.462,748.518,731.990,732.520,732.697,732.786,732.839,732.875,732.900,732.919,732.934,732.946,678.446,678.540,678.572,678.587,678.597,678.603,678.608,678.611,678.614,678.616,602.651,602.667,602.672,602.674,602.676,602.677,602.677,602.678,602.678,602.679,488.683,488.686,488.686,488.687,488.687,488.687,488.687,488.687,488.687,488.687
930.000E-3,744.092,746.552,747.376,747.788,748.036,748.201,748.319,748.408,748.477,748.532,732.009,732.532,732.707,732.795,732.847,732.882,732.907,732.926,732.940,732.952,678.453,678.547,678.578,678.593,678.603,678.609,678.613,678.617,678.619,678.621,602.659,602.674,602.679,602.682,602.683,602.684,602.685,602.686,602.686,602.686,488.703,488.705,488.706,488.706,488.706,488.706,488.707,488.707,488.707,488.707
935.000E-3,744.188,746.602,747.411,747.816,748.059,748.221,748.337,748.424,748.491,748.546,732.028,732.544,732.717,732.803,732.855,732.889,732.914,732.932,732.947,732.958,678.461,678.553,678.584,678.599,678.608,678.615,678.619,678.622,678.625,678.627,602.667,602.682,602.687,602.689,602.691,602.692,602.693,602.693,602.694,602.694,488.722,488.724,488.725,488.725,488.725,488.726,488.726,488.726,488.726,488.726
940.000E-3,744.283,746.653,747.446,747.843,748.082,748.241,748.354,748.440,748.506,748.559,732.047,732.556,732.726,732.811,732.862,732.896,732.921,732.939,732.953,732.964,678.468,678.559,678.590,678.605,678.614,678.620,678.625,678.628,678.630,678.632,602.675,602.690,602.694,602.697,602.698,602.699,602.700,602.701,602.701,602.701,488.741,488.743,488.744,488.744,488.744,488.744,488.745,488.745,488.745,488.745
945.000E-3,744.379,746.703,747.481,747.871,748.105,748.261,748.372,748.456,748.521,748.573,732.066,732.568,732.736,732.820,732.870,732.904,732.928,732.946,732.960,732.971,678.475,678.566,678.596,678.611,678.620,678.626,678.630,678.633,678.636,678.638,602.682,602.697,602.702,602.704,602.706,602.707,602.708,602.708,602.709,602.709,488.759,488.762,488.762,488.763,488.763,488.763,488.763,488.763,488.763,488.763
950.000E-3,744.474,746.753,747.516,747.898,748.127,748.280,748.390,748.472,748.536,748.587,732.085,732.580,732.746,732.828,732.878,732.911,732.935,732.952,732.966,732.977,678.483,678.572,678.602,678.617,678.626,678.632,678.636,678.639,678.642,678.644,602.690,602.705,602.710,602.712,602.713,602.714,602.715,602.716,602.716,602.716,488.778,488.780,488.781,488.781,488.781,488.781,488.781,488.781,488.782,488.782
955.000E-3,744.570,746.804,747.551,747.926,748.150,748.300,748.407,748.488,748.550,748.600,732.104,732.592,732.755,732.837,732.886,732.918,732.941,732.959,732.972,732.983,678.490,678.578,678.608,678.623,678.631,678.637,678.641,678.645,678.647,678.649,602.698,602.712,602.717,602.719,602.721,602.722,602.723,602.723,602.723,602.724,488.796,488.798,488.799,488.799,488.799,488.799,488.799,488.800,488.800,488.800
960.000E-3,744.666,746.854,747.586,747.953,748.173,748.320,748.425,748.504,748.565,748.614,732.123,732.604,732.765,732.845,732.893,732.925,732.948,732.966,732.979,732.990,678.497,678.585,678.614,678.628,678.637,678.643,678.647,678.650,678.653,678.655,602.705,602.720,602.725,602.727,602.728,602.729,602.730,602.730,602.731,602.731,488.814,488.816,488.816,488.817,488.817,488.817,488.817,488.817,488.817,488.817
965.000E-3,744.761,746.904,747.621,747.980,748.196,748.340,748.443,748.520,748.580,748.628,732.142,732.616,732.774,732.853,732.901,732.933,732.955,732.972,732.985,732.996,678.505,678.591,678.620,678.634,678.643,678.649,678.653,678.656,678.658,678.660,602.713,602.727,602.732,602.734,602.736,602.737,602.737,602.738,602.738,602.739,488.831,488.833,488.834,488.834,488.835,488.835,488.835,488.835,488.835,488.835
970.000E-3,744.857,746.955,747.657,748.008,748.219,748.360,748.460,748.536,748.594,748.641,732.161,732.628,732.784,732.862,732.909,732.940,732.962,732.979,732.992,733.002,678.512,678.597,678.626,678.640,678.649,678.654,678.658,678.661,678.664,678.666,602.721,602.735,602.739,602.742,602.743,602.744,602.745,602.745,602.746,602.746,488.849,488.851,488.851,488.852,488.852,488.852,488.852,488.852,488.852,488.852
975.000E-3,744.953,747.005,747.692,748.035,748.242,748.380,748.478,748.552,748.609,748.655,732.180,732.640,732.794,732.870,732.916,732.947,732.969,732.986,732.998,733.009,678.519,678.604,678.632,678.646,678.654,678.660,678.664,678.667,678.669,678.671,602.728,602.742,602.747,602.749,602.750,602.751,602.752,602.752,602.753,602.753,488.866,488.868,488.868,488.869,488.869,488.869,488.869,488.869,488.869,488.869
980.000E-3,745.048,747.055,747.727,748.063,748.265,748.399,748.496,748.568,748.624,748.669,732.199,732.652,732.803,732.879,732.924,732.954,732.976,732.992,733.005,733.015,678.527,678.610,678.638,678.652,678.660,678.666,678.670,678.673,678.675,678.677,602.736,602.749,602.754,602.756,602.758,602.759,602.759,602.760,602.760,602.760,488.883,488.885,488.885,488.886,488.886,488.886,488.886,488.886,488.886,488.886
985.000E-3,745.144,747.106,747.762,748.090,748.288,748.419,748.513,748.584,748.639,748.683,732.218,732.664,732.813,732.887,732.932,732.962,732.983,732.999,733.011,733.021,678.534,678.616,678.644,678.657,678.666,678.671,678.675,678.678,678.680,678.682,602.743,602.757,602.761,602.764,602.765,602.766,602.766,602.767,602.767,602.768,488.899,488.901,488.902,488.902,488.902,488.903,488.903,488.903,488.903,488.903
990.000E-3,745.240,747.156,747.797,748.118,748.311,748.439,748.531,748.600,748.653,748.696,732.237,732.676,732.822,732.896,732.940,732.969,732.990,733.006,733.018,733.027,678.541,678.623,678.650,678.663,678.671,678.677,678.681,678.684,678.686,678.688,602.751,602.764,602.769,602.771,602.772,602.773,602.774,602.774,602.775,602.775,488.916,488.918,488.918,488.919,488.919,488.919,488.919,488.919,488.919,488.919
995.000E-3,745.336,747.207,747.832,748.145,748.334,748.459,748.549,748.616,748.668,748.710,732.256,732.688,732.832,732.904,732.947,732.976,732.997,733.012,733.024,733.034,678.549,678.629,678.656,678.669,678.677,678.683,678.686,678.689,678.691,678.693,602.758,602.771,602.776,602.778,602.779,602.780,602.781,602.781,602.782,602.782,488.932,488.934,488.934,488.935,488.935,488.935,488.935,488.935,488.935,488.935
1.00000,745.432,747.257,747.867,748.173,748.356,748.479,748.566,748.632,748.683,748.724,732.275,732.700,732.842,732.913,732.955,732.983,733.004,733.019,733.031,733.040,678.556,678.635,678.662,678.675,678.683,678.688,678.692,678.695,678.697,678.699,602.765,602.779,602.783,602.785,602.787,602.787,602.788,602.789,602.789,602.789,488.948,488.950,488.950,488.951,488.951,488.951,488.951,488.951,488.951,488.951
